股票代码,股票简称,现价(元),涨跌幅(%),流通股东名称(报告期)2024.06.30,流通股东持股数量(报告期)(股)2024.06.30,流通股东类型(报告期)2024.06.30,流通股东持股比例(报告期)(%)2024.06.30,流通股东持股市值,流通股东排名(报告期)2024.06.30,流通股东持股状态(报告期)2024.06.30
002152.SZ,广电运通,9.49,3.49,香港中央结算有限公司,87380957.0,机构,3.52,914004810.22,2,增持
601233.SH,桐昆股份,10.54,2.83,香港中央结算有限公司,57657743.0,机构,2.39,920217578.28,4,减持
688578.SH,艾力斯,42.35,0.28,香港中央结算有限公司,14445922.0,机构,3.21,920783068.28,6,减持
002049.SZ,紫光国微,46.19,2.21,香港中央结算有限公司,17689944.0,机构,2.08,930491054.4,3,减持
600820.SH,隧道股份,5.33,0.57,香港中央结算有限公司,142619588.0,机构,4.54,931305909.64,3,增持
002920.SZ,德赛西威,93.30,-0.53,香港中央结算有限公司,10710496.0,机构,1.93,932777096.64,5,增持
300207.SZ,欣旺达,15.48,1.44,香港中央结算有限公司,61720221.0,机构,3.31,936295752.57,2,增持
000661.SZ,长春高新,80.66,2.14,香港中央结算有限公司,10225674.0,机构,2.53,938410102.98,3,减持
601598.SH,中国外运,4.61,1.77,香港中央结算有限公司,167977738.0,机构,2.3,945714664.94,4,增持
002600.SZ,领益智造,6.10,0.99,香港中央结算有限公司,133129753.0,机构,1.9,947883841.36,2,减持
688122.SH,西部超导,33.38,-1.36,香港中央结算有限公司,24894693.0,机构,3.83,953964635.76,6,减持
002273.SZ,水晶光电,15.31,0.00,香港中央结算有限公司,56222658.0,机构,4.04,954660732.84,3,增持
605117.SH,德业股份,93.08,-0.60,香港中央结算有限公司,12845955.0,机构,2.01,954968294.7,3,增持
002773.SZ,康弘药业,17.04,1.43,香港中央结算有限公司,44498709.0,机构,4.84,963397049.85,3,增持
600141.SH,兴发集团,18.05,0.17,香港中央结算有限公司,50644957.0,机构,4.59,966305779.56,3,增持
600703.SH,三安光电,9.80,2.73,香港中央结算有限公司,82556799.0,机构,1.65,967565684.28,10,新进
600085.SH,同仁堂,31.75,1.73,香港中央结算有限公司,25535103.0,机构,1.86,975696285.63,4,减持
688139.SH,海尔生物,25.40,0.32,香港中央结算有限公司,26497106.0,机构,8.33,985692343.2,3,增持
600418.SH,江淮汽车,21.74,0.46,香港中央结算有限公司,62361561.0,机构,2.86,987807126.24,3,减持
603659.SH,璞泰来,10.83,2.07,香港中央结算有限公司,70137003.0,机构,3.28,991035852.39,5,减持
300628.SZ,亿联网络,35.48,1.43,香港中央结算有限公司,26998892.0,机构,2.14,992749258.84,4,增持
000878.SZ,云南铜业,11.34,4.13,香港中央结算有限公司,79711891.0,机构,3.98,993210161.86,2,增持
600115.SH,中国东航,3.48,-0.29,香港中央结算有限公司,248104257.0,机构,1.11,994898070.57,10,增持
601377.SH,兴业证券,5.19,1.37,香港中央结算有限公司,197192696.0,机构,2.28,997795041.76,5,减持
000983.SZ,山西焦煤,7.51,3.16,香港中央结算有限公司,97546438.0,机构,1.72,1005703775.78,3,减持
002236.SZ,大华股份,13.87,2.14,香港中央结算有限公司,65591359.0,机构,1.99,1014042410.14,3,减持
688223.SH,晶科能源,6.50,2.52,香港中央结算有限公司,143756325.0,机构,1.44,1020669907.5,4,增持
001965.SZ,招商公路,11.63,-1.94,香港中央结算有限公司,86396773.0,机构,1.27,1024665727.78,7,增持
002916.SZ,深南电路,90.80,-6.04,香港中央结算有限公司,9689373.0,机构,1.89,1024844982.21,2,增持
600760.SH,中航沈飞,39.21,-2.34,香港中央结算有限公司,25757075.0,机构,0.93,1032858707.5,5,增持
601995.SH,中金公司,28.70,0.70,香港中央结算有限公司,34979138.0,机构,0.72,1035732276.18,5,减持
600521.SH,华海药业,16.00,-1.11,香港中央结算有限公司,61413366.0,机构,4.19,1047097890.3,3,增持
002851.SZ,麦格米特,22.79,1.29,香港中央结算有限公司,40975866.0,机构,8.15,1058816377.44,1,增持
300413.SZ,芒果超媒,18.86,3.29,香港中央结算有限公司,50889334.0,机构,2.72,1063587080.6,4,减持
603806.SH,福斯特,14.06,2.03,香港中央结算有限公司,72554046.0,机构,2.78,1066544476.2,3,增持
002384.SZ,东山精密,19.11,-0.26,香港中央结算有限公司,51726475.0,机构,3.03,1070738032.5,3,减持
300054.SZ,鼎龙股份,18.86,0.53,香港中央结算有限公司,47602707.0,机构,5.07,1079629394.76,1,减持
600872.SH,中炬高新,17.10,4.72,香港中央结算有限公司,47705273.0,机构,6.09,1082432644.37,3,增持
300347.SZ,泰格医药,50.76,1.70,香港中央结算有限公司,22325806.0,机构,2.58,1085034171.6,4,减持
601788.SH,光大证券,14.50,2.11,香港中央结算有限公司,74427390.0,机构,1.61,1088128441.8,5,减持
600745.SH,闻泰科技,25.16,2.69,香港中央结算有限公司,38666109.0,机构,3.11,1092317579.25,6,减持
300979.SZ,华利集团,65.12,-3.10,香港中央结算有限公司,18101902.0,机构,1.55,1101500736.7,3,增持
600566.SH,济川药业,24.52,0.25,香港中央结算有限公司,34738852.0,机构,3.77,1101568996.92,4,减持
600373.SH,中文传媒,13.67,-0.94,香港中央结算有限公司,74304741.0,机构,5.48,1102682356.44,2,减持
002690.SZ,美亚光电,12.55,1.62,香港中央结算有限公司,66835487.0,机构,7.58,1102785535.5,2,减持
600352.SH,浙江龙盛,8.98,0.22,香港中央结算有限公司,128779737.0,机构,3.96,1106217940.83,3,增持
600196.SH,复星医药,22.50,0.99,香港中央结算有限公司,50067614.0,机构,1.87,1108496973.96,3,增持
688617.SH,惠泰医疗,336.59,1.55,香港中央结算有限公司,2447351.0,机构,3.66,1116236791.1,3,增持
601360.SH,三六零,6.96,2.20,香港中央结算有限公司,146212709.0,机构,2.05,1122913605.12,4,减持
601717.SH,郑煤机,11.18,2.66,香港中央结算有限公司,75951091.0,机构,4.25,1124076146.8,5,增持
600332.SH,白云山,25.08,1.58,香港中央结算有限公司,38482025.0,机构,2.37,1128677793.25,5,增持
600010.SH,包钢股份,1.40,1.45,香港中央结算有限公司,807112856.0,机构,1.78,1129957998.4,2,减持
002459.SZ,晶澳科技,10.27,3.42,香港中央结算有限公司,101352531.0,机构,3.06,1135148347.2,2,减持
601618.SH,中国中冶,2.68,3.08,香港中央结算有限公司,371707351.0,机构,1.79,1152292788.1,5,减持
000528.SZ,柳工,10.59,2.32,香港中央结算有限公司,103177177.0,机构,5.21,1154552610.63,1,增持
601336.SH,新华保险,32.74,0.71,香港中央结算有限公司,38533008.0,机构,1.24,1157146230.24,6,增持
601958.SH,金钼股份,9.93,3.33,香港中央结算有限公司,112259480.0,机构,3.48,1168621186.8,2,增持
002156.SZ,通富微电,18.46,0.87,香港中央结算有限公司,52480179.0,机构,3.46,1175031207.81,3,减持
002064.SZ,华峰化学,6.84,0.74,香港中央结算有限公司,163901309.0,机构,3.3,1175172385.53,5,增持
603392.SH,万泰生物,70.00,2.03,香港中央结算有限公司,17875456.0,机构,1.41,1177635041.28,4,增持
600971.SH,恒源煤电,8.72,1.87,香港中央结算有限公司,99400166.0,机构,8.28,1186837982.04,2,减持
601666.SH,平煤股份,8.42,2.06,香港中央结算有限公司,106199163.0,机构,4.29,1189430625.6,2,增持
300896.SZ,爱美客,138.70,3.47,香港中央结算有限公司,6913793.0,机构,2.29,1189863775.3,6,减持
002129.SZ,TCL中环,7.72,1.71,香港中央结算有限公司,138894589.0,机构,3.44,1201438194.85,2,减持
002078.SZ,太阳纸业,12.07,1.43,香港中央结算有限公司,86146752.0,机构,3.08,1201747190.4,2,增持
000963.SZ,华东医药,27.58,0.07,香港中央结算有限公司,43423174.0,机构,2.48,1207598468.94,3,减持
002074.SZ,国轩高科,18.17,0.44,香港中央结算有限公司,63166217.0,机构,3.53,1209633055.55,2,增持
601898.SH,中煤能源,12.80,-2.07,香港中央结算有限公司,96931745.0,机构,0.73,1209708177.6,5,减持
603298.SH,杭叉集团,18.36,-1.02,香港中央结算有限公司,61620523.0,机构,4.7,1210227071.72,3,增持
000708.SZ,中信特钢,10.66,1.04,香港中央结算有限公司,89686495.0,机构,1.78,1217045737.15,4,增持
002252.SZ,上海莱士,6.63,1.84,香港中央结算有限公司,156002574.0,机构,2.35,1219940128.68,7,减持
600970.SH,中材国际,8.93,1.48,香港中央结算有限公司,101787935.0,机构,3.85,1227562496.1,2,增持
002410.SZ,广联达,9.52,5.66,香港中央结算有限公司,128241494.0,机构,7.7,1228553512.52,2,减持
600348.SH,华阳股份,6.85,1.63,香港中央结算有限公司,123648119.0,机构,3.43,1231535265.24,2,增持
601881.SH,中国银河,11.26,0.27,香港中央结算有限公司,114083401.0,机构,1.04,1238945734.86,3,增持
603556.SH,海兴电力,44.48,-1.75,香港中央结算有限公司,26466464.0,机构,5.42,1239424509.12,4,增持
600380.SH,健康元,9.67,1.36,香港中央结算有限公司,111969813.0,机构,5.97,1250702811.21,2,增持
002318.SZ,久立特材,18.96,-1.10,香港中央结算有限公司,53670001.0,机构,5.49,1252121123.33,2,增持
601156.SH,东航物流,15.06,-0.59,香港中央结算有限公司,61542186.0,机构,3.88,1252383485.1,3,增持
600968.SH,海油发展,3.87,-0.26,香港中央结算有限公司,304272332.0,机构,2.99,1253602007.84,2,增持
002812.SZ,恩捷股份,25.18,2.15,香港中央结算有限公司,39727487.0,机构,4.06,1257374963.55,3,减持
002709.SZ,天赐材料,13.38,1.06,香港中央结算有限公司,72731988.0,机构,3.79,1277173709.28,2,减持
002563.SZ,森马服饰,4.62,1.54,香港中央结算有限公司,220730107.0,机构,8.19,1282441921.67,4,增持
600958.SH,东方证券,8.56,0.71,香港中央结算有限公司,168836627.0,机构,1.99,1283158365.2,8,减持
300003.SZ,乐普医疗,9.31,1.42,香港中央结算有限公司,86717540.0,机构,4.61,1286888293.6,2,增持
600583.SH,海油工程,4.85,-0.21,香港中央结算有限公司,218905152.0,机构,4.95,1293729448.32,2,增持
600588.SH,用友网络,8.73,2.11,香港中央结算有限公司,129650274.0,机构,3.79,1296502740.0,3,减持
601111.SH,中国国航,6.29,-0.47,香港中央结算有限公司,176266431.0,机构,1.06,1300846260.78,7,减持
002601.SZ,龙佰集团,16.58,2.92,香港中央结算有限公司,70054694.0,机构,2.94,1300915667.58,5,增持
002831.SZ,裕同科技,21.34,-1.16,香港中央结算有限公司,50880668.0,机构,5.47,1302036294.12,2,增持
300832.SZ,新产业,68.53,-1.90,香港中央结算有限公司,19346835.0,机构,2.46,1304750552.4,5,减持
688187.SH,时代电气,42.89,-0.83,香港中央结算有限公司,26498358.0,机构,1.88,1308488918.04,2,增持
603899.SH,晨光股份,25.92,2.53,香港中央结算有限公司,41968360.0,机构,4.54,1312770300.8,2,增持
002223.SZ,鱼跃医疗,31.61,-0.19,香港中央结算有限公司,35021001.0,机构,3.49,1316789637.6,3,减持
601066.SH,中信建投,19.70,0.72,香港中央结算有限公司,68740986.0,机构,0.89,1322576570.64,7,减持
688981.SH,中芯国际,43.74,1.32,香港中央结算有限公司,28775475.0,机构,0.36,1326549397.5,10,增持
601868.SH,中国能建,2.05,0.49,香港中央结算有限公司,626796904.0,机构,1.5,1328809436.48,3,增持
601319.SH,中国人保,6.06,0.17,香港中央结算有限公司,258798374.0,机构,0.59,1332811626.1,4,减持
601019.SH,山东出版,11.87,-2.22,香港中央结算有限公司,113023202.0,机构,5.42,1335934247.64,2,减持
600486.SH,扬农化工,47.22,-0.38,香港中央结算有限公司,23789214.0,机构,5.85,1342901130.3,2,增持
600018.SH,上港集团,5.64,-1.91,香港中央结算有限公司,234221352.0,机构,1.01,1353799414.56,9,减持
600529.SH,山东药玻,24.89,0.69,香港中央结算有限公司,54198559.0,机构,8.17,1373391485.06,2,减持
603799.SH,华友钴业,22.05,0.92,香港中央结算有限公司,62609126.0,机构,3.69,1385539958.38,4,减持
601058.SH,赛轮轮胎,13.93,0.22,香港中央结算有限公司,100137282.0,机构,3.05,1401921948.0,4,减持
002557.SZ,洽洽食品,27.30,9.99,香港中央结算有限公司,49967051.0,机构,9.86,1408571167.69,2,减持
603882.SH,金域医学,27.28,1.94,香港中央结算有限公司,51807415.0,机构,11.05,1408643613.85,2,增持
603883.SH,老百姓,14.61,10.02,香港中央结算有限公司,76737788.0,机构,10.09,1408905787.68,3,增持
600635.SH,大众公用,2.89,2.12,香港中央结算代理人有限公司,533533000.0,机构,18.07,1429868440.0,1,减持
600600.SH,青岛啤酒,56.41,3.58,香港中央结算有限公司,19663222.0,机构,1.44,1430892664.94,3,增持
601021.SH,春秋航空,48.83,1.18,香港中央结算有限公司,25410868.0,机构,2.6,1431394194.44,2,增持
603816.SH,顾家家居,22.46,3.65,香港中央结算有限公司,44827600.0,机构,5.45,1447483204.0,3,增持
600161.SH,天坛生物,20.90,0.00,香港中央结算有限公司,59867167.0,机构,3.03,1460758874.8,3,增持
600026.SH,中远海能,12.67,-1.17,香港中央结算有限公司,93798791.0,机构,1.97,1464199127.51,4,减持
601699.SH,潞安环能,13.59,1.57,香港中央结算有限公司,81386068.0,机构,2.72,1475529412.84,3,减持
601607.SH,上海医药,19.08,1.92,香港中央结算有限公司,77593753.0,机构,2.1,1482816619.83,4,减持
000975.SZ,山金国际,16.16,-0.12,香港中央结算有限公司,92572696.0,机构,3.33,1508009217.84,3,增持
300394.SZ,天孚通信,73.50,-2.88,香港中央结算有限公司,17140383.0,机构,3.09,1515552664.86,3,减持
601825.SH,沪农商行,6.68,1.06,香港中央结算有限公司,235904181.0,机构,2.45,1585276096.32,4,减持
600188.SH,兖矿能源,13.29,0.68,香港中央结算有限公司,69893990.0,机构,0.91,1588690392.7,4,减持
002409.SZ,雅克科技,48.92,-1.87,香港中央结算有限公司,25331023.0,机构,5.32,1593574656.93,2,减持
300033.SZ,同花顺,103.48,3.91,香港中央结算有限公司,15553972.0,机构,2.89,1612946896.4,2,减持
000002.SZ,万科A,6.77,4.31,香港中央结算有限公司,234491768.0,机构,1.97,1625027952.24,3,增持
601877.SH,正泰电器,18.73,0.48,香港中央结算有限公司,87760128.0,机构,4.08,1672708039.68,3,减持
601068.SH,中铝国际,3.92,3.16,香港中央结算(代理人)有限公司,399476000.0,机构,13.5,1681793960.0,2,不变
000596.SZ,古井贡酒,145.40,3.41,香港中央结算有限公司,8024458.0,机构,1.52,1693722350.06,5,增持
688777.SH,中控技术,38.40,-0.21,香港中央结算有限公司,44958674.0,机构,5.69,1694942009.8,3,减持
600233.SH,圆通速递,15.45,0.13,香港中央结算有限公司,108527450.0,机构,3.15,1698454592.5,5,增持
000513.SZ,丽珠集团,35.56,-0.06,香港中央结算有限公司,46152280.0,机构,4.98,1717326338.8,3,减持
600985.SH,淮北矿业,13.79,1.25,香港中央结算有限公司,102769488.0,机构,3.82,1720361229.12,2,增持
600023.SH,浙能电力,5.67,-0.35,香港中央结算有限公司,242278802.0,机构,1.81,1722602282.22,4,增持
300661.SZ,圣邦股份,67.20,-1.32,香港中央结算有限公司,20844489.0,机构,4.43,1725506799.42,4,增持
600111.SH,北方稀土,16.60,3.23,香港中央结算有限公司,100529383.0,机构,2.78,1729105387.6,3,增持
601077.SH,渝农商行,4.80,-0.83,香港中央结算有限公司,344464360.0,机构,3.03,1729211087.2,7,减持
002439.SZ,启明星辰,12.92,4.11,香港中央结算有限公司,100438503.0,机构,8.24,1733568561.78,1,减持
600160.SH,巨化股份,16.58,-0.66,香港中央结算有限公司,71896363.0,机构,2.66,1734859239.19,2,增持
002372.SZ,伟星新材,10.69,0.94,香港中央结算有限公司,112880261.0,机构,7.09,1740613624.62,3,增持
601117.SH,中国化学,6.48,3.02,香港中央结算有限公司,211431736.0,机构,3.46,1742197504.64,2,增持
600941.SH,中国移动,99.92,-0.78,香港中央结算有限公司,16266284.0,机构,0.08,1748625530.0,8,减持
000166.SZ,申万宏源,4.23,0.71,香港中央结算有限公司,410358153.0,机构,1.64,1768643639.43,8,增持
002493.SZ,荣盛石化,8.50,4.29,香港中央结算有限公司,183133399.0,机构,1.81,1769068634.34,3,增持
001236.SZ,弘业期货,10.40,5.37,香港中央结算(代理人)有限公司,249690049.0,机构,24.78,1775296248.39,1,不变
688271.SH,联影医疗,93.85,0.70,香港中央结算有限公司,16357188.0,机构,1.98,1794383523.6,8,新进
600132.SH,重庆啤酒,53.34,3.79,香港中央结算有限公司,29584512.0,机构,6.11,1795779878.4,3,增持
300285.SZ,国瓷材料,14.73,2.86,香港中央结算有限公司,100622484.0,机构,10.09,1796111339.4,1,减持
300751.SZ,迈为股份,73.62,-0.73,香港中央结算有限公司,15147596.0,机构,5.42,1809834770.08,2,减持
002555.SZ,三七互娱,13.78,2.99,香港中央结算有限公司,138931229.0,机构,6.26,1813052538.45,1,减持
002837.SZ,英维克,21.15,0.43,香港中央结算有限公司,84902847.0,机构,11.48,1816071897.33,2,增持
600398.SH,海澜之家,5.42,3.44,香港中央结算有限公司,196574365.0,机构,4.09,1816347132.6,3,减持
000895.SZ,双汇发展,23.69,3.31,香港中央结算有限公司,76478206.0,机构,2.21,1817886956.62,3,减持
600988.SH,赤峰黄金,17.16,0.94,香港中央结算有限公司,111514018.0,机构,6.7,1822139054.12,2,增持
601231.SH,环旭电子,13.24,-1.56,香港中央结算有限公司,113794953.0,机构,5.15,1826408995.65,2,增持
600011.SH,华能国际,6.54,1.55,香港中央结算有限公司,190342608.0,机构,1.21,1831095888.96,10,增持
300487.SZ,蓝晓科技,41.81,-0.52,香港中央结算有限公司,43915252.0,机构,8.7,1833900923.52,1,增持
688256.SH,寒武纪,209.50,-0.24,香港中央结算有限公司,9278898.0,机构,2.23,1843438665.66,5,增持
002572.SZ,索菲亚,13.40,5.76,香港中央结算有限公司,120587727.0,机构,12.52,1848609854.91,1,增持
300122.SZ,智飞生物,21.14,2.37,香港中央结算有限公司,66258428.0,机构,2.77,1857223736.84,3,增持
300450.SZ,先导智能,13.35,0.83,香港中央结算有限公司,111877821.0,机构,7.14,1860528163.23,2,减持
600582.SH,天地科技,5.38,1.51,香港中央结算有限公司,274191460.0,机构,6.63,1889179159.4,2,增持
601828.SH,美凯龙,2.20,5.77,香港中央结算(代理人)有限公司,741056067.0,机构,17.02,1889692970.85,3,增持
601808.SH,中海油服,13.30,-0.67,香港中央结算有限公司,110155129.0,机构,2.31,1894668218.8,4,减持
300316.SZ,晶盛机电,22.15,1.05,香港中央结算有限公司,66429733.0,机构,5.07,1908526229.09,2,减持
603606.SH,东方电缆,47.54,-0.61,香港中央结算有限公司,39150830.0,机构,5.69,1910952012.3,3,减持
600775.SH,南京熊猫,7.46,3.32,香港中央结算(代理人)有限公司,242405186.0,机构,26.53,1939241488.0,1,增持
603596.SH,伯特利,39.90,0.33,香港中央结算有限公司,50196560.0,机构,8.28,1952646184.0,3,增持
002508.SZ,老板电器,18.34,1.61,香港中央结算有限公司,88885033.0,机构,9.37,1964359229.3,2,增持
601179.SH,中国西电,7.28,0.28,香港中央结算有限公司,245559507.0,机构,4.79,1974298436.28,3,增持
603979.SH,金诚信,39.40,8.39,香港中央结算有限公司,39300570.0,机构,6.36,1985857802.1,2,增持
000625.SZ,长安汽车,12.12,4.12,香港中央结算有限公司,148626405.0,机构,1.5,1996052619.15,6,减持
600089.SH,特变电工,11.99,1.01,香港中央结算有限公司,143993409.0,机构,2.85,1997188582.83,3,减持
600837.SH,海通证券,8.77,0.00,香港中央结算有限公司,234083689.0,机构,1.79,2003756377.84,9,减持
300782.SZ,卓胜微,62.61,5.94,香港中央结算有限公司,25912870.0,机构,4.85,2014466513.8,3,减持
300012.SZ,华测检测,10.68,3.59,香港中央结算有限公司,200370384.0,机构,11.91,2015726063.04,1,减持
000921.SZ,海信家电,26.98,4.90,香港中央结算有限公司,62789122.0,机构,4.53,2024321293.28,3,增持
601633.SH,长城汽车,23.91,0.13,香港中央结算有限公司,80338273.0,机构,0.94,2032558306.9,4,增持
000933.SZ,神火股份,14.95,5.43,香港中央结算有限公司,100987750.0,机构,4.49,2042982182.5,3,增持
600570.SH,恒生电子,16.48,3.52,香港中央结算有限公司,117045606.0,机构,6.18,2067025401.96,2,减持
002138.SZ,顺络电子,23.22,-0.94,香港中央结算有限公司,75429725.0,机构,9.35,2071300248.5,1,减持
601799.SH,星宇股份,132.10,4.86,香港中央结算有限公司,18527028.0,机构,6.49,2075768217.12,3,增持
300433.SZ,蓝思科技,15.09,0.60,香港中央结算有限公司,113779261.0,机构,2.28,2076471513.25,4,减持
603345.SH,安井食品,72.34,3.27,香港中央结算有限公司,27992691.0,机构,9.54,2080136868.21,2,减持
600096.SH,云天化,18.70,0.38,香港中央结算有限公司,107380056.0,机构,5.85,2085320687.52,2,增持
605198.SH,安德利,21.25,4.42,香港中央结算(代理人)有限公司,79935974.0,机构,22.9,2110309713.6,1,增持
603195.SH,公牛集团,65.67,1.72,香港中央结算有限公司,27661996.0,机构,2.14,2133293131.52,4,增持
002472.SZ,双环传动,21.42,1.90,香港中央结算有限公司,97068902.0,机构,11.48,2137457222.04,1,增持
002466.SZ,天齐锂业,25.43,0.43,香港中央结算有限公司,72335101.0,机构,4.41,2163542870.91,3,增持
600893.SH,航发动力,33.95,-1.68,香港中央结算有限公司,59204264.0,机构,2.22,2163915849.2,3,增持
600025.SH,华能水电,10.30,-0.87,香港中央结算有限公司,200878670.0,机构,1.12,2165472062.6,6,增持
600926.SH,杭州银行,12.03,0.00,香港中央结算有限公司,166145096.0,机构,2.8,2168193502.8,8,增持
603160.SH,汇顶科技,57.21,0.40,香港中央结算有限公司,31571732.0,机构,6.89,2170556575.0,2,增持
600845.SH,宝信软件,28.90,-1.60,香港中央结算有限公司,68536763.0,机构,2.38,2188378842.59,3,减持
600999.SH,招商证券,15.16,0.86,香港中央结算有限公司,157337030.0,机构,1.81,2188558087.3,8,减持
002460.SZ,赣锋锂业,25.76,1.42,香港中央结算有限公司,78082313.0,机构,3.87,2237058267.45,3,减持
002415.SZ,海康威视,25.17,0.16,香港中央结算有限公司,72520937.0,机构,0.78,2241622162.67,8,减持
000938.SZ,紫光股份,18.70,1.74,香港中央结算有限公司,100578426.0,机构,3.52,2247927821.1,3,增持
000425.SZ,徐工机械,6.55,4.80,香港中央结算有限公司,314419123.0,机构,2.66,2248096729.45,4,减持
001979.SZ,招商蛇口,9.50,3.37,香港中央结算有限公司,255872810.0,机构,2.82,2249121999.9,3,增持
601628.SH,中国人寿,34.99,-0.37,香港中央结算有限公司,73427415.0,机构,0.26,2279921235.75,5,增持
601689.SH,拓普集团,35.75,0.42,香港中央结算有限公司,42563990.0,机构,3.66,2281855503.9,2,减持
000792.SZ,盐湖股份,14.69,0.07,香港中央结算有限公司,131151633.0,机构,2.41,2288595995.85,7,减持
002938.SZ,鹏鼎控股,32.12,1.65,香港中央结算有限公司,58599874.0,机构,2.53,2329930990.24,3,减持
000630.SZ,铜陵有色,3.09,4.75,香港中央结算有限公司,649106156.0,机构,5.07,2343273223.16,2,增持
601669.SH,中国电建,4.48,1.82,香港中央结算有限公司,420855416.0,机构,2.44,2352581775.44,4,增持
601009.SH,南京银行,10.12,1.00,香港中央结算有限公司,227469247.0,机构,2.2,2363405476.33,9,增持
002703.SZ,浙江世宝,10.38,1.86,香港中央结算(代理人)有限公司,216926813.0,机构,26.37,2416564696.82,2,新进
603369.SH,今世缘,37.40,3.72,香港中央结算有限公司,52544837.0,机构,4.19,2427571469.4,2,增持
000807.SZ,云铝股份,12.38,4.74,香港中央结算有限公司,180941820.0,机构,5.22,2444523988.2,3,增持
600489.SH,中金黄金,12.64,0.88,香港中央结算有限公司,166428962.0,机构,3.43,2463148637.6,2,增持
002001.SZ,新和成,18.87,-1.10,香港中央结算有限公司,129400780.0,机构,4.19,2484494976.0,2,增持
601998.SH,中信银行,5.87,0.51,香港中央结算有限公司,377345082.0,机构,0.71,2528212049.4,5,增持
600741.SH,华域汽车,16.05,0.50,香港中央结算有限公司,154422521.0,机构,4.9,2529440893.98,2,减持
600803.SH,新奥股份,17.91,-0.67,香港中央结算有限公司,121622040.0,机构,3.93,2529738432.0,3,减持
002271.SZ,东方雨虹,10.42,2.56,香港中央结算有限公司,205249156.0,机构,8.42,2532774585.04,1,增持
300015.SZ,爱尔眼科,9.68,3.64,香港中央结算有限公司,245952718.0,机构,2.64,2538232049.76,3,减持
601326.SH,秦港股份,3.15,-0.63,香港中央结算(代理人)有限公司,827465373.0,机构,14.81,2623065232.41,2,减持
603338.SH,浙江鼎力,50.66,0.12,香港中央结算有限公司,43500824.0,机构,8.59,2628319786.08,3,增持
601211.SH,国泰君安,14.70,0.00,香港中央结算有限公司,196665898.0,机构,2.21,2664822917.9,7,减持
603986.SH,兆易创新,65.51,1.13,香港中央结算有限公司,28328758.0,机构,4.25,2708795839.96,2,减持
601127.SH,赛力斯,76.19,1.16,香港中央结算有限公司,29895605.0,机构,1.98,2724087527.6,4,减持
600426.SH,华鲁恒升,20.75,2.52,香港中央结算有限公司,102408152.0,机构,4.82,2728153169.28,2,减持
300014.SZ,亿纬锂能,32.34,-0.43,香港中央结算有限公司,68511789.0,机构,3.35,2734990616.88,2,增持
002230.SZ,科大讯飞,34.58,2.19,香港中央结算有限公司,64308160.0,机构,2.78,2762035472.0,3,减持
601838.SH,成都银行,13.22,0.00,香港中央结算有限公司,182892943.0,机构,4.8,2778143804.17,4,增持
600312.SH,平高电气,19.03,-0.10,香港中央结算有限公司,142971038.0,机构,10.54,2780786689.1,2,增持
000063.SZ,中兴通讯,23.93,1.18,香港中央结算有限公司,99880988.0,机构,2.09,2793671234.36,3,增持
002270.SZ,华明装备,15.26,-0.46,香港中央结算有限公司,125675777.0,机构,14.02,2795029280.48,2,增持
000756.SZ,新华制药,14.18,3.13,香港中央结算(代理人)有限公司,193314147.0,机构,28.33,2799188848.56,2,不变
600989.SH,宝丰能源,14.75,0.82,香港中央结算有限公司,162680308.0,机构,2.22,2819249737.64,4,增持
601567.SH,三星医疗,32.88,-2.69,香港中央结算有限公司,81399168.0,机构,5.77,2848970880.0,3,增持
600009.SH,上海机场,30.89,2.15,香港中央结算有限公司,88799801.0,机构,3.57,2863793582.25,2,减持
002032.SZ,苏泊尔,52.58,-0.15,香港中央结算有限公司,57576593.0,机构,7.18,2884587309.3,2,减持
000100.SZ,TCL科技,3.70,2.49,香港中央结算有限公司,667733276.0,机构,3.56,2884607752.32,1,减持
600584.SH,长电科技,27.87,0.32,香港中央结算有限公司,92112387.0,机构,5.15,2920883791.77,3,减持
600886.SH,国投电力,15.37,-0.45,香港中央结算有限公司,160190628.0,机构,2.15,2921877054.72,5,增持
600436.SH,片仔癀,197.20,1.91,香港中央结算有限公司,14173341.0,机构,2.35,2936291054.97,4,减持
600795.SH,国电电力,4.85,-0.41,香港中央结算有限公司,490838144.0,机构,2.75,2940120482.56,3,增持
688188.SH,柏楚电子,167.87,-1.89,香港中央结算有限公司,15977393.0,机构,7.78,2948627878.15,6,增持
600362.SH,江西铜业,19.57,3.33,香港中央结算有限公司,124677344.0,机构,3.6,2952359505.92,3,增持
000400.SZ,许继电气,30.48,-2.21,香港中央结算有限公司,86002714.0,机构,8.44,2959353388.74,2,增持
600346.SH,恒力石化,12.63,3.02,香港中央结算有限公司,212556346.0,机构,3.02,2965161026.7,5,增持
000898.SZ,鞍钢股份,1.88,3.87,香港中央结算(代理人)有限公司,1399083324.0,机构,14.91,2966056646.88,2,增持
600547.SH,山东黄金,25.73,0.35,香港中央结算有限公司(A股),109590225.0,机构,2.45,3000580360.5,4,增持
601963.SH,重庆银行,6.73,1.51,香港中央结算(代理人)有限公司,389863152.0,机构,11.22,3021439428.0,2,减持
601872.SH,招商轮船,6.55,-0.46,香港中央结算有限公司,361852159.0,机构,4.44,3057650743.55,3,减持
601006.SH,大秦铁路,5.99,0.00,香港中央结算有限公司,430200834.0,机构,2.44,3080237971.44,2,减持
