股票代码,股票简称,现价(元),涨跌幅(%),"基金持股比例(%)2024.06.30",基金持股数量(股)2024.06.30,基金持股市值(元)2024.06.30,基金持股家数(家)2024.06.30,基金持股选股明细
600282.SH,南钢股份,4.06,0.74,11.60,715433944.00,3562861041.12,440,--
002073.SZ,软控股份,6.68,0.00,11.59,111349685.00,822874172.15,207,--
688539.SH,高华科技,19.15,0.47,11.58,10279276.00,276615317.16,57,--
002241.SZ,歌尔股份,18.04,-2.64,11.55,347729831.00,6784209002.81,780,--
300806.SZ,斯迪克,9.62,-1.13,11.55,31945823.00,357793228.80,34,--
688398.SH,赛特新材,11.62,-0.17,11.53,19352435.00,340215807.30,80,--
603876.SH,鼎胜新材,8.58,-0.46,11.51,102031594.00,945832876.38,68,--
603878.SH,武进不锈,4.84,-0.41,11.50,64551088.00,422164115.52,132,--
002270.SZ,华明装备,15.33,2.96,11.49,87217038.00,1939706925.12,212,--
000039.SZ,中集集团,6.98,1.75,11.49,264338115.00,2447770944.90,386,--
002402.SZ,和而泰,8.79,-1.90,11.48,92656526.00,992351393.46,178,--
603893.SH,瑞芯微,49.90,1.05,11.47,47952378.00,2837342206.26,299,--
600031.SH,三一重工,15.84,3.67,11.47,970960370.00,16020846105.00,906,--
601607.SH,上海医药,18.72,1.74,11.46,221393484.00,4230829479.24,392,--
300737.SZ,科顺股份,3.95,0.25,11.44,102974256.00,442789300.80,84,--
688595.SH,芯海科技,22.19,-2.89,11.44,16294260.00,488138538.35,81,--
600312.SH,平高电气,19.05,2.97,11.43,155894001.00,3032138319.45,477,--
601975.SH,招商南油,2.81,1.08,11.42,548227203.00,1968135658.77,313,--
603612.SH,索通发展,9.95,-1.39,11.41,54044286.00,689605089.36,103,--
600183.SH,生益科技,16.75,-1.93,11.41,270523566.00,5697226299.96,727,--
301283.SZ,聚胶股份,21.03,-1.78,11.40,5181645.00,147003268.65,100,--
601939.SH,建设银行,7.23,1.55,11.38,1091967185.00,8080557169.00,651,--
300893.SZ,松原股份,27.10,2.15,11.38,12854540.00,367254207.80,123,--
688416.SH,恒烁股份,21.07,-2.63,11.37,5340886.00,202793441.42,44,--
688310.SH,迈得医疗,9.35,-4.40,11.37,18784753.00,246831654.42,50,--
002555.SZ,三七互娱,13.38,-0.45,11.36,182247264.00,2378326795.20,360,--
600837.SH,海通证券,8.77,--,11.35,1007311078.00,8622582827.68,237,--
002123.SZ,梦网科技,7.09,4.42,11.35,77956143.00,548031685.29,103,--
300373.SZ,扬杰科技,33.66,-1.44,11.34,61467365.00,2391080498.50,357,--
603225.SH,新凤鸣,9.73,-0.10,11.34,172879356.00,2695189160.04,423,--
002714.SZ,牧原股份,36.16,-3.34,11.27,429599145.00,18730522765.60,870,--
688308.SH,欧科亿,14.60,-0.88,11.26,17880872.00,347246534.24,129,--
600997.SH,开滦股份,5.95,4.02,11.25,178668211.00,1225663934.32,135,--
002993.SZ,奥海科技,23.49,0.43,11.25,26769389.00,995821270.80,231,--
300418.SZ,昆仑万维,26.50,-3.99,11.25,138513027.00,4465659990.48,329,--
300450.SZ,先导智能,13.24,-0.30,11.25,162779993.00,2707031283.59,339,--
688700.SH,东威科技,17.47,-1.24,11.24,33533422.00,878910990.62,106,--
601965.SH,中国汽研,16.67,0.85,11.19,110494758.00,1866256462.62,233,--
600309.SH,万华化学,72.76,2.67,11.18,351143016.00,28393424273.76,"1,176",--
300320.SZ,海达股份,7.52,-0.40,11.18,54827602.00,447393232.32,65,--
002317.SZ,众生药业,10.80,-1.82,11.18,85121607.00,972939968.01,164,--
600894.SH,广日股份,10.28,4.58,11.17,96012508.00,1104143853.50,166,--
300474.SZ,景嘉微,52.19,-0.97,11.16,36489467.00,2307228998.41,232,--
000951.SZ,中国重汽,13.93,2.28,11.15,130986741.00,1875730131.12,234,--
600085.SH,同仁堂,31.21,-0.98,11.15,152864408.00,5840949029.68,350,--
601000.SH,唐山港,4.93,2.50,11.15,660440410.00,3104069927.00,388,--
002380.SZ,科远智慧,15.17,0.13,11.13,15831972.00,289725087.60,143,--
002240.SZ,盛新锂能,10.96,0.55,11.13,96078087.00,1289367927.54,178,--
688510.SH,航亚科技,13.09,-2.46,11.10,28669806.00,527811128.46,206,--
688600.SH,皖仪科技,11.87,-0.75,11.09,14940460.00,199753950.20,34,--
688720.SH,艾森股份,29.96,0.88,11.08,1962148.00,79545479.92,324,--
300559.SZ,佳发教育,7.61,-3.43,11.08,34465777.00,329837485.89,118,--
002244.SZ,滨江集团,8.35,4.90,11.06,296722589.00,2154205996.14,289,--
688246.SH,嘉和美康,15.32,-4.07,11.06,11274142.00,229541531.12,49,--
600373.SH,中文传媒,13.80,0.36,11.05,149780221.00,2222738479.64,331,--
688105.SH,诺唯赞,17.75,-2.69,11.05,18469603.00,369576756.03,129,--
688767.SH,博拓生物,24.36,-0.61,11.04,4446787.00,111480950.09,51,--
600685.SH,中船防务,25.48,0.83,11.04,90704887.00,2530666375.20,202,--
605111.SH,新洁能,26.55,-3.56,11.04,45839715.00,1402236881.85,263,--
301080.SZ,百普赛斯,31.64,-1.49,11.03,7393363.00,258767705.00,79,--
600872.SH,中炬高新,16.33,0.49,11.03,85027002.00,1929262675.38,357,--
301393.SZ,昊帆生物,33.56,-1.53,11.02,2724187.00,115696221.89,150,--
603667.SH,五洲新春,12.32,-1.44,10.99,40255419.00,660188871.60,85,--
300009.SZ,安科生物,7.57,-0.79,10.97,133354688.00,1138849035.52,225,--
001308.SZ,康冠科技,17.79,-0.67,10.96,8450507.00,190136407.50,93,--
603556.SH,海兴电力,45.27,2.93,10.92,53377816.00,2499683123.28,366,--
301101.SZ,明月镜片,20.96,-2.06,10.91,7795513.00,174151782.76,73,--
001979.SZ,招商蛇口,9.19,4.31,10.88,905725448.00,7961326696.71,723,--
430476.BJ,海能技术,6.10,-0.49,10.88,7006022.00,51844562.80,19,--
603589.SH,口子窖,34.80,0.12,10.86,64960501.00,2545802034.19,252,--
603055.SH,台华新材,9.55,-0.21,10.84,96212246.00,974630051.98,188,--
600197.SH,伊力特,13.76,-1.29,10.82,51089521.00,909904369.01,86,--
301525.SZ,儒竞科技,52.02,2.38,10.81,2550520.00,143543265.60,144,--
603267.SH,鸿远电子,29.03,-1.53,10.80,25046266.00,854077670.60,146,--
300001.SZ,特锐德,17.43,0.40,10.79,110937666.00,2232065839.92,310,--
688125.SH,安达智能,24.64,-0.20,10.78,2353427.00,73473990.94,18,--
000858.SZ,五粮液,107.69,-1.38,10.78,418295153.00,53558511390.12,"1,291",--
600038.SH,中直股份,35.03,-1.35,10.77,63515053.00,2611103828.83,301,--
688073.SH,毕得医药,29.46,0.07,10.75,4552128.00,135562371.84,67,--
600057.SH,厦门象屿,4.74,1.07,10.75,232745130.00,1582666884.00,194,--
600757.SH,长江传媒,8.50,-1.73,10.73,130231657.00,1049667155.42,174,--
002056.SZ,横店东磁,11.39,-1.98,10.73,174385151.00,2174582832.97,290,--
300986.SZ,志特新材,7.19,-0.28,10.72,26388674.00,178651322.98,54,--
001323.SZ,慕思股份,28.35,-1.01,10.71,8343765.00,240050119.05,102,--
600233.SH,圆通速递,15.43,2.25,10.70,368804740.00,5771794181.00,407,--
301162.SZ,国能日新,31.60,-0.91,10.70,6571875.00,286270875.00,116,--
688006.SH,杭可科技,13.97,-0.99,10.69,64508284.00,1125669555.80,171,--
301276.SZ,嘉曼服饰,16.92,-0.53,10.68,4113858.00,86226463.68,63,--
603889.SH,新澳股份,6.24,-0.48,10.68,76492027.00,592048288.98,167,--
300636.SZ,同和药业,6.95,-0.43,10.65,38795098.00,394546146.66,108,--
301095.SZ,广立微,34.76,-1.70,10.62,11398598.00,468710349.76,122,--
603237.SH,五芳斋,14.89,-3.81,10.62,9354529.00,230682685.14,33,--
833075.BJ,柏星龙,10.81,-0.74,10.61,2611771.00,28259362.22,3,--
002986.SZ,宇新股份,10.21,0.20,10.56,24901465.00,310704245.06,34,--
300919.SZ,中伟股份,28.33,0.28,10.56,95791230.00,2968570217.70,346,--
601600.SH,中国铝业,6.58,4.11,10.54,1383151044.00,10553442465.72,809,--
603027.SH,千禾味业,9.91,-0.50,10.50,100916155.00,1342184874.80,185,--
002304.SZ,洋河股份,72.16,-1.03,10.48,157464970.00,12713721677.80,406,--
603896.SH,寿仙谷,18.81,-0.95,10.48,21148832.00,496363087.04,82,--
002385.SZ,大北农,3.81,-1.80,10.46,346653682.00,1334616675.70,149,--
688396.SH,华润微,33.99,-2.55,10.46,138422494.00,5182538175.36,254,--
002281.SZ,光迅科技,26.57,-0.56,10.46,79074107.00,2954999378.59,320,--
000651.SZ,格力电器,40.52,3.26,10.44,581280684.00,22797828426.48,"1,154",--
001316.SZ,润贝航科,25.43,-0.66,10.44,2773900.00,86850809.00,30,--
603707.SH,健友股份,12.98,-0.84,10.44,168685648.00,2003985498.24,232,--
832978.BJ,开特股份,8.16,-1.45,10.41,9309485.00,88533202.35,21,--
600256.SH,广汇能源,5.82,0.87,10.40,682670944.00,4573895324.80,417,--
300673.SZ,佩蒂股份,11.51,-1.62,10.38,16753212.00,219802141.44,157,--
600416.SH,湘电股份,9.09,-0.76,10.35,115592506.00,1148989509.64,152,--
605020.SH,永和股份,14.65,0.62,10.35,18319028.00,351358957.04,81,--
605108.SH,同庆楼,15.63,-1.33,10.33,26847757.00,573468089.52,74,--
600089.SH,特变电工,11.87,0.51,10.32,521427259.00,7232196082.33,411,--
002749.SZ,国光股份,12.19,0.00,10.31,43236200.00,650272448.00,110,--
002531.SZ,天顺风能,6.89,0.44,10.31,184273122.00,1647401710.68,269,--
300740.SZ,水羊股份,9.76,-1.91,10.30,36823972.00,540575908.96,91,--
688217.SH,睿昂基因,13.47,-2.74,10.30,5750622.00,113517278.28,31,--
603737.SH,三棵树,27.80,3.46,10.28,54197371.00,1965738682.44,217,--
000887.SZ,中鼎股份,11.77,1.64,10.24,134658450.00,1648219428.00,323,--
300558.SZ,贝达药业,37.36,-4.89,10.23,42702240.00,1389957912.00,295,--
000650.SZ,仁和药业,5.17,-0.58,10.23,136197885.00,803567521.50,135,--
603300.SH,华铁应急,4.32,-0.46,10.21,201157269.00,1098318688.74,106,--
301520.SZ,万邦医药,35.33,4.03,10.20,1699473.00,70324192.74,135,--
600893.SH,航发动力,34.53,0.41,10.17,271051196.00,9906921213.80,505,--
688556.SH,高测股份,9.58,-1.14,10.16,52580613.00,625183500.46,159,--
002156.SZ,通富微电,18.30,0.33,10.14,153905409.00,3445942107.51,439,--
688016.SH,心脉医疗,79.85,-1.07,10.14,12496458.00,1225277706.90,274,--
300357.SZ,我武生物,16.66,-0.72,10.12,48999118.00,990762165.96,231,--
002230.SZ,科大讯飞,33.84,0.06,10.12,221070622.00,9494983214.90,505,--
301108.SZ,洁雅股份,21.25,-1.85,10.11,3564058.00,86642274.29,35,--
301093.SZ,华兰股份,19.72,-0.91,10.11,9155593.00,176336721.18,64,--
603444.SH,吉比特,190.99,1.92,10.11,7282043.00,1296276474.43,250,--
688312.SH,燕麦科技,19.75,-3.00,10.11,14640598.00,355034501.50,49,--
000983.SZ,山西焦煤,7.28,2.54,10.10,468776103.00,4833081621.93,394,--
688550.SH,瑞联新材,18.69,2.41,10.10,17649324.00,409287823.56,80,--
688553.SH,汇宇制药,9.97,-2.35,10.08,29354618.00,364584367.98,54,--
300130.SZ,新国都,14.74,-1.54,10.07,43004646.00,715597309.44,198,--
601077.SH,渝农商行,4.84,1.26,10.06,888737382.00,4461461657.64,527,--
002706.SZ,良信股份,5.82,-0.17,10.05,91938832.00,630700387.52,158,--
000768.SZ,中航西飞,22.59,-1.83,10.03,277841422.00,6676529370.66,455,--
601688.SH,华泰证券,12.80,-0.08,10.03,731617986.00,9064746846.54,507,--
688375.SH,国博电子,32.81,-0.67,10.03,17743872.00,1253427118.08,195,--
603867.SH,新化股份,18.89,-1.10,10.01,18568260.00,433197505.80,50,--
605598.SH,上海港湾,15.95,-1.73,10.00,7370236.00,162808513.24,40,--
688719.SH,爱科赛博,20.40,-1.83,9.99,2699817.00,70384229.19,153,--
688631.SH,莱斯信息,47.81,-2.01,9.99,6114745.00,379236484.90,160,--
002841.SZ,视源股份,32.05,0.03,9.97,48118407.00,1420936558.71,279,--
002215.SZ,诺普信,7.50,1.08,9.96,79088578.00,589209906.10,243,--
000729.SZ,燕京啤酒,9.02,-1.10,9.95,249579865.00,2203790207.95,272,--
832491.BJ,奥迪威,11.85,-1.82,9.94,11349021.00,134485898.85,24,--
603565.SH,中谷物流,7.03,1.01,9.94,208711979.00,1824142696.46,238,--
688289.SH,圣湘生物,16.85,-1.29,9.92,58397457.00,1026627294.06,152,--
002466.SZ,天齐锂业,25.32,-1.94,9.92,146452266.00,4380387276.06,404,--
300601.SZ,康泰生物,13.08,-0.91,9.90,87227652.00,1361623663.33,238,--
300652.SZ,雷迪克,17.17,-2.44,9.88,9096685.00,180387263.55,53,--
688025.SH,杰普特,30.64,-2.20,9.87,9383494.00,378999322.66,117,--
300676.SZ,华大基因,34.16,-0.70,9.87,40706808.00,1425145348.08,154,--
300316.SZ,晶盛机电,21.92,-0.23,9.87,121511818.00,3491034531.14,421,--
300857.SZ,协创数据,45.21,-0.42,9.86,24103820.00,1373917740.00,387,--
603786.SH,科博达,50.16,3.00,9.83,39459608.00,2522090461.38,327,--
002063.SZ,远光软件,4.54,0.67,9.83,172879783.00,905890062.92,153,--
300820.SZ,英杰电气,35.44,0.00,9.83,10779313.00,424058173.42,135,--
002407.SZ,多氟多,9.40,-1.47,9.82,106079662.00,1297354266.26,120,--
600760.SH,中航沈飞,40.15,-0.82,9.82,269413875.00,10803496387.50,656,--
002558.SZ,巨人网络,9.19,-1.71,9.80,193413831.00,1825826564.64,359,--
600027.SH,华电国际,4.99,-1.58,9.79,832839541.00,5779906421.48,630,--
600702.SH,舍得酒业,40.18,-0.94,9.77,32450988.00,1838997489.96,115,--
002780.SZ,三夫户外,8.64,-1.60,9.77,12758313.00,115207566.39,28,--
000923.SZ,河钢资源,12.15,0.17,9.76,61283321.00,1055298787.62,253,--
688071.SH,华依科技,15.62,-0.83,9.76,5229986.00,113333796.62,51,--
002507.SZ,涪陵榨菜,11.88,0.94,9.75,111183376.00,1361996356.00,234,--
688348.SH,昱能科技,44.45,-1.22,9.74,5643720.00,332979480.00,149,--
000657.SZ,中钨高新,7.51,1.90,9.74,120745717.00,1103615853.38,203,--
003028.SZ,振邦智能,28.69,-0.17,9.73,5224629.00,188400121.74,44,--
600699.SH,均胜电子,13.71,0.81,9.73,133117628.00,1972803246.96,300,--
300451.SZ,创业慧康,3.23,-3.29,9.72,148444021.00,513616312.66,163,--
688157.SH,松井股份,36.47,-5.49,9.72,10863470.00,373703368.00,88,--
600754.SH,锦江酒店,22.26,-1.37,9.72,88833047.00,2041383420.06,288,--
688106.SH,金宏气体,15.17,-0.85,9.68,47182695.00,826640816.40,140,--
600801.SH,华新水泥,10.16,0.59,9.66,129814135.00,1784944356.25,286,--
601728.SH,中国电信,5.93,-0.34,9.64,1887864167.00,11610364627.05,743,--
300827.SZ,上能电气,35.63,3.13,9.62,24886693.00,556466455.48,87,--
601311.SH,骆驼股份,7.34,-1.08,9.62,112814251.00,904770293.02,274,--
300791.SZ,仙乐健康,24.43,-2.28,9.61,18700382.00,471249626.40,167,--
603301.SH,振德医疗,20.12,-1.57,9.60,25587392.00,533752997.12,110,--
688561.SH,奇安信,20.50,-1.87,9.60,48983909.00,1156999930.58,172,--
600131.SH,国网信通,17.00,1.80,9.60,114587315.00,1933088020.92,290,--
603681.SH,永冠新材,9.85,-1.10,9.59,18330658.00,233715889.50,119,--
600123.SH,兰花科创,7.79,3.87,9.59,142412901.00,1274595463.95,156,--
688698.SH,伟创电气,22.24,-4.55,9.59,20162713.00,543788369.61,127,--
688472.SH,阿特斯,10.98,1.95,9.58,132415902.00,1347993882.36,286,--
600132.SH,重庆啤酒,51.39,-1.76,9.58,46370424.00,2814684736.80,345,--
601702.SH,华峰铝业,14.05,-0.14,9.57,95606121.00,1745767769.46,261,--
600273.SH,嘉化能源,7.04,-0.28,9.56,132920389.00,949051577.46,144,--
601872.SH,招商轮船,6.58,2.49,9.54,776630383.00,6562526736.35,527,--
605088.SH,冠盛股份,16.95,-1.11,9.54,16530746.00,344500767.48,61,--
002605.SZ,姚记科技,19.51,-2.89,9.53,31683880.00,646984829.60,122,--
600557.SH,康缘药业,11.95,-0.25,9.53,55110220.00,865230454.00,228,--
301362.SZ,民爆光电,29.98,-1.45,9.51,2412967.00,82185656.02,74,--
000739.SZ,普洛药业,14.72,0.62,9.49,110884597.00,1504703981.29,238,--
603993.SH,洛阳钼业,6.74,3.22,9.46,1671821643.00,14210483965.50,"1,141",--
300433.SZ,蓝思科技,15.00,-2.53,9.43,467921049.00,8539559144.25,851,--
002120.SZ,韵达股份,7.53,4.01,9.42,265166650.00,2052389878.74,323,--
688319.SH,欧林生物,8.30,-0.96,9.42,38191052.00,341809915.40,36,--
301550.SZ,斯菱股份,35.87,2.87,9.42,2590295.00,124101033.45,136,--
688603.SH,天承科技,58.09,0.33,9.42,1205898.00,62959934.58,116,--
300687.SZ,赛意信息,12.43,-1.11,9.42,30638171.00,426483340.32,201,--
000977.SZ,浪潮信息,31.18,0.06,9.41,138374163.00,5032668308.31,609,--
603298.SH,杭叉集团,18.55,5.76,9.40,123163671.00,2418934498.44,377,--
002648.SZ,卫星化学,15.06,2.10,9.40,316543152.00,5691445872.96,584,--
600459.SH,贵研铂业,11.93,0.59,9.39,70205282.00,948473359.82,110,--
600301.SH,华锡有色,14.15,-0.35,9.38,25824278.00,522166901.16,72,--
300383.SZ,光环新网,7.79,-0.13,9.38,168192201.00,1421224098.45,305,--
300999.SZ,金龙鱼,24.86,-1.35,9.36,50767745.00,1388497825.75,245,--
300856.SZ,科思股份,23.33,-0.77,9.36,30419704.00,973734725.04,244,--
600062.SH,华润双鹤,20.88,0.68,9.34,95925986.00,1878230805.88,309,--
603019.SH,中科曙光,35.57,0.31,9.33,136145282.00,5650029203.00,381,--
002074.SZ,国轩高科,18.09,-1.04,9.32,123932474.00,2373306877.10,209,--
600395.SH,盘江股份,4.73,-0.84,9.32,200037677.00,1202226438.77,122,--
301207.SZ,华兰疫苗,15.70,-3.56,9.32,13195979.00,233172948.93,126,--
600673.SH,东阳光,6.33,-0.47,9.31,279320977.00,1966419678.08,183,--
603728.SH,鸣志电器,35.08,0.83,9.30,38944235.00,1566726574.05,225,--
600153.SH,建发股份,7.65,2.27,9.29,269496032.00,2406599565.76,301,--
002508.SZ,老板电器,18.05,1.69,9.29,87105807.00,1925038334.70,333,--
301039.SZ,中集车辆,8.85,3.75,9.24,67045457.00,576590930.20,104,--
603087.SH,甘李药业,38.28,0.61,9.23,49126556.00,2275542073.92,264,--
000589.SZ,贵州轮胎,4.26,0.00,9.22,141134790.00,715553385.30,210,--
300853.SZ,申昊科技,11.40,-0.70,9.21,10157061.00,147683666.94,39,--
000404.SZ,长虹华意,6.11,4.80,9.19,63712119.00,339585594.27,131,--
688697.SH,纽威数控,12.79,1.43,9.18,7500673.00,117685559.37,62,--
000932.SZ,华菱钢铁,3.40,0.00,9.18,634380237.00,2810304449.91,405,--
688296.SH,和达科技,7.83,-0.89,9.15,5491301.00,53375445.72,36,--
603057.SH,紫燕食品,14.99,0.13,9.14,6223055.00,95337202.60,61,--
688261.SH,东微半导,28.21,-2.05,9.14,5808946.00,298463645.48,30,--
688048.SH,长光华芯,23.63,-1.79,9.11,9078118.00,283600406.32,95,--
836239.BJ,长虹能源,16.43,-0.42,9.11,4528463.00,75715901.36,18,--
603883.SH,老百姓,13.28,2.55,9.11,69016944.00,1267151091.84,292,--
603323.SH,苏农银行,4.23,1.20,9.07,141791292.00,682016114.52,193,--
600420.SH,国药现代,10.03,-0.50,9.07,108507482.00,1158859907.76,284,--
688268.SH,华特气体,40.57,0.12,9.05,10881113.00,561458376.53,107,--
002007.SZ,华兰生物,13.90,0.43,9.04,142319439.00,2247223941.81,228,--
002601.SZ,龙佰集团,16.11,1.13,9.04,209931238.00,3898423089.66,665,--
601098.SH,中南传媒,13.20,-1.64,9.04,162287063.00,2015605322.46,297,--
601966.SH,玲珑轮胎,16.47,1.79,9.03,133078648.00,2444654763.76,393,--
000063.SZ,中兴通讯,23.65,0.47,9.02,363161827.00,10157636301.19,655,--
600521.SH,华海药业,16.18,2.80,9.01,132091553.00,2252160978.65,332,--
300769.SZ,德方纳米,22.81,-3.96,9.00,22669486.00,639279505.20,182,--
301045.SZ,天禄科技,15.64,-1.08,9.00,4981244.00,94942510.64,52,--
600298.SH,安琪酵母,32.31,0.00,8.99,77890639.00,2175485547.27,283,--
603151.SH,邦基科技,8.52,-2.52,8.99,7266256.00,83852594.24,75,--
300101.SZ,振芯科技,12.06,-2.59,8.99,50596272.00,747306937.44,66,--
603919.SH,金徽酒,15.59,-2.62,8.99,45598054.00,828516641.18,112,--
300595.SZ,欧普康视,13.27,-1.49,8.99,60078468.00,942030393.92,226,--
300996.SZ,普联软件,14.37,-9.45,8.98,15158146.00,222370001.82,81,--
000513.SZ,丽珠集团,35.58,0.79,8.97,53745938.00,1999886352.98,474,--
301171.SZ,易点天下,12.60,-1.72,8.97,27686994.00,406998811.80,93,--
688403.SH,汇成股份,6.45,-1.68,8.97,51024174.00,432685004.00,75,--
603228.SH,景旺电子,24.53,-3.73,8.96,76661315.00,2437829817.00,435,--
301486.SZ,致尚科技,32.43,-1.19,8.95,2880607.00,121878482.17,49,--
000786.SZ,北新建材,24.05,3.66,8.95,146135540.00,4334380116.40,611,--
688779.SH,五矿新能,4.28,-2.06,8.93,93135236.00,431216142.68,149,--
002965.SZ,祥鑫科技,23.60,-1.21,8.93,11303554.00,345549645.78,45,--
600694.SH,大商股份,14.76,0.48,8.93,27950088.00,469840979.28,153,--
605016.SH,百龙创园,16.11,-4.28,8.92,28811702.00,586894369.74,101,--
301272.SZ,英华特,29.15,-2.15,8.90,1302476.00,50249524.08,97,--
688629.SH,华丰科技,17.95,-6.61,8.90,14669550.00,386689364.36,144,--
603613.SH,国联股份,19.07,0.58,8.90,64288142.00,1260690464.62,76,--
603186.SH,华正新材,20.82,-4.06,8.89,12626208.00,300251250.02,60,--
301155.SZ,海力风电,37.15,-1.01,8.88,8089729.00,325449797.67,110,--
603588.SH,高能环境,4.27,-1.39,8.88,135217998.00,849169027.44,151,--
688298.SH,东方生物,27.18,-4.70,8.87,17888367.00,485669164.05,62,--
605033.SH,美邦股份,10.00,-1.48,8.86,2993155.00,37174985.10,43,--
601318.SH,中国平安,43.70,1.89,8.85,952331927.00,39388448500.72,921,--
002966.SZ,苏州银行,6.85,1.94,8.83,314802728.00,2361020460.00,419,--
002746.SZ,仙坛股份,5.14,-3.20,8.82,62622838.00,358828861.74,57,--
833171.BJ,国航远洋,3.47,-0.57,8.82,19365178.00,73394024.62,17,--
688383.SH,新益昌,39.83,-1.68,8.81,9003034.00,469148101.74,98,--
002236.SZ,大华股份,13.58,0.44,8.80,183212837.00,2832470460.02,464,--
601339.SH,百隆东方,4.54,0.00,8.80,131963474.00,687529699.54,86,--
601615.SH,明阳智能,8.34,-0.12,8.80,199155619.00,1880029043.36,243,--
000725.SZ,京东方A,3.63,-0.55,8.79,3239388969.00,13249100883.21,876,--
600195.SH,中牧股份,5.57,-1.59,8.79,89714607.00,671962406.43,112,--
002340.SZ,格林美,5.55,0.00,8.78,446808232.00,2846168444.21,383,--
688661.SH,和林微纳,20.56,-1.34,8.77,10235525.00,313718841.25,66,--
301097.SZ,天益医疗,31.81,-5.13,8.77,1608972.00,60561706.08,37,--
301117.SZ,佳缘科技,23.70,-0.21,8.77,4016942.00,103637103.60,58,--
002791.SZ,坚朗五金,20.91,3.11,8.76,14399340.00,372510925.80,142,--
600549.SH,厦门钨业,16.91,2.05,8.74,123668178.00,2133276070.50,333,--
688132.SH,邦彦技术,12.16,-2.88,8.74,9345504.00,162144494.40,64,--
600879.SH,航天电子,7.13,0.56,8.74,282091674.00,2191852306.98,216,--
603920.SH,世运电路,19.33,-4.54,8.73,47187452.00,931480302.48,146,--
301267.SZ,华厦眼科,16.14,-1.04,8.73,28696098.00,594583150.56,199,--
601117.SH,中国化学,6.29,1.13,8.72,527283309.00,4344814466.16,512,--
601012.SH,隆基绿能,12.96,-1.37,8.70,659477593.00,9245875853.86,480,--
688515.SH,裕太微,51.39,-0.98,8.68,3971660.00,230356338.00,63,--
300430.SZ,诚益通,10.11,-0.79,8.67,22435058.00,338320674.64,76,--
830839.BJ,万通液压,9.22,0.11,8.67,5581618.00,54811498.58,10,--
831087.BJ,秋乐种业,5.25,-0.38,8.67,6167433.00,39163205.90,10,--
688778.SH,厦钨新能,26.40,0.76,8.67,17696867.00,552850125.08,177,--
839493.BJ,并行科技,31.93,-0.28,8.64,2244349.00,94127997.06,17,--
601985.SH,中国核电,9.84,1.24,8.62,1628314588.00,17357833508.08,928,--
002997.SZ,瑞鹄模具,26.41,0.80,8.61,18016322.00,575981814.34,144,--
002185.SZ,华天科技,7.31,-0.27,8.60,275520979.00,2245495978.85,267,--
002675.SZ,东诚药业,11.72,-1.43,8.60,63905671.00,783483526.46,158,--
000830.SZ,鲁西化工,9.76,1.04,8.58,163424994.00,1894095680.46,384,--
600926.SH,杭州银行,12.03,1.26,8.58,460136004.00,6004774852.20,504,--
301106.SZ,骏成科技,27.83,-1.94,8.56,2498774.00,71839752.50,38,--
001270.SZ,铖昌科技,26.87,-0.52,8.56,8680054.00,318731582.88,81,--
002345.SZ,潮宏基,4.37,-1.13,8.54,74033408.00,349437685.76,114,--
603307.SH,扬州金泉,26.70,-0.08,8.52,1449199.00,45562848.00,17,--
000422.SZ,湖北宜化,11.64,0.61,8.52,85811389.00,1022871768.80,96,--
000157.SZ,中联重科,5.92,2.96,8.51,602031280.00,4623600230.40,531,--
601377.SH,兴业证券,5.12,0.00,8.51,735354967.00,3720896138.08,209,--
603939.SH,益丰药房,17.85,0.56,8.50,102827237.00,2524408668.35,403,--
002324.SZ,普利特,7.07,-0.70,8.49,65797856.00,562571668.80,41,--
002439.SZ,启明星辰,12.41,-0.72,8.48,61413332.00,1059994110.32,232,--
832471.BJ,美邦科技,9.19,-1.92,8.48,2423602.00,21860890.04,6,--
600845.SH,宝信软件,29.37,0.62,8.48,177575281.00,5669978722.33,647,--
000762.SZ,西藏矿业,17.82,-1.82,8.45,44012662.00,795748928.96,91,--
000035.SZ,中国天楹,4.03,-1.23,8.44,206774396.00,936688013.88,130,--
000998.SZ,隆平高科,9.07,-1.95,8.43,110839212.00,1089549453.96,159,--
600418.SH,江淮汽车,21.64,-2.70,8.41,183670337.00,2909338138.08,219,--
002096.SZ,易普力,11.45,0.62,8.41,41060246.00,488616927.40,144,--
600570.SH,恒生电子,15.92,-0.44,8.40,159180202.00,2811122367.32,399,--
002737.SZ,葵花药业,18.62,0.76,8.39,48996814.00,1145545511.32,228,--
301103.SZ,何氏眼科,17.55,-3.52,8.39,6968333.00,149540426.18,43,--
601699.SH,潞安环能,13.38,2.69,8.37,250458629.00,4540814943.77,469,--
001205.SZ,盛航股份,14.00,-2.71,8.36,11000007.00,177760113.12,41,--
688357.SH,建龙微纳,19.20,-0.05,8.36,8359817.00,194783736.10,43,--
600483.SH,福能股份,9.25,3.12,8.34,215352210.00,2511006768.60,323,--
002739.SZ,万达电影,9.00,-1.53,8.33,175321409.00,2119635834.81,313,--
688625.SH,呈和科技,30.99,-2.49,8.32,11253586.00,409180386.96,52,--
301236.SZ,软通动力,33.59,3.58,8.29,56386823.00,1985380037.83,291,--
002930.SZ,宏川智慧,9.37,-0.53,8.28,36101035.00,447652834.00,40,--
600160.SH,巨化股份,16.69,4.57,8.28,223585445.00,5395116787.85,413,--
