股票代码,股票简称,现价(元),涨跌幅(%),"基金持股比例(%)2024.06.30",基金持股数量(股)2024.06.30,基金持股市值(元)2024.06.30,基金持股家数(家)2024.06.30,基金持股选股明细
300998.SZ,宁波方正,12.40,-2.44,4.14,3059134.00,67270356.66,17,--
300123.SZ,亚光科技,4.31,-1.15,4.14,41388967.00,192044806.88,69,--
600633.SH,浙数文化,7.88,-1.25,4.13,52319901.00,460938327.81,81,--
002939.SZ,长城证券,6.84,-0.44,4.13,144059127.00,965196150.90,176,--
688056.SH,莱伯泰科,20.06,0.25,4.13,2774186.00,61475961.76,32,--
002745.SZ,木林森,6.78,-1.17,4.12,43902658.00,353855423.48,195,--
002206.SZ,海利得,3.54,0.00,4.12,37778440.00,144313640.80,81,--
002985.SZ,北摩高科,17.09,-0.81,4.12,8545502.00,188257409.06,56,--
301195.SZ,北路智控,25.06,0.28,4.12,2023471.00,60178057.28,83,--
600481.SH,双良节能,3.51,-1.13,4.12,77073289.00,359932259.63,133,--
300426.SZ,唐德影视,7.08,2.02,4.11,16443350.00,111485913.00,40,--
300871.SZ,回盛生物,7.77,-2.26,4.11,6809726.00,64964786.04,41,--
430510.BJ,丰光精密,9.94,-1.68,4.11,2566367.00,39085769.41,17,--
688400.SH,凌云光,16.09,-0.68,4.10,9728263.00,162267426.84,67,--
600362.SH,江西铜业,18.94,1.88,4.10,85160647.00,2016604120.96,372,--
601898.SH,中煤能源,13.07,2.67,4.10,375196894.00,4682457237.12,424,--
301456.SZ,盘古智能,18.60,-0.85,4.09,1495960.00,39029596.40,95,--
600039.SH,四川路桥,5.60,2.38,4.09,272987060.00,2153867903.40,287,--
301285.SZ,鸿日达,21.41,-1.34,4.09,3215911.00,83903117.99,68,--
300132.SZ,青松股份,3.53,-1.12,4.07,20704953.00,72053239.92,26,--
300533.SZ,冰川网络,13.03,-2.18,4.07,6701669.00,93019165.72,40,--
301322.SZ,绿通科技,17.30,-1.59,4.07,3913008.00,73447160.16,104,--
688026.SH,洁特生物,10.58,-2.04,4.06,5690995.00,56682310.20,42,--
688478.SH,晶升股份,21.80,1.58,4.06,3969069.00,115579289.28,90,--
688338.SH,赛科希德,20.12,0.05,4.05,4299942.00,93093744.30,64,--
688580.SH,伟思医疗,20.70,-1.00,4.05,3879144.00,103805893.44,49,--
600377.SH,宁沪高速,13.82,1.62,4.05,154014076.00,1940577357.60,337,--
002996.SZ,顺博合金,4.86,-0.82,4.05,13289736.00,77744955.60,32,--
301421.SZ,波长光电,35.88,20.00,4.04,1170318.00,50592847.14,84,--
600033.SH,福建高速,3.24,0.31,4.04,111002188.00,371857329.80,109,--
002932.SZ,明德生物,15.63,-0.26,4.04,6306645.00,106014702.45,36,--
300145.SZ,中金环境,2.20,-1.35,4.04,76492532.00,191231330.00,72,--
600598.SH,北大荒,12.86,-1.15,4.04,71774399.00,896462243.51,289,--
002148.SZ,北纬科技,4.37,-1.80,4.03,18100966.00,84169491.90,18,--
601991.SH,大唐发电,2.47,1.65,4.03,500002293.00,1505006904.94,283,--
688173.SH,希荻微,7.94,-1.85,4.03,9621085.00,106120567.55,63,--
688579.SH,山大地纬,6.88,-1.99,4.03,16116745.00,126516448.25,64,--
603977.SH,国泰集团,9.19,0.00,4.03,25012271.00,254374806.24,64,--
601336.SH,新华保险,32.51,1.50,4.02,83821404.00,2517156762.12,408,--
601231.SH,环旭电子,13.45,0.00,4.02,88861033.00,1426219579.65,361,--
002098.SZ,浔兴股份,6.79,1.34,4.02,14383400.00,80834708.00,18,--
600061.SH,国投资本,5.81,1.22,4.01,257847779.00,1456839957.00,162,--
301559.SZ,中集环科,13.90,-1.42,4.01,3609729.00,52593751.53,170,--
688432.SH,有研硅,8.60,-1.71,4.00,20059472.00,194376283.68,79,--
835185.BJ,贝特瑞,13.49,-2.88,3.99,46488969.00,854467250.22,89,--
601882.SH,海天精工,18.55,0.11,3.99,20827127.00,477149479.57,113,--
605186.SH,健麾信息,17.03,-1.90,3.99,5422729.00,121794493.34,58,--
000803.SZ,山高环能,3.10,-2.21,3.98,18257072.00,63717181.28,28,--
300772.SZ,运达股份,9.58,0.11,3.98,27646028.00,265401868.80,136,--
000032.SZ,深桑达A,12.59,-1.49,3.97,25585407.00,383269396.86,147,--
300545.SZ,联得装备,22.57,-0.53,3.97,4439714.00,108994978.70,54,--
600021.SH,上海电力,8.09,1.00,3.97,103826412.00,1026843214.68,223,--
002202.SZ,金风科技,8.24,0.98,3.96,134582256.00,904392760.32,199,--
873726.BJ,卓兆点胶,14.61,0.41,3.96,691197.00,11888588.40,13,--
301088.SZ,戎美股份,10.22,-1.83,3.96,2287717.00,25622430.40,37,--
430139.BJ,华岭股份,7.49,5.79,3.96,10225681.00,95507860.54,21,--
301003.SZ,江苏博云,18.09,0.72,3.95,2671472.00,57463362.72,61,--
301268.SZ,铭利达,13.36,-1.84,3.95,7101881.00,110434249.55,99,--
300257.SZ,开山股份,7.46,-0.67,3.95,37663761.00,380403986.10,94,--
002625.SZ,光启技术,19.94,6.06,3.94,70024803.00,1214930332.05,155,--
300785.SZ,值得买,15.64,-1.76,3.93,4805309.00,81257775.19,26,--
688387.SH,信科移动,5.25,2.94,3.92,53464794.00,269462561.76,114,--
601827.SH,三峰环境,7.78,0.26,3.92,65637766.00,557264633.34,154,--
300045.SZ,华力创通,15.42,-0.39,3.92,19040900.00,336071885.00,93,--
601908.SH,京运通,2.11,-2.32,3.92,94595507.00,239326632.71,71,--
603551.SH,奥普科技,9.23,-0.54,3.91,15629143.00,153165601.40,51,--
603989.SH,艾华集团,11.75,-1.18,3.91,15686074.00,220546200.44,98,--
688786.SH,悦安新材,18.47,-3.35,3.90,2925642.00,85692054.18,20,--
600621.SH,华鑫股份,12.23,0.66,3.90,41391336.00,507457779.36,47,--
600004.SH,白云机场,8.57,-0.12,3.90,92280828.00,874822249.44,167,--
603868.SH,飞科电器,33.72,3.88,3.90,16967502.00,651552076.80,159,--
300148.SZ,天舟文化,2.64,-2.22,3.89,31203004.00,72078939.24,16,--
688178.SH,万德斯,8.41,-1.52,3.88,3301370.00,34037135.01,30,--
603040.SH,新坐标,19.56,1.03,3.88,5214523.00,103925443.39,49,--
688133.SH,泰坦科技,14.56,-3.70,3.88,6372566.00,100559091.48,51,--
688227.SH,品高股份,10.64,-1.57,3.87,2445204.00,29611420.44,41,--
000818.SZ,航锦科技,14.18,0.21,3.87,26214577.00,578817860.16,103,--
002250.SZ,联化科技,4.48,-1.97,3.87,35515529.00,170474539.20,83,--
002612.SZ,朗姿股份,12.33,-1.83,3.86,9795151.00,135368986.82,63,--
603538.SH,美诺华,10.27,-3.30,3.85,8179583.00,91365942.11,42,--
603061.SH,金海通,56.08,-0.92,3.85,1610541.00,103525575.48,27,--
601127.SH,赛力斯,75.32,2.14,3.85,58117449.00,5295661952.88,283,--
688317.SH,之江生物,13.94,-1.83,3.85,7494618.00,107997445.38,35,--
002943.SZ,宇晶股份,16.97,-3.47,3.85,4655869.00,96236812.23,35,--
603233.SH,大参林,12.01,-1.23,3.84,43771727.00,625935696.10,238,--
300707.SZ,威唐工业,9.98,-1.97,3.83,5478554.00,67824498.52,85,--
688602.SH,康鹏科技,5.90,1.38,3.83,3486862.00,26744231.54,85,--
688181.SH,八亿时空,15.42,0.78,3.82,5143621.00,97471617.95,34,--
301153.SZ,中科江南,18.03,-3.63,3.82,7865045.00,222266171.70,97,--
300070.SZ,碧水源,3.14,-1.57,3.82,131133817.00,549450693.23,135,--
600329.SH,达仁堂,26.75,1.33,3.81,21571599.00,698704091.61,167,--
601019.SH,山东出版,12.14,-2.57,3.80,79222863.00,936414240.66,252,--
600597.SH,光明乳业,7.29,-1.62,3.79,52291910.00,406308140.70,71,--
301149.SZ,隆华新材,7.95,-0.75,3.79,6927855.00,64013380.20,49,--
688291.SH,金橙子,14.29,-0.90,3.79,1227668.00,21140442.96,29,--
002736.SZ,国信证券,8.69,0.46,3.78,345304813.00,3000698824.97,286,--
601778.SH,晶科科技,2.30,-0.86,3.77,134602746.00,306894260.88,79,--
300467.SZ,迅游科技,11.90,-1.41,3.77,6347838.00,86965380.60,11,--
001223.SZ,欧克科技,30.15,-0.43,3.76,627900.00,22095801.00,25,--
300327.SZ,中颖电子,17.06,-0.41,3.76,12754468.00,251007930.24,70,--
834682.BJ,球冠电缆,4.46,-0.22,3.75,3900077.00,18720374.40,11,--
600601.SH,方正科技,2.75,-1.08,3.75,156418085.00,469254255.00,84,--
300105.SZ,龙源技术,5.16,-1.15,3.75,19239500.00,124287170.00,52,--
300926.SZ,博俊科技,18.56,2.54,3.74,10030771.00,200816035.42,122,--
002959.SZ,小熊电器,35.79,1.91,3.74,5765709.00,277388259.99,90,--
603688.SH,石英股份,22.14,-0.36,3.74,20245046.00,599455812.06,207,--
688569.SH,铁科轨道,17.82,-0.61,3.74,7870100.00,162674967.00,23,--
603929.SH,亚翔集成,20.40,0.99,3.73,7967652.00,190426882.80,56,--
300981.SZ,中红医疗,9.41,-7.38,3.73,13333496.00,127601556.72,66,--
000712.SZ,锦龙股份,9.34,0.54,3.73,33398611.00,250489582.50,67,--
600235.SH,民丰特纸,4.41,-1.12,3.73,13097066.00,60246503.60,47,--
300566.SZ,激智科技,13.30,-1.85,3.73,8504103.00,118972400.97,93,--
301191.SZ,菲菱科思,63.01,0.66,3.72,975619.00,68264061.43,52,--
002670.SZ,国盛金控,8.98,4.66,3.72,60379788.00,511416804.36,88,--
300052.SZ,中青宝,10.50,-5.15,3.72,9737569.00,116948203.69,9,--
600610.SH,中毅达,3.27,-2.68,3.71,16625530.00,66169609.40,48,--
688549.SH,中巨芯,5.08,0.20,3.70,10422885.00,70354473.75,123,--
002484.SZ,江海股份,12.32,-0.73,3.70,30318520.00,401720390.00,113,--
002443.SZ,金洲管道,5.06,-1.37,3.69,19166079.00,102346861.86,36,--
600803.SH,新奥股份,18.03,1.41,3.69,104744276.00,2178680940.80,398,--
002219.SZ,新里程,1.80,-2.70,3.69,121236602.00,225500079.72,55,--
601866.SH,中远海发,2.08,-0.95,3.69,303723139.00,783605698.62,161,--
600016.SH,民生银行,3.38,1.81,3.68,1306869042.00,4953033669.18,325,--
601216.SH,君正集团,3.53,0.00,3.68,310612503.00,1146160136.07,273,--
688616.SH,西力科技,7.17,-0.69,3.68,5520171.00,62598739.14,56,--
600821.SH,金开新能,4.97,-0.60,3.68,73489837.00,377737762.18,68,--
001207.SZ,联科科技,12.61,-1.41,3.68,7388568.00,107282007.36,88,--
603408.SH,建霖家居,10.44,-0.67,3.68,16454563.00,217035685.97,173,--
002895.SZ,川恒股份,17.10,0.41,3.67,18417947.00,337232609.57,108,--
603970.SH,中农立华,11.57,-2.28,3.67,9865497.00,168502688.76,24,--
600987.SH,航民股份,6.97,1.16,3.67,38550456.00,272166219.36,129,--
600802.SH,福建水泥,2.70,-1.10,3.67,16800760.00,46706112.80,29,--
601958.SH,金钼股份,9.61,1.91,3.66,118249322.00,1230975442.02,265,--
001296.SZ,长江材料,14.95,3.60,3.66,1930494.00,27509539.50,34,--
603081.SH,大丰实业,8.86,-1.56,3.66,14860862.00,138503233.84,42,--
000551.SZ,创元科技,8.48,0.83,3.66,14687268.00,128219858.37,95,--
600015.SH,华夏银行,6.17,0.65,3.66,562884193.00,3602458835.20,368,--
835640.BJ,富士达,10.55,-1.95,3.65,6457092.00,85943894.52,24,--
300129.SZ,泰胜风能,6.52,-0.46,3.64,24213392.00,165135333.44,53,--
300166.SZ,东方国信,6.05,-1.95,3.64,33483195.00,204917153.40,97,--
603330.SH,天洋新材,4.39,-2.01,3.64,15527418.00,74376332.22,34,--
600206.SH,有研新材,8.77,-0.45,3.64,30779677.00,273939125.30,80,--
300514.SZ,友讯达,11.64,-0.51,3.63,5757850.00,87116270.50,47,--
002979.SZ,雷赛智能,18.69,-0.48,3.63,7871251.00,143256786.40,125,--
002687.SZ,乔治白,3.73,-0.53,3.63,14730157.00,61866659.40,49,--
603306.SH,华懋科技,17.30,-3.03,3.63,11827565.00,213724099.55,47,--
002376.SZ,新北洋,5.55,1.09,3.62,22653600.00,122102904.00,67,--
600392.SH,盛和资源,7.67,-0.26,3.62,63442301.00,546872634.62,109,--
603303.SH,得邦照明,9.96,-0.20,3.62,17247719.00,198003814.12,34,--
300081.SZ,恒信东方,4.27,-2.29,3.61,21854160.00,96595387.20,30,--
300051.SZ,琏升科技,6.36,-2.60,3.61,13184902.00,98359368.92,14,--
605080.SH,浙江自然,14.10,-2.76,3.61,5103321.00,80734538.22,51,--
300378.SZ,鼎捷软件,16.13,-1.23,3.60,9646520.00,156948880.40,92,--
300409.SZ,道氏技术,9.07,-1.84,3.60,17544319.00,150179370.64,89,--
002425.SZ,凯撒文化,--,--,3.60,34416121.00,86728624.92,12,--
601066.SH,中信建投,19.56,0.98,3.60,137201051.00,2639748221.24,197,--
002245.SZ,蔚蓝锂芯,7.03,-0.14,3.59,39061612.00,302727493.00,161,--
600138.SH,中青旅,8.86,-1.01,3.59,25981416.00,250980478.56,37,--
603162.SH,海通发展,7.94,0.76,3.58,9354252.00,86994543.60,111,--
600326.SH,西藏天路,5.12,1.19,3.58,46089889.00,205560909.40,30,--
002879.SZ,长缆科技,11.62,-1.61,3.58,4934526.00,64790326.38,53,--
002398.SZ,垒知集团,3.27,-1.21,3.58,20726479.00,77102501.88,30,--
600733.SH,北汽蓝谷,6.49,-1.22,3.58,173421544.00,1401246075.52,97,--
832662.BJ,方盛股份,8.44,-0.82,3.57,876484.00,8615837.72,3,--
603128.SH,华贸物流,5.07,0.60,3.56,46639774.00,269111495.98,111,--
600603.SH,ST广物,5.00,-0.60,3.56,43818520.00,220845340.80,65,--
300700.SZ,岱勒新材,5.59,1.27,3.55,9363116.00,72845042.48,11,--
603927.SH,中科软,15.91,0.57,3.55,29521425.00,534042578.25,170,--
300809.SZ,华辰装备,18.16,0.72,3.55,4960120.00,100492031.20,46,--
002469.SZ,三维化学,4.67,0.00,3.54,22264899.00,126909930.00,120,--
688328.SH,深科达,11.70,-1.10,3.54,3339814.00,47525553.22,25,--
601801.SH,皖新传媒,6.19,-0.64,3.53,70309365.00,487243899.45,157,--
003816.SZ,中国广核,3.96,0.25,3.53,1389426488.00,6433044639.44,625,--
601186.SH,中国铁建,6.83,0.00,3.53,406059246.00,3479927738.22,410,--
688233.SH,神工股份,13.90,-0.71,3.53,6003140.00,115680507.80,111,--
000060.SZ,中金岭南,3.97,0.00,3.52,131713002.00,558463128.48,161,--
002414.SZ,高德红外,5.82,-0.85,3.52,119615134.00,704533145.15,181,--
688526.SH,科前生物,11.18,-1.15,3.52,16403560.00,240968296.40,117,--
300233.SZ,金城医药,10.79,-1.82,3.52,13015143.00,194185933.56,110,--
600452.SH,涪陵电力,8.87,-1.12,3.52,38598461.00,489042500.87,79,--
600908.SH,无锡银行,4.87,-0.82,3.51,66973239.00,356297631.48,124,--
601633.SH,长城汽车,23.88,3.24,3.50,216080515.00,5466837029.50,490,--
300058.SZ,蓝色光标,5.18,-1.33,3.50,84348417.00,458855388.48,105,--
603367.SH,辰欣药业,11.90,-0.08,3.50,15781668.00,219996451.92,111,--
688433.SH,华曙高科,14.42,-0.62,3.50,6202885.00,129392181.10,142,--
300854.SZ,中兰环保,9.89,-3.04,3.49,1520455.00,15113322.70,36,--
688686.SH,奥普特,44.36,-1.16,3.49,4266554.00,273187452.62,102,--
000700.SZ,模塑科技,5.44,0.00,3.49,32037205.00,168195326.25,82,--
831689.BJ,克莱特,10.26,0.89,3.48,1240724.00,13337783.00,11,--
600499.SH,科达制造,6.96,-1.56,3.48,66771188.00,562881114.84,191,--
600170.SH,上海建工,1.93,0.00,3.48,309298277.00,664991295.55,191,--
000049.SZ,德赛电池,20.62,-0.96,3.48,13372041.00,313574384.90,72,--
300873.SZ,海晨股份,13.16,-1.28,3.47,5880958.00,85744367.64,55,--
000758.SZ,中色股份,3.94,0.00,3.47,68418995.00,347568494.60,165,--
600508.SH,上海能源,10.80,1.41,3.47,25108746.00,355288755.90,68,--
600269.SH,赣粤高速,4.14,-0.48,3.47,80965604.00,418592172.68,137,--
830799.BJ,艾融软件,9.40,0.00,3.46,4184500.00,39752750.00,17,--
837403.BJ,康农种业,8.03,-1.47,3.46,958306.00,8835590.54,8,--
603897.SH,长城科技,17.92,-1.16,3.46,7140057.00,125308000.35,142,--
002617.SZ,露笑科技,5.07,-2.50,3.46,65416691.00,314000116.80,76,--
688053.SH,思科瑞,16.59,-1.54,3.46,1461634.00,35985429.08,18,--
688663.SH,新风光,16.44,-1.14,3.46,4838612.00,112594501.24,87,--
002948.SZ,青岛银行,3.06,0.66,3.46,107473871.00,362186945.27,191,--
601369.SH,陕鼓动力,7.40,-0.40,3.45,58333136.00,467831750.72,208,--
002216.SZ,三全食品,9.08,-1.20,3.44,21704053.00,238310501.94,88,--
002212.SZ,天融信,4.08,-1.69,3.44,40183897.00,195695578.39,136,--
603365.SH,水星家纺,10.97,0.74,3.44,8875231.00,138897365.15,117,--
002988.SZ,豪美新材,13.03,-0.76,3.43,8510784.00,130640534.40,49,--
300850.SZ,新强联,14.09,-0.71,3.43,8428182.00,126591293.64,114,--
000155.SZ,川能动力,9.23,-1.70,3.43,44514500.00,479421165.00,155,--
002378.SZ,章源钨业,5.50,0.37,3.43,40986094.00,235260179.56,81,--
600409.SH,三友化工,4.55,0.44,3.42,70593907.00,354381413.14,122,--
002110.SZ,三钢闽光,2.57,-0.39,3.42,83045604.00,244984531.80,58,--
000895.SZ,双汇发展,22.93,-0.04,3.42,118404833.00,2814482880.41,416,--
833346.BJ,威贸电子,10.74,-0.83,3.42,926578.00,10868759.94,7,--
300435.SZ,中泰股份,9.58,-2.15,3.41,12534374.00,147529581.98,67,--
600419.SH,天润乳业,6.79,-1.45,3.41,10923362.00,87059195.14,35,--
002195.SZ,岩山科技,2.14,-1.38,3.41,191327571.00,480232203.21,112,--
600010.SH,包钢股份,1.38,-0.72,3.41,1073327144.00,1502658001.60,134,--
300497.SZ,富祥药业,7.49,-0.66,3.41,15385995.00,137396935.35,36,--
836077.BJ,吉林碳谷,6.86,-3.38,3.40,10792239.00,103389649.62,30,--
301028.SZ,东亚机械,8.69,0.12,3.40,3677722.00,32253621.94,64,--
600966.SH,博汇纸业,3.70,0.27,3.39,45375502.00,216894899.56,104,--
838171.BJ,邦德股份,9.97,-0.30,3.39,1758000.00,17017440.00,13,--
600704.SH,物产中大,4.04,0.50,3.39,173178178.00,751593292.52,209,--
300366.SZ,创意信息,7.04,-2.22,3.39,17958094.00,130016600.56,54,--
688381.SH,帝奥微,14.89,-1.98,3.38,6296677.00,122659267.96,74,--
000862.SZ,银星能源,4.08,-1.21,3.38,21195342.00,101101781.34,29,--
002106.SZ,莱宝高科,7.43,-0.40,3.37,23745677.00,258827890.20,189,--
832885.BJ,星辰科技,5.31,0.00,3.37,2909030.00,15825123.20,12,--
603258.SH,电魂网络,16.03,-0.56,3.37,8131378.00,131321754.70,82,--
300346.SZ,南大光电,27.17,4.62,3.37,17285515.00,494192873.85,68,--
001326.SZ,联域股份,29.05,-1.16,3.37,616735.00,22116117.10,169,--
000034.SZ,神州数码,23.65,-1.29,3.36,18525863.00,424057004.07,183,--
001206.SZ,依依股份,11.51,-1.37,3.36,3574106.00,46534860.12,64,--
300768.SZ,迪普科技,12.24,-1.37,3.36,14135949.00,167510995.65,86,--
600916.SH,中国黄金,7.66,-1.42,3.36,56443128.00,542982891.36,225,--
301067.SZ,显盈科技,19.38,-1.57,3.36,1518724.00,29934050.04,34,--
832278.BJ,鹿得医疗,4.27,-4.05,3.36,2537205.00,12381560.40,11,--
603392.SH,万泰生物,68.61,0.91,3.36,42564714.00,2804163358.32,178,--
688429.SH,时创能源,16.82,0.30,3.36,2746784.00,46530520.96,109,--
839725.BJ,惠丰钻石,8.64,-0.12,3.35,1409978.00,14339486.43,13,--
688027.SH,国盾量子,156.79,2.14,3.34,2685176.00,405461576.00,77,--
301190.SZ,善水科技,12.21,-2.01,3.34,2372259.00,33282793.77,26,--
003035.SZ,南网能源,3.96,-0.50,3.34,75321029.00,331412527.60,122,--
688138.SH,清溢光电,16.62,1.28,3.33,8888663.00,191106254.50,120,--
002488.SZ,金固股份,7.63,-1.80,3.33,30612370.00,134388304.30,58,--
603757.SH,大元泵业,18.04,-0.39,3.32,5539297.00,105800572.70,49,--
300182.SZ,捷成股份,3.91,0.00,3.32,74342667.00,275811294.57,98,--
601995.SH,中金公司,28.50,-0.21,3.32,97051255.00,2873687660.55,209,--
300393.SZ,中来股份,6.06,-0.17,3.32,31628871.00,182498585.67,51,--
000708.SZ,中信特钢,10.55,2.03,3.31,167203721.00,2268954493.97,377,--
300562.SZ,乐心医疗,10.38,-1.80,3.31,5297972.00,47204939.43,61,--
833509.BJ,同惠电子,6.87,-0.29,3.31,2726005.00,19218335.25,5,--
002634.SZ,棒杰股份,2.73,-2.15,3.30,14750300.00,52953577.00,17,--
600995.SH,南网储能,8.77,-0.68,3.30,36640450.00,353946747.00,114,--
603380.SH,易德龙,20.05,-0.45,3.30,5300438.00,106432795.04,85,--
688557.SH,兰剑智能,14.79,-2.57,3.30,2411364.00,55895417.52,30,--
300224.SZ,正海磁材,8.03,-0.86,3.30,26894961.00,249047338.86,65,--
600905.SH,三峡能源,4.05,-0.49,3.29,941877990.00,4106588036.40,336,--
603025.SH,大豪科技,10.81,1.22,3.29,36522514.00,504741143.48,234,--
832566.BJ,梓橦宫,6.68,-0.60,3.29,3700727.00,24831878.17,11,--
301263.SZ,泰恩康,12.44,-1.19,3.29,8651958.00,108409033.74,49,--
301063.SZ,海锅股份,13.19,-1.57,3.28,2005903.00,28764649.02,62,--
600315.SH,上海家化,13.98,0.07,3.28,22059881.00,392224684.18,208,--
603808.SH,歌力思,5.83,-1.19,3.27,12084985.00,76497961.38,44,--
301172.SZ,君逸数码,22.40,-0.31,3.27,956232.00,28094096.16,54,--
000875.SZ,吉电股份,4.41,0.23,3.27,91299181.00,486624634.73,83,--
002036.SZ,联创电子,6.49,-4.84,3.27,34472292.00,232687971.00,101,--
688819.SH,天能股份,27.03,-0.81,3.27,31804206.00,758848355.16,207,--
688419.SH,耐科装备,20.91,-2.38,3.27,690175.00,20650036.00,39,--
300767.SZ,震安科技,7.84,-2.24,3.26,6880753.00,58348793.92,50,--
605009.SH,豪悦护理,32.92,0.15,3.26,5043521.00,198916468.24,88,--
601088.SH,中国神华,38.24,1.03,3.25,536747563.00,23815489370.31,"1,243",--
688343.SH,云天励飞,21.12,-1.36,3.25,8377026.00,239164092.30,98,--
300492.SZ,华图山鼎,61.00,-2.34,3.24,4544784.00,428118652.80,196,--
002080.SZ,中材科技,9.48,0.96,3.23,54289235.00,700331131.50,228,--
600104.SH,上汽集团,11.78,1.99,3.23,373931993.00,5182697422.98,342,--
002729.SZ,好利科技,10.06,-1.57,3.23,5664903.00,52570299.84,29,--
300299.SZ,富春股份,3.73,-5.57,3.23,22261747.00,77248265.56,23,--
600157.SH,永泰能源,1.05,0.00,3.22,715581729.00,844386440.22,95,--
603048.SH,浙江黎明,12.10,-1.06,3.22,1213332.00,17617580.64,34,--
603703.SH,盛洋科技,8.59,-1.15,3.21,13327600.00,133675828.00,18,--
600739.SH,辽宁成大,8.06,0.50,3.21,49027761.00,410362359.57,124,--
688158.SH,优刻得,9.24,-2.02,3.19,12851379.00,131469607.17,89,--
002057.SZ,中钢天源,5.83,-1.19,3.19,23796774.00,166577425.00,29,--
601611.SH,中国核建,6.83,0.15,3.18,93070473.00,752940126.57,188,--
601816.SH,京沪高铁,5.30,0.57,3.18,1563749965.00,8397337312.05,523,--
300170.SZ,汉得信息,6.30,-1.25,3.18,30139672.00,185057586.08,128,--
688576.SH,西山科技,52.56,1.92,3.18,758803.00,43524940.08,61,--
600353.SH,旭光电子,5.06,2.22,3.18,26334337.00,162482859.29,20,--
601528.SH,瑞丰银行,4.40,-0.90,3.18,54177351.00,255717096.72,132,--
688358.SH,祥生医疗,18.99,-1.96,3.17,3556881.00,92372199.57,81,--
600577.SH,精达股份,4.05,0.75,3.17,65922304.00,261711546.88,111,--
301348.SZ,蓝箭电子,19.98,-1.43,3.17,1584196.00,48143716.44,59,--
600366.SH,宁波韵升,5.43,-1.81,3.15,33565047.00,175209545.34,96,--
301128.SZ,强瑞技术,40.25,0.65,3.15,859200.00,34196160.00,19,--
002032.SZ,苏泊尔,52.66,0.84,3.15,25148125.00,1259921062.50,306,--
000737.SZ,北方铜业,7.79,1.70,3.14,22809312.00,211670415.36,48,--
605077.SH,华康股份,12.43,-2.36,3.14,9320276.00,142134209.00,47,--
300631.SZ,久吾高科,17.66,1.15,3.13,3736400.00,71552060.00,23,--
300443.SZ,金雷股份,15.53,-0.06,3.13,7770877.00,119127544.41,84,--
688179.SH,阿拉丁,9.91,-0.90,3.13,8688358.00,84016421.86,47,--
000001.SZ,平安银行,9.77,0.72,3.13,606619342.00,6157186321.30,426,--
600718.SH,东软集团,8.59,1.06,3.12,37601610.00,310965314.70,144,--
600008.SH,首创环保,2.76,-1.43,3.12,229129721.00,614067652.28,179,--
301377.SZ,鼎泰高科,15.21,-0.33,3.12,2216210.00,38894485.50,93,--
301017.SZ,漱玉平民,9.65,0.73,3.12,3408184.00,33536540.40,29,--
300376.SZ,ST易事特,2.35,-0.84,3.12,72567732.00,290996605.32,79,--
002958.SZ,青农商行,2.35,-0.84,3.12,153497105.00,411372241.40,145,--
301169.SZ,零点有数,28.95,1.40,3.11,874708.00,25191590.40,24,--
601298.SH,青岛港,8.72,6.08,3.11,167595930.00,1602217090.80,271,--
300674.SZ,宇信科技,10.73,-1.38,3.10,21811963.00,241676550.04,155,--
688151.SH,华强科技,12.78,-0.85,3.10,3166293.00,39420347.85,24,--
301580.SZ,爱迪特,47.19,-1.99,3.10,557003.00,42380697.87,350,--
600595.SH,中孚实业,2.28,-0.44,3.09,122392078.00,304756274.22,72,--
603978.SH,深圳新星,10.78,1.03,3.08,5115500.00,45783725.00,22,--
002265.SZ,建设工业,8.82,-0.79,3.08,12424726.00,107225385.38,82,--
002519.SZ,银河电子,4.23,-1.63,3.08,34445732.00,169128544.12,133,--
603324.SH,盛剑科技,21.16,-0.84,3.08,3830906.00,102323499.26,26,--
688260.SH,昀冢科技,11.98,-0.75,3.08,3695093.00,54946032.91,41,--
600716.SH,凤凰股份,2.78,-1.07,3.07,28737778.00,75292978.36,16,--
300077.SZ,国民技术,9.31,-2.62,3.07,17370970.00,151648568.10,44,--
688299.SH,长阳科技,11.72,-2.17,3.07,8800521.00,112558663.59,33,--
600211.SH,西藏药业,31.86,0.13,3.06,9873787.00,321687980.46,97,--
603156.SH,养元饮品,18.84,2.56,3.06,38734009.00,823872371.43,264,--
688607.SH,康众医疗,10.04,-1.08,3.06,2696454.00,33489958.68,40,--
831832.BJ,科达自控,10.16,-0.78,3.06,1880509.00,21193336.43,3,--
603155.SH,新亚强,10.95,0.64,3.06,9650022.00,105764241.12,16,--
688356.SH,键凯科技,45.11,-1.49,3.05,1851521.00,108832404.38,34,--
600880.SH,博瑞传播,3.49,-1.69,3.05,33382356.00,125517658.56,24,--
002777.SZ,久远银海,12.42,-1.74,3.05,12351804.00,185153541.96,100,--
300840.SZ,酷特智能,7.77,-2.75,3.05,5227000.00,48349750.00,52,--
603666.SH,亿嘉和,14.85,-2.24,3.05,6299258.00,99402291.24,64,--
601963.SH,重庆银行,6.63,0.00,3.05,39505903.00,306170748.25,118,--
603113.SH,金能科技,4.37,-0.91,3.05,25828586.00,141282365.42,89,--
600143.SH,金发科技,7.11,-1.39,3.04,78258084.00,517285935.24,157,--
603858.SH,步长制药,14.62,-0.75,3.04,33636421.00,509591778.15,123,--
