ts_code,MA120,MA250,PC120,PC250
301123.SZ,17.38,19.41,0.03256,-0.27928
301125.SZ,11.73,14.86,-0.44147,-0.56317
301126.SZ,9.38,10.9,0.00782,-0.31511
301127.SZ,9.47,9.81,-0.10658,-0.26493
301128.SZ,40.89,42.28,0.00589,0.36961
301129.SZ,18.95,22.7,-0.09355,-0.53374
301130.SZ,24.1,26.05,0.13596,-0.14585
301131.SZ,35.89,39.63,-0.11158,-0.19995
301132.SZ,24.35,25.69,0.06183,-0.19926
301133.SZ,22.12,24.54,-0.08084,-0.18366
301135.SZ,19.68,21.48,-0.08008,-0.21598
301136.SZ,10.9,11.99,0.17216,-0.23537
301137.SZ,14.37,16.14,-0.1232,-0.37709
301138.SZ,24.27,26.28,-0.12162,-0.22692
301139.SZ,22.84,27.42,-0.32422,-0.24449
301141.SZ,37.84,43.74,-0.50582,-0.6046
301148.SZ,17.64,20.24,0.00698,-0.36378
301149.SZ,9.75,10.58,-0.10553,-0.16117
301150.SZ,22.26,28.48,-0.44068,-0.59563
301151.SZ,15.27,17.07,-0.06718,-0.18372
301152.SZ,25.16,28.48,-0.02321,-0.33325
301153.SZ,36.48,51.41,-0.72013,-0.7374
301155.SZ,44.58,50.4,-0.15137,-0.35822
301156.SZ,13.97,15.85,-0.16715,-0.38088
301157.SZ,33.63,38.89,-0.00443,-0.4163
301158.SZ,13.18,14.85,-0.10992,-0.35987
301159.SZ,30.03,38.5,-0.21285,-0.43695
301160.SZ,37.5,37.75,0.0,-0.05285
301161.SZ,15.93,17.85,-0.07471,-0.36725
301162.SZ,42.6,47.86,-0.19225,-0.48764
301163.SZ,21.08,23.63,-0.17722,-0.32703
301165.SZ,33.46,36.28,-0.206,-0.3398
301166.SZ,28.65,33.44,-0.125,-0.34573
301167.SZ,12.02,14.13,-0.07506,-0.40663
301168.SZ,31.96,36.77,-0.401,-0.46723
301169.SZ,32.62,42.69,-0.26935,-0.3608
301170.SZ,23.63,27.72,-0.16085,-0.4663
301171.SZ,15.53,16.97,-0.3125,-0.233
301172.SZ,29.73,35.51,-0.30509,-0.44004
301175.SZ,4.7,4.99,-0.04681,-0.27273
301176.SZ,16.72,16.13,0.54189,0.03842
301177.SZ,21.74,26.03,-0.24609,-0.47492
301178.SZ,20.76,26.19,-0.09819,-0.41881
301179.SZ,19.32,22.29,-0.40742,-0.4775
301180.SZ,13.87,15.14,0.02639,-0.11392
301181.SZ,21.19,24.61,-0.09258,-0.3783
301182.SZ,18.03,20.0,0.24968,-0.12715
301183.SZ,42.06,42.7,-0.10455,-0.23558
301185.SZ,15.77,18.83,-0.22222,-0.47986
301186.SZ,32.76,35.55,-0.08681,-0.15621
301187.SZ,20.58,19.28,0.11337,0.06873
301188.SZ,15.27,15.13,-0.33902,-0.22552
301189.SZ,21.68,24.5,-0.0038,-0.28007
301190.SZ,15.27,17.04,-0.14793,-0.35778
301191.SZ,73.14,83.63,-0.39688,-0.24563
301192.SZ,16.06,19.06,0.01175,-0.36135
301193.SZ,16.92,17.17,-0.15418,-0.20674
301195.SZ,33.08,36.97,-0.36017,-0.42916
301196.SZ,28.75,30.91,-0.00139,-0.15181
301197.SZ,12.97,15.72,-0.14165,-0.48198
301198.SZ,8.35,10.36,-0.08137,-0.44908
301199.SZ,23.63,24.01,0.0712,-0.11236
301200.SZ,32.35,34.48,-0.16174,-0.22394
301201.SZ,19.49,21.98,-0.11155,-0.28938
301202.SZ,30.1,31.14,-0.08293,-0.4435
301203.SZ,29.63,35.59,-0.15996,-0.55285
301205.SZ,72.59,83.06,-0.44555,-0.50599
301206.SZ,25.79,26.9,0.04933,-0.16784
301207.SZ,19.93,24.23,-0.25261,-0.41599
301208.SZ,28.45,33.87,-0.19786,-0.52545
301209.SZ,21.81,22.66,0.20653,-0.21189
301210.SZ,31.39,37.48,-0.20704,-0.47872
301211.SZ,16.21,18.95,-0.17204,-0.39206
301212.SZ,20.92,24.11,-0.06579,-0.47917
301213.SZ,30.74,35.74,-0.163,-0.48659
301215.SZ,5.4,5.7,-0.05505,-0.15157
301216.SZ,11.81,12.85,-0.25353,-0.34034
301217.SZ,10.35,10.97,-0.10241,-0.30156
301218.SZ,21.94,28.91,-0.32964,-0.69076
301219.SZ,40.33,38.35,0.07812,-0.0064
301220.SZ,26.36,29.25,-0.13553,-0.31135
301221.SZ,38.07,47.3,-0.25096,-0.4519
301222.SZ,23.08,25.31,0.02934,-0.21853
301223.SZ,15.08,16.51,-0.10887,-0.29129
301225.SZ,26.72,30.65,-0.22697,-0.36743
301226.SZ,17.82,19.66,0.0321,-0.18913
301227.SZ,21.5,25.0,-0.42235,-0.53112
301228.SZ,10.92,14.11,-0.07878,-0.43394
301229.SZ,25.75,29.23,-0.27632,-0.44164
301230.SZ,29.76,33.6,-0.24519,-0.55945
301231.SZ,17.97,22.42,-0.23912,-0.50633
301232.SZ,33.27,41.41,-0.41855,-0.62024
301233.SZ,38.11,39.45,0.09747,-0.10378
301234.SZ,23.32,28.33,-0.07314,-0.4174
301235.SZ,18.95,21.74,-0.0712,-0.2446
301236.SZ,39.19,37.5,-0.34245,0.37958
301237.SZ,22.36,25.46,0.02819,-0.27737
301238.SZ,16.43,16.86,-0.1082,-0.29377
301239.SZ,44.2,68.68,-0.48952,-0.66781
301246.SZ,15.15,20.93,-0.44102,-0.62552
301248.SZ,14.27,15.88,-0.11388,-0.39651
301252.SZ,32.87,38.21,-0.35358,-0.55033
301255.SZ,31.35,37.43,-0.27231,-0.50876
301256.SZ,6.55,7.38,-0.10661,-0.34254
301257.SZ,36.98,49.21,-0.47786,-0.54431
301258.SZ,26.56,30.17,-0.15014,-0.48138
301259.SZ,22.32,19.05,0.418,0.63174
301260.SZ,13.52,15.12,-0.0607,-0.45061
301261.SZ,40.56,43.47,-0.27167,-0.24409
301262.SZ,24.49,27.25,-0.22993,-0.38462
301263.SZ,13.54,15.29,-0.07913,-0.28688
301265.SZ,8.8,9.83,-0.25245,-0.43449
301266.SZ,35.87,41.11,-0.26499,-0.44891
301267.SZ,23.2,30.34,-0.39061,-0.54267
301268.SZ,18.21,23.42,-0.39384,-0.54056
301269.SZ,78.65,89.26,-0.17026,-0.27559
301270.SZ,25.85,32.52,-0.19558,-0.43014
301272.SZ,37.63,46.29,-0.25286,-0.55611
301273.SZ,16.69,21.54,-0.1771,-0.58051
301276.SZ,20.68,22.86,-0.10106,-0.35356
301277.SZ,15.1,18.02,-0.22058,-0.44976
301278.SZ,36.21,43.0,-0.19413,-0.32329
301279.SZ,18.02,20.79,-0.0333,-0.30459
301280.SZ,37.63,36.6,-0.21648,-0.03331
301281.SZ,24.76,30.84,-0.28222,-0.63852
301282.SZ,18.47,21.31,-0.00219,-0.34411
301283.SZ,28.81,30.45,-0.15319,-0.39536
301285.SZ,23.42,19.54,0.10811,0.62816
301286.SZ,29.23,28.51,-0.05159,-0.00502
301287.SZ,26.75,31.89,-0.13245,-0.43496
301288.SZ,13.06,16.35,0.03679,-0.48965
301289.SZ,41.83,46.75,-0.13848,-0.35429
301290.SZ,21.04,24.81,-0.07905,-0.38756
301291.SZ,33.96,31.27,-0.06067,-0.09719
301292.SZ,13.89,16.75,-0.17786,-0.54344
301293.SZ,49.63,56.79,-0.51999,-0.5792
301295.SZ,21.93,27.56,-0.26667,-0.55322
301296.SZ,7.95,9.9,-0.13876,-0.52818
301297.SZ,21.0,23.0,-0.14846,-0.07186
301298.SZ,13.27,14.85,-0.09624,-0.23439
301299.SZ,43.28,52.53,-0.14227,-0.46178
301300.SZ,23.19,26.36,0.0023,-0.32808
301301.SZ,11.96,10.32,0.20128,0.27936
301302.SZ,18.12,22.7,-0.30148,-0.57441
301303.SZ,14.36,17.13,-0.35308,-0.56907
301305.SZ,16.05,17.29,0.00728,-0.39842
301306.SZ,34.69,35.17,-0.02279,-0.1962
301307.SZ,22.08,27.39,-0.28817,-0.46931
301308.SZ,88.56,88.23,-0.15336,-0.05957
301309.SZ,24.49,25.53,-0.06601,-0.25069
301310.SZ,29.7,39.42,-0.43473,-0.6555
301311.SZ,18.63,20.71,-0.29782,-0.3935
301312.SZ,46.87,65.23,-0.36976,-0.44397
301313.SZ,22.19,27.08,-0.33632,-0.57528
301314.SZ,32.81,37.62,-0.08576,-0.39495
301315.SZ,43.23,52.12,-0.49208,-0.65322
301316.SZ,16.29,21.59,-0.20952,-0.58523
301317.SZ,16.63,18.25,-0.06332,-0.3339
301318.SZ,34.75,33.7,-0.56137,-0.23575
301319.SZ,36.23,44.98,-0.4792,-0.50096
301320.SZ,14.44,16.54,-0.11864,-0.37181
301321.SZ,12.35,14.22,-0.10789,-0.07769
301322.SZ,25.36,34.17,-0.48185,-0.69185
301323.SZ,31.21,34.43,-0.10937,-0.38961
301325.SZ,51.72,64.28,-0.52246,-0.65286
301326.SZ,28.83,31.68,0.26293,-0.03803
301327.SZ,61.92,63.52,0.23061,0.01106
301328.SZ,38.62,42.73,-0.11927,-0.28934
301329.SZ,18.24,19.69,-0.10558,-0.33832
301330.SZ,23.52,27.29,-0.26686,-0.34542
301331.SZ,29.3,35.2,-0.39662,-0.4884
301332.SZ,9.91,11.2,-0.20563,-0.42915
301333.SZ,44.88,53.86,-0.12932,-0.26301
301335.SZ,17.26,19.36,-0.04,-0.33439
301336.SZ,30.67,36.45,-0.08571,-0.3677
301337.SZ,30.43,32.76,-0.38115,-0.37235
301338.SZ,29.66,34.07,-0.10619,-0.27099
301339.SZ,19.04,19.67,0.16103,-0.21583
301345.SZ,58.93,55.49,-0.0773,0.03889
301349.SZ,30.01,36.01,-0.2094,-0.55753
301353.SZ,25.1,28.78,-0.05109,-0.39482
301355.SZ,10.99,13.24,-0.22375,-0.52141
301356.SZ,14.34,16.22,-0.22685,-0.48891
301357.SZ,31.88,41.06,-0.33562,-0.61078
301358.SZ,32.37,33.06,-0.01336,-0.36642
301359.SZ,19.68,22.02,0.06904,-0.30485
301360.SZ,44.78,58.38,-0.13982,-0.41031
301361.SZ,22.95,22.8,0.11891,-0.17028
301363.SZ,26.52,30.14,0.03403,-0.25439
301365.SZ,10.88,12.9,-0.06875,-0.43499
301366.SZ,30.32,31.1,0.14657,-0.17402
301367.SZ,74.59,95.2,-0.33992,-0.52816
301368.SZ,44.09,42.91,-0.24487,-0.1927
301369.SZ,44.58,51.66,-0.01933,-0.36671
301370.SZ,11.97,14.54,-0.31985,-0.59965
301373.SZ,23.94,26.45,-0.13955,-0.37341
301376.SZ,22.42,22.98,-0.22132,-0.32892
301377.SZ,17.59,18.76,-0.11991,-0.21189
301378.SZ,27.73,38.24,-0.49071,-0.69387
301379.SZ,20.73,24.76,-0.31034,-0.53865
301380.SZ,33.67,40.35,-0.09714,-0.44761
301381.SZ,24.48,28.07,-0.14705,-0.4661
301382.SZ,22.55,30.2,-0.38081,-0.56173
301383.SZ,33.13,38.96,-0.27328,-0.24031
301386.SZ,20.98,22.92,-0.08077,-0.45489
301387.SZ,38.31,46.24,-0.45363,-0.42103
301388.SZ,20.44,21.79,0.01333,-0.32657
301389.SZ,14.74,15.95,-0.04802,-0.21719
301390.SZ,31.35,36.25,-0.13876,-0.45532
301391.SZ,67.84,84.49,-0.7257,-0.68344
301393.SZ,43.14,55.15,-0.2317,-0.52852
301395.SZ,13.62,16.44,-0.37976,-0.62931
301396.SZ,20.5,24.8,-0.05577,-0.4806
301397.SZ,30.47,37.7,-0.37696,-0.53618
301398.SZ,44.04,48.26,-0.23061,-0.50307
301399.SZ,25.77,32.88,-0.51806,-0.66439
301408.SZ,11.33,13.96,-0.1794,-0.51473
301419.SZ,25.9,31.97,-0.26959,-0.4521
301428.SZ,27.62,32.83,-0.11013,-0.43962
301429.SZ,15.1,17.92,0.00432,-0.53621
301439.SZ,12.69,13.74,-0.17349,-0.40642
301446.SZ,20.84,25.84,-0.21449,-0.48702
301448.SZ,22.5,27.65,-0.31231,-0.50329
301456.SZ,23.84,28.21,-0.31059,-0.53321
301468.SZ,22.92,27.02,-0.21139,-0.51377
301486.SZ,43.77,44.01,-0.02701,-0.36455
301488.SZ,53.88,61.21,-0.02091,-0.37793
301499.SZ,23.63,27.52,-0.11745,-0.50736
301503.SZ,28.92,31.12,-0.00036,-0.30808
301505.SZ,27.6,33.26,-0.17239,-0.60574
301512.SZ,45.47,51.48,-0.22556,-0.39462
301515.SZ,20.13,25.5,-0.20057,-0.63515
600000.SH,8.05,7.45,0.19748,0.22845
600004.SH,9.89,10.23,-0.11034,-0.27644
600006.SH,7.06,6.47,-0.09941,0.09567
600007.SH,22.5,20.82,0.1328,0.09147
600008.SH,2.85,2.8,0.0,-0.07023
600009.SH,35.02,35.36,-0.06501,-0.20848
600010.SH,1.51,1.55,-0.08974,-0.21111
600011.SH,8.87,8.46,-0.25216,-0.21136
600012.SH,14.09,12.64,0.05915,0.35863
600015.SH,6.52,6.14,-0.04075,0.1087
600016.SH,3.81,3.82,-0.16422,-0.1301
600017.SH,2.79,2.81,-0.01455,-0.09967
600018.SH,5.78,5.45,0.13569,0.18182
600019.SH,6.74,6.45,-0.14474,-0.05186
600020.SH,3.71,3.65,0.06336,0.05753
600021.SH,9.35,8.98,-0.02975,-0.11482
600022.SH,1.28,1.34,-0.08824,-0.17333
600023.SH,6.63,5.64,0.10881,0.38661
600025.SH,10.49,9.29,0.13415,0.53719
600026.SH,15.83,14.5,0.00894,0.09888
600027.SH,6.52,5.89,-0.11129,-0.04444
600028.SH,6.43,6.08,0.06843,0.13742
600029.SH,5.76,5.88,0.0071,-0.125
600030.SH,18.95,20.21,-0.09707,-0.18091
600031.SH,15.71,15.0,0.12704,0.0186
600032.SH,7.45,8.04,-0.07477,-0.3607
600033.SH,3.47,3.34,0.03951,0.05556
600035.SH,4.38,4.13,0.05303,0.02709
600036.SH,33.43,31.95,0.02906,0.05782
600037.SH,6.39,7.1,-0.16571,-0.28075
600038.SH,40.72,38.89,0.03361,-0.02999
600039.SH,7.33,7.65,-0.2975,-0.397
600048.SH,9.11,10.09,-0.15553,-0.44532
600050.SH,4.66,4.65,-0.00847,-0.08415
600051.SH,5.58,6.3,-0.07993,-0.31025
600052.SH,4.01,4.29,-0.03116,-0.28302
600053.SH,14.2,14.31,-0.30554,-0.14787
600054.SH,11.69,11.62,-0.06228,-0.17333
600055.SH,13.63,15.36,-0.15563,-0.30192
600056.SH,10.69,11.2,-0.07993,-0.20797
600057.SH,6.52,6.63,-0.26426,-0.37099
600058.SH,7.4,8.34,-0.28118,-0.35684
600059.SH,8.45,8.94,-0.07346,-0.23031
600060.SH,23.72,23.01,-0.40786,-0.27791
600061.SH,6.07,6.48,-0.17262,-0.26842
600062.SH,20.29,18.92,0.04167,0.31992
600063.SH,3.79,4.15,-0.15345,-0.35225
600064.SH,6.18,6.19,-0.10224,-0.13804
600066.SH,23.1,18.41,0.09744,0.62668
600067.SH,1.93,2.23,-0.05789,-0.36972
600071.SH,16.88,18.4,-0.11726,-0.0978
600072.SH,14.53,16.46,-0.33667,-0.4743
600073.SH,5.98,6.46,-0.04485,-0.23333
600075.SH,3.9,4.15,-0.02532,-0.18259
600076.SH,1.7,2.13,-0.3202,-0.48889
600078.SH,6.45,7.01,-0.04596,-0.41751
600079.SH,19.25,21.43,0.01605,-0.08698
600080.SH,6.56,6.95,-0.14607,-0.17279
600081.SH,9.34,10.13,-0.15735,-0.22624
600082.SH,2.26,2.79,-0.22088,-0.43768
600084.SH,5.38,6.47,-0.2082,-0.39398
600085.SH,40.74,46.12,-0.19795,-0.38023
600088.SH,17.75,16.43,-0.40754,0.01985
600089.SH,14.18,14.21,-0.2411,-0.16136
600094.SH,3.67,3.37,0.04746,-0.12216
600095.SH,6.57,7.22,-0.17103,-0.3044
600096.SH,20.14,18.25,0.06978,0.24107
600097.SH,8.48,9.15,-0.01434,-0.22302
600098.SH,6.39,6.0,0.00337,-0.02138
600099.SH,7.39,8.39,-0.09043,-0.23987
600100.SH,5.56,6.5,-0.28102,-0.29985
600101.SH,9.81,8.9,-0.02446,-0.17471
600103.SH,1.93,2.18,-0.16746,-0.39792
600104.SH,14.36,14.34,-0.16333,-0.10165
600105.SH,4.12,4.86,-0.27255,-0.45331
600106.SH,5.09,5.35,-0.41774,-0.2416
600107.SH,3.91,4.76,-0.32397,-0.4852
600108.SH,2.55,2.73,-0.09398,-0.22756
600109.SH,8.08,8.63,-0.18427,-0.24138
600110.SH,3.76,4.71,-0.34792,-0.52848
600111.SH,18.5,19.31,-0.14906,-0.27648
600113.SH,7.69,7.67,0.13394,-0.00534
600114.SH,14.48,13.54,0.04976,0.66375
600115.SH,3.83,3.96,0.04396,-0.1344
600116.SH,7.2,7.41,-0.08556,-0.16687
600117.SH,2.41,2.75,-0.2921,-0.32013
600118.SH,23.45,24.68,-0.17703,-0.20596
600119.SH,6.58,6.82,-0.13803,-0.03011
600120.SH,3.58,3.64,-0.04065,-0.115
600121.SH,3.43,3.81,-0.16758,-0.30023
600123.SH,9.47,9.79,-0.35662,-0.06714
600125.SH,6.01,5.99,0.01252,-0.0423
600126.SH,4.48,4.61,-0.341,-0.21818
600127.SH,6.34,6.85,-0.0878,-0.26322
600128.SH,6.88,7.82,-0.10986,-0.26082
600129.SH,31.77,37.3,-0.37815,-0.51687
600130.SH,3.36,3.94,-0.13369,-0.19202
600131.SH,17.7,16.39,-0.14492,0.04852
600132.SH,64.68,68.93,-0.16518,-0.39714
600133.SH,10.12,9.4,-0.39181,0.05968
600135.SH,5.42,6.34,-0.20236,-0.34488
600137.SH,12.67,14.93,-0.09056,-0.31646
600138.SH,10.27,10.65,-0.12405,-0.26087
600141.SH,19.86,19.39,-0.05736,-0.13988
600143.SH,6.92,7.27,0.05271,-0.11708
600148.SH,12.78,14.36,-0.065,-0.21084
600149.SH,3.64,4.45,-0.24344,-0.4458
600150.SH,38.24,33.24,0.05498,0.38627
600151.SH,4.93,5.83,-0.04717,-0.36558
600152.SH,5.25,6.07,-0.0705,-0.33992
600153.SH,9.19,9.58,-0.28586,-0.35727
600155.SH,6.65,7.56,-0.23298,-0.20811
600156.SH,3.57,4.16,-0.17337,-0.32305
600157.SH,1.27,1.33,-0.21429,-0.26174
600158.SH,8.07,8.22,-0.15803,-0.27213
600159.SH,2.42,2.91,-0.25283,-0.42105
600160.SH,21.93,18.91,-0.21784,0.0069
600161.SH,26.73,27.4,-0.12077,0.00252
600162.SH,1.46,1.66,-0.13333,-0.39535
600163.SH,4.82,4.61,0.14074,-0.08333
600166.SH,2.54,2.79,-0.16423,-0.33041
600167.SH,5.68,5.8,-0.05272,-0.18825
600168.SH,5.16,5.7,-0.33686,-0.42331
600169.SH,2.03,2.19,-0.19913,-0.25403
600170.SH,2.29,2.43,-0.18333,-0.30496
600171.SH,16.56,15.56,0.49345,0.21977
600172.SH,2.44,3.03,-0.38871,-0.50508
600173.SH,4.0,4.45,-0.08223,-0.36861
600176.SH,10.99,11.18,-0.01724,-0.31423
600177.SH,7.4,7.12,0.02966,0.05347
600178.SH,9.96,10.01,-0.32356,0.1622
600179.SH,2.25,2.44,-0.07759,-0.26962
600180.SH,4.31,5.11,-0.278,-0.38605
600182.SH,14.09,14.27,0.01429,-0.14512
600183.SH,19.2,17.74,0.01636,0.21779
600184.SH,9.06,10.34,-0.13298,-0.33794
600185.SH,5.33,6.11,-0.29219,-0.25371
600186.SH,3.9,4.73,-0.30989,-0.02484
600187.SH,2.21,2.44,0.11588,-0.08127
600188.SH,21.04,20.94,-0.48963,-0.15185
600189.SH,7.68,8.49,-0.25196,-0.03329
600191.SH,4.97,5.53,-0.07588,-0.22386
600192.SH,4.47,4.94,-0.00457,-0.18959
600193.SH,3.72,4.32,-0.08488,-0.34783
600195.SH,8.06,9.56,-0.33946,-0.46684
600196.SH,23.25,24.88,-0.0659,-0.19631
600197.SH,18.93,20.37,-0.25687,-0.39182
600198.SH,5.42,5.94,-0.10563,-0.17264
600199.SH,13.82,17.25,-0.28764,-0.58251
600200.SH,9.75,9.09,-0.06519,0.1589
600201.SH,8.01,8.77,-0.26341,-0.34464
600202.SH,4.12,4.96,-0.21018,-0.36477
600203.SH,6.57,6.73,0.00518,0.01042
600206.SH,9.67,10.83,-0.16481,-0.27375
600207.SH,4.3,4.49,-0.32755,-0.30891
600208.SH,1.92,2.13,-0.23113,-0.36328
600210.SH,5.35,5.12,0.06054,0.01804
600211.SH,38.23,43.37,-0.21912,-0.27838
600212.SH,6.16,6.61,-0.21563,-0.42694
600215.SH,7.66,8.15,-0.32676,-0.43361
600216.SH,11.14,10.85,0.55213,0.39617
600217.SH,4.38,4.46,-0.06346,-0.11934
600218.SH,7.24,7.94,-0.20745,-0.24764
600219.SH,3.64,3.31,0.14596,0.19032
600221.SH,1.25,1.34,-0.2446,-0.33962
600222.SH,4.74,5.25,-0.09407,-0.13477
600223.SH,7.6,8.46,-0.32857,-0.35752
600225.SH,2.22,3.23,-0.59836,-0.71731
600226.SH,2.25,2.44,-0.19502,-0.3169
600227.SH,1.65,2.15,-0.29612,-0.47464
600228.SH,5.38,6.56,-0.25528,-0.43873
600229.SH,7.12,7.32,-0.1385,-0.20764
600230.SH,10.58,11.88,-0.08737,-0.33403
600231.SH,1.54,1.86,-0.21348,-0.39655
600232.SH,4.55,5.09,0.03417,-0.21317
600233.SH,15.38,14.24,0.22003,0.0625
600235.SH,4.81,5.26,-0.0131,-0.21117
600236.SH,6.83,6.2,0.07807,0.19083
600237.SH,5.35,6.27,-0.14207,-0.37247
600238.SH,8.03,9.02,-0.24667,-0.36576
600239.SH,2.05,2.35,-0.20346,-0.35439
600241.SH,6.06,6.93,-0.13322,-0.33933
600243.SH,3.32,3.91,-0.14641,-0.2814
600246.SH,7.3,6.62,-0.04375,0.06806
600248.SH,3.81,4.02,-0.14963,-0.29253
600249.SH,4.17,4.83,-0.18502,-0.29389
600250.SH,8.29,8.36,-0.02685,0.16718
600251.SH,7.89,8.36,-0.14744,-0.27003
600252.SH,2.29,2.42,0.00448,-0.09677
600255.SH,1.83,1.92,0.01754,-0.15942
600256.SH,7.08,7.22,-0.30796,-0.08937
600257.SH,5.2,5.92,-0.16189,-0.37366
600258.SH,13.69,15.01,-0.21285,-0.38266
600259.SH,27.8,30.48,-0.18705,-0.26942
600261.SH,2.9,3.12,-0.09028,-0.26404
600262.SH,17.14,17.47,0.04534,-0.19849
600265.SH,15.41,16.39,-0.17694,-0.21838
600266.SH,4.12,4.86,-0.00756,-0.43714
600267.SH,7.62,8.71,-0.01704,-0.28435
600268.SH,6.42,6.59,-0.17021,-0.21552
600269.SH,4.86,4.47,0.00674,0.16667
600271.SH,8.4,9.8,-0.22301,-0.3913
600272.SH,9.76,10.95,-0.06522,-0.45372
600273.SH,7.54,7.98,-0.06,-0.18438
600276.SH,43.11,43.38,0.0565,0.14227
600278.SH,5.76,6.32,-0.09153,-0.29101
600279.SH,3.9,4.1,-0.08651,-0.17281
600280.SH,2.69,3.24,-0.26506,-0.45291
600281.SH,3.05,3.65,-0.2058,-0.35225
600282.SH,4.83,4.27,-0.0604,0.15702
600283.SH,12.04,12.36,-0.34,-0.45278
600284.SH,5.74,6.12,-0.16033,-0.23147
600285.SH,23.35,20.13,0.14136,0.51266
600288.SH,7.39,8.93,-0.23375,-0.33134
600292.SH,5.05,5.53,-0.03823,-0.3416
600293.SH,2.68,2.93,-0.14286,-0.16376
600295.SH,10.46,10.0,-0.23774,-0.0885
600298.SH,29.94,32.2,0.02027,-0.11411
600299.SH,9.87,8.89,0.25623,0.3139
600300.SH,2.64,2.85,-0.11481,-0.23151
600301.SH,16.96,15.0,0.31583,-0.01896
600302.SH,3.92,4.69,-0.20659,-0.32143
600305.SH,7.67,8.6,-0.13725,-0.34267
600307.SH,1.27,1.4,-0.15108,-0.28049
600308.SH,3.4,3.45,-0.07692,-0.18538
600309.SH,82.03,81.9,-0.08026,-0.22593
600310.SH,3.61,3.63,0.03207,-0.12593
600312.SH,16.82,14.19,0.31219,0.76828
600313.SH,6.22,6.97,-0.26786,-0.38806
600315.SH,18.53,20.63,-0.20541,-0.45796
600316.SH,18.21,19.07,0.18557,-0.01052
600318.SH,6.41,6.75,-0.27008,-0.25565
600319.SH,3.72,4.43,-0.16497,-0.36486
600320.SH,3.58,3.47,0.10366,-0.01362
600322.SH,1.57,1.98,-0.27841,-0.57239
600323.SH,19.59,18.29,0.25513,0.05547
600325.SH,6.51,7.35,-0.20154,-0.5024
600326.SH,4.37,4.54,0.40561,0.24943
600327.SH,3.67,4.25,-0.16794,-0.27655
600328.SH,7.52,7.79,-0.04302,-0.1621
600329.SH,32.68,32.53,-0.00415,-0.18205
600330.SH,7.08,7.85,-0.26988,-0.37072
600331.SH,6.32,5.54,-0.06065,0.54476
600332.SH,30.18,29.84,-0.0463,-0.06162
600333.SH,3.92,4.47,-0.06015,-0.25743
600335.SH,6.52,7.27,-0.25068,-0.29145
600336.SH,4.74,5.09,-0.04228,-0.16575
600337.SH,2.1,2.38,-0.4383,-0.55556
600338.SH,9.51,11.14,-0.09421,-0.40065
600339.SH,3.24,3.29,-0.00625,-0.16316
600340.SH,1.19,1.53,-0.2766,-0.56223
600343.SH,8.02,8.82,-0.09236,-0.24488
600345.SH,18.33,18.96,-0.26964,-0.19141
600346.SH,14.22,13.88,0.04222,-0.07108
600348.SH,9.28,9.08,-0.33056,-0.03083
600350.SH,8.8,7.93,0.14078,0.39259
600351.SH,6.01,6.7,-0.08388,-0.25034
600352.SH,8.77,8.74,0.08711,-0.037
600353.SH,6.31,7.16,-0.31496,-0.26375
600354.SH,5.16,5.63,-0.18293,-0.27287
600355.SH,3.4,4.02,-0.32373,-0.10029
600356.SH,6.45,7.03,-0.04489,-0.21301
600358.SH,3.07,3.98,-0.25134,-0.42857
600359.SH,6.03,6.69,-0.08057,-0.24416
600361.SH,4.07,4.51,-0.10501,-0.37396
600362.SH,23.6,20.89,-0.01702,0.08244
600363.SH,28.39,30.11,-0.17669,-0.22337
600366.SH,5.78,6.43,-0.10244,-0.27843
600367.SH,10.68,11.64,-0.07532,-0.37924
600368.SH,4.11,4.01,-0.09474,-0.09474
600369.SH,3.81,3.95,-0.09158,-0.1678
600370.SH,1.6,2.01,-0.39196,-0.55019
600371.SH,7.67,9.12,-0.22648,-0.40429
600372.SH,11.98,12.56,-0.05155,-0.24693
600373.SH,14.81,13.9,-0.16199,0.06473
600376.SH,2.41,2.99,-0.23166,-0.57019
600377.SH,12.34,11.4,0.14662,0.42477
600378.SH,29.76,30.15,-0.08007,-0.1355
600379.SH,8.42,8.95,-0.06938,-0.20774
600380.SH,11.46,11.72,-0.12903,-0.10724
600382.SH,3.95,4.23,-0.18673,-0.30021
600383.SH,3.67,4.54,-0.18367,-0.58442
600386.SH,3.34,3.69,-0.01208,-0.1825
600388.SH,12.15,12.9,-0.07149,-0.30049
600389.SH,14.27,16.08,-0.02753,-0.4051
600390.SH,4.4,4.72,-0.18788,-0.29225
600391.SH,15.95,17.37,-0.13721,-0.32139
600392.SH,9.12,9.65,-0.17164,-0.32199
600395.SH,6.01,6.14,-0.20997,-0.16051
600396.SH,2.69,2.6,-0.05,-0.10938
600397.SH,2.08,2.53,-0.22917,-0.39145
600398.SH,8.32,7.93,-0.33604,-0.18723
600399.SH,5.92,7.3,-0.17961,-0.46064
600400.SH,2.38,2.62,-0.14286,-0.34783
600403.SH,2.9,3.43,-0.32033,-0.40633
600405.SH,3.92,4.63,-0.24222,-0.37887
600406.SH,24.06,23.08,-0.0454,0.04211
600408.SH,1.78,2.12,-0.22105,-0.37815
600409.SH,5.37,5.47,-0.01556,-0.14671
600410.SH,4.49,5.68,-0.37391,-0.47214
600415.SH,8.13,8.07,-0.03062,-0.02024
600416.SH,11.24,13.01,-0.2325,-0.4158
600418.SH,17.33,16.23,0.14959,0.51157
