ts_code,MA120,MA250,PC120,PC250
600419.SH,8.82,10.54,-0.27498,-0.50339
600420.SH,10.94,10.32,0.27978,0.139
600421.SH,6.42,8.06,-0.05414,-0.34547
600422.SH,19.18,19.21,-0.24723,-0.10861
600423.SH,2.61,2.96,-0.14552,-0.30183
600425.SH,3.42,3.7,-0.16216,-0.33619
600426.SH,26.46,27.92,-0.17494,-0.30998
600428.SH,6.03,5.65,0.01304,-0.08263
600429.SH,4.03,4.33,-0.10591,-0.30857
600433.SH,2.82,3.1,-0.0605,-0.24571
600435.SH,8.86,9.73,-0.0492,-0.15735
600436.SH,221.69,233.77,-0.10063,-0.26996
600438.SH,21.36,24.45,-0.29476,-0.40524
600439.SH,2.32,2.47,-0.16064,-0.20229
600444.SH,12.55,13.15,-0.1008,-0.13538
600446.SH,10.69,11.44,-0.26725,-0.32555
600448.SH,2.23,2.68,-0.19502,-0.39185
600449.SH,13.08,15.31,-0.41242,-0.38331
600452.SH,12.28,12.36,-0.21022,-0.30662
600455.SH,16.56,19.88,-0.14793,-0.33574
600456.SH,26.16,28.59,-0.01161,-0.12986
600458.SH,10.47,9.96,-0.03661,-0.09971
600459.SH,14.17,14.26,-0.13805,-0.12456
600460.SH,19.25,21.22,-0.10735,-0.26542
600461.SH,10.95,9.87,0.03814,0.14086
600463.SH,8.17,8.54,0.1057,-0.10874
600467.SH,1.75,2.07,-0.27363,-0.416
600468.SH,4.5,5.0,-0.19756,-0.32186
600469.SH,5.7,5.76,0.02434,-0.10328
600470.SH,4.28,4.78,-0.04368,-0.23529
600475.SH,9.72,9.99,-0.21585,-0.18311
600476.SH,13.14,14.73,-0.20233,-0.26065
600477.SH,2.55,2.98,-0.22569,-0.42821
600478.SH,3.98,4.51,-0.2,-0.44013
600479.SH,10.76,10.72,-0.0089,-0.05382
600480.SH,9.73,9.28,-0.16331,-0.11448
600481.SH,5.73,7.4,-0.52716,-0.63489
600482.SH,20.94,19.64,0.06938,0.16771
600483.SH,10.61,9.51,0.02884,0.24254
600486.SH,56.26,59.27,-0.06155,-0.27474
600487.SH,14.25,13.43,0.14171,0.0
600488.SH,3.79,4.31,-0.02326,-0.23944
600489.SH,14.41,12.33,0.21507,0.40411
600490.SH,2.81,2.89,-0.16667,-0.35435
600491.SH,2.65,3.39,-0.11429,-0.47679
600493.SH,4.85,5.57,-0.17315,-0.29402
600495.SH,3.43,3.68,-0.20619,-0.24694
600496.SH,2.65,2.96,-0.14789,-0.36148
600497.SH,5.52,5.3,-0.02481,-0.02667
600498.SH,16.29,16.94,-0.2152,-0.15573
600499.SH,9.0,9.95,-0.39233,-0.32066
600500.SH,3.92,4.29,-0.09756,-0.30582
600501.SH,13.75,13.38,0.22298,0.0738
600502.SH,4.6,4.7,-0.11663,-0.24119
600503.SH,1.98,2.28,-0.20188,-0.38182
600505.SH,9.5,8.53,0.07661,0.00755
600506.SH,12.36,12.16,-0.00526,0.0924
600507.SH,4.08,4.37,-0.17532,-0.20459
600508.SH,13.75,13.98,-0.26051,-0.16173
600509.SH,5.46,5.84,-0.07638,-0.24198
600510.SH,4.26,4.96,-0.31098,-0.47442
600511.SH,32.91,31.53,-0.02318,-0.0787
600512.SH,2.07,2.3,-0.07944,-0.30634
600513.SH,8.63,9.4,-0.06971,-0.12661
600515.SH,3.41,3.61,-0.1385,-0.21662
600516.SH,4.66,5.08,-0.16461,-0.3222
600517.SH,4.52,4.68,-0.11042,-0.17726
600518.SH,1.94,1.91,-0.04255,-0.09091
600519.SH,1577.55,1655.35,-0.16056,-0.21089
600520.SH,17.94,20.23,-0.25833,0.34746
600521.SH,16.38,15.73,0.28571,0.00348
600522.SH,14.29,13.76,-0.03116,-0.07833
600523.SH,10.71,11.87,-0.08796,-0.23287
600525.SH,4.24,4.62,-0.12854,-0.182
600526.SH,4.14,4.47,-0.16476,-0.29537
600527.SH,1.57,1.76,-0.17857,-0.32353
600528.SH,7.61,7.76,-0.14801,-0.253
600529.SH,26.6,26.38,-0.06847,-0.00161
600530.SH,2.4,2.4,0.08017,0.17972
600531.SH,6.48,6.32,-0.075,-0.18382
600533.SH,2.1,2.55,-0.25652,-0.50435
600535.SH,14.53,14.83,-0.17371,0.03782
600536.SH,30.31,32.88,-0.07921,-0.40917
600537.SH,3.23,4.26,-0.48764,-0.62866
600538.SH,4.16,4.31,-0.3082,-0.28276
600539.SH,4.24,5.48,-0.1974,-0.47368
600540.SH,3.76,4.43,-0.12121,-0.31225
600543.SH,4.92,5.28,-0.12701,-0.1223
600545.SH,1.74,2.17,-0.45643,-0.46311
600546.SH,14.73,16.32,-0.40562,-0.24204
600547.SH,28.77,25.97,0.09177,0.16962
600548.SH,10.33,9.87,0.02436,-0.04835
600549.SH,18.24,17.55,-0.01985,-0.04819
600550.SH,4.52,4.54,0.0601,-0.09072
600551.SH,9.47,10.36,-0.2957,-0.27155
600552.SH,10.38,10.97,0.15764,0.24261
600556.SH,4.11,5.04,-0.29675,-0.49118
600557.SH,17.46,17.91,-0.27668,-0.27708
600558.SH,3.77,3.84,-0.07547,-0.09974
600559.SH,19.34,20.74,-0.02129,-0.29961
600560.SH,14.17,13.99,-0.37158,-0.10575
600561.SH,4.38,5.18,-0.01163,-0.25439
600562.SH,13.66,13.77,0.03115,-0.15621
600563.SH,88.55,93.31,-0.18837,-0.31708
600566.SH,36.01,32.75,-0.22578,0.0943
600567.SH,1.65,1.83,-0.22404,-0.36323
600569.SH,1.62,1.88,-0.22472,-0.37273
600570.SH,19.56,24.58,-0.32086,-0.57081
600571.SH,10.56,11.06,-0.37565,-0.15477
600572.SH,4.76,4.93,-0.13278,-0.18519
600573.SH,9.34,9.77,0.09007,-0.11111
600575.SH,3.32,2.92,0.50417,0.35714
600576.SH,5.12,6.22,-0.27036,-0.41284
600577.SH,4.34,4.19,0.22513,0.06364
600578.SH,3.34,3.16,0.06984,0.09416
600579.SH,5.81,6.49,-0.38072,-0.27601
600580.SH,13.19,12.27,-0.04614,-0.08821
600581.SH,2.87,3.33,-0.22291,-0.40521
600582.SH,6.69,6.07,-0.18064,0.02904
600583.SH,6.06,6.06,-0.1967,-0.06305
600584.SH,29.04,29.0,0.18196,-0.03284
600585.SH,23.48,23.7,-0.14522,-0.19044
600586.SH,5.95,6.34,-0.12669,-0.28294
600587.SH,19.43,21.85,-0.25267,-0.38238
600588.SH,10.61,13.31,-0.3082,-0.50499
600589.SH,3.56,3.8,-0.41089,-0.19048
600590.SH,4.36,5.33,-0.36484,-0.47582
600592.SH,9.32,9.72,-0.12834,-0.11701
600593.SH,20.03,19.41,-0.35164,0.07157
600594.SH,3.68,4.62,-0.32671,-0.43831
600595.SH,2.97,3.07,-0.27628,-0.18855
600596.SH,8.15,8.74,-0.10989,-0.30637
600597.SH,8.55,8.99,-0.15258,-0.26195
600598.SH,12.86,12.68,0.04691,-0.07759
600600.SH,75.25,77.52,-0.27589,-0.37795
600601.SH,2.7,2.83,0.03089,-0.23055
600602.SH,11.47,12.05,-0.2502,-0.38442
600603.SH,5.96,6.43,-0.37386,-0.20957
600604.SH,3.8,4.27,-0.18072,-0.33464
600605.SH,26.27,23.75,0.21733,0.41641
600606.SH,1.68,2.09,-0.35096,-0.54082
600609.SH,4.09,4.4,-0.06888,-0.25963
600610.SH,4.62,6.53,-0.35727,-0.7029
600611.SH,4.49,3.71,2.43542,1.9462
600612.SH,66.74,65.65,-0.36348,-0.18138
600613.SH,5.96,6.75,-0.13078,-0.27333
600615.SH,10.03,10.28,-0.0774,0.00676
600616.SH,5.17,5.71,-0.16667,-0.34524
600617.SH,3.18,3.58,-0.3142,-0.48989
600618.SH,8.82,8.78,-0.03206,-0.10998
600619.SH,5.49,6.07,-0.13597,-0.1675
600620.SH,5.22,7.68,-0.34923,-0.6
600621.SH,13.31,13.08,-0.17265,-0.09585
600622.SH,2.09,2.43,-0.34286,-0.50462
600623.SH,6.31,6.37,-0.00492,-0.05008
600624.SH,3.74,4.71,-0.40546,-0.52755
600626.SH,2.82,3.19,0.0,-0.23901
600628.SH,5.94,6.52,-0.08387,-0.24768
600629.SH,4.8,5.18,-0.16899,-0.35593
600630.SH,8.74,9.37,-0.32917,0.16306
600633.SH,9.51,11.05,-0.24372,-0.44581
600635.SH,2.97,3.03,0.02076,-0.13994
600636.SH,8.77,9.64,-0.40292,-0.30133
600637.SH,6.56,7.07,-0.14106,-0.20026
600638.SH,4.11,4.84,-0.13146,-0.41548
600639.SH,10.79,11.13,-0.19931,-0.26257
600640.SH,11.48,11.3,-0.37533,-0.11353
600641.SH,11.98,13.86,-0.27748,-0.38437
600642.SH,8.39,7.42,0.04522,0.20566
600643.SH,4.15,4.68,-0.14159,-0.30216
600644.SH,6.3,6.44,-0.08919,-0.22482
600645.SH,16.79,17.69,0.02532,-0.01484
600648.SH,9.18,9.94,-0.06317,-0.25785
600649.SH,3.58,3.8,-0.09064,-0.28341
600650.SH,9.15,9.22,0.40533,0.08548
600651.SH,2.94,3.19,-0.10749,-0.24932
600653.SH,1.4,1.62,-0.20886,-0.33862
600654.SH,2.39,2.31,-0.12097,0.02347
600655.SH,5.74,6.24,-0.1997,-0.29245
600657.SH,3.25,3.58,-0.13538,-0.40966
600658.SH,3.54,4.06,-0.31325,-0.49016
600660.SH,46.34,42.19,0.07942,0.27882
600661.SH,10.78,10.13,-0.09367,0.2946
600662.SH,4.41,4.77,-0.13755,-0.31779
600663.SH,8.96,9.06,-0.11277,-0.24189
600664.SH,2.99,3.16,0.12281,-0.0184
600665.SH,2.49,3.13,-0.19549,-0.50691
600666.SH,1.42,1.75,-0.1506,-0.34112
600667.SH,5.97,6.32,-0.17011,-0.20427
600668.SH,8.58,9.75,-0.08931,-0.27671
600673.SH,7.74,7.23,-0.11185,-0.01039
600674.SH,17.83,16.3,0.04608,0.17552
600675.SH,2.74,3.1,-0.18937,-0.37436
600676.SH,3.46,3.83,-0.11019,-0.24
600678.SH,5.73,5.99,-0.3616,-0.07581
600679.SH,9.21,9.19,-0.08873,0.00692
600681.SH,3.6,3.86,-0.15263,-0.27314
600682.SH,5.65,6.58,-0.17298,-0.3764
600683.SH,4.06,4.78,-0.14359,-0.52691
600684.SH,2.82,3.25,-0.03509,-0.31421
600685.SH,26.98,25.53,-0.03886,0.02603
600686.SH,9.7,8.47,1.03704,0.88841
600688.SH,2.72,2.82,-0.02593,-0.15434
600689.SH,7.65,9.2,-0.22418,-0.37346
600690.SH,27.37,24.86,-0.05369,0.04191
600691.SH,2.0,2.55,-0.40323,-0.52564
600692.SH,5.32,5.7,-0.03955,-0.15702
600693.SH,3.16,3.56,-0.12798,-0.27833
600694.SH,17.7,17.44,-0.03687,-0.17284
600696.SH,9.57,14.97,-0.4249,-0.72535
600697.SH,10.6,11.62,-0.09569,-0.28137
600698.SH,3.82,4.37,-0.21277,-0.2649
600699.SH,15.82,16.82,-0.14286,-0.2272
600702.SH,66.4,86.6,-0.44691,-0.67321
600703.SH,11.99,13.09,-0.21145,-0.37696
600704.SH,4.51,4.54,-0.03587,-0.10417
600705.SH,2.63,3.0,-0.30794,-0.42175
600706.SH,11.33,13.13,-0.39785,-0.45277
600707.SH,7.1,6.61,-0.06887,0.09259
600708.SH,1.91,2.09,-0.09794,-0.3295
600710.SH,8.21,7.79,-0.00242,0.07562
600712.SH,3.7,4.05,-0.10183,-0.16908
600713.SH,4.52,4.71,-0.03612,-0.15779
600714.SH,7.54,8.14,0.01744,-0.20725
600716.SH,2.84,3.28,-0.15719,-0.37931
600717.SH,4.44,4.34,0.03059,-0.04367
600718.SH,8.12,8.71,-0.0703,-0.21735
600719.SH,7.94,7.75,-0.33467,-0.33199
600720.SH,9.64,9.97,-0.1188,-0.23429
600721.SH,5.99,6.79,0.05348,-0.1533
600722.SH,4.04,4.36,-0.05823,-0.2377
600724.SH,3.97,3.95,-0.09661,-0.1561
600725.SH,2.86,2.86,-0.06977,-0.13043
600726.SH,2.12,2.16,-0.00985,-0.159
600727.SH,6.66,6.3,0.23238,0.09291
600728.SH,4.2,4.9,-0.25686,-0.33392
600729.SH,23.73,26.87,-0.42337,-0.49986
600730.SH,4.45,5.03,-0.14938,-0.27944
600731.SH,5.11,5.77,-0.19107,-0.34348
600732.SH,11.08,14.77,-0.4517,-0.63213
600733.SH,7.67,6.68,0.06106,0.23654
600734.SH,3.02,3.32,-0.10127,-0.26992
600735.SH,4.34,5.25,-0.292,-0.40803
600736.SH,4.44,4.6,-0.14894,-0.20949
600737.SH,9.58,8.95,-0.0898,0.03401
600738.SH,3.96,4.67,-0.16465,-0.37726
600739.SH,9.28,10.73,-0.29647,-0.45615
600740.SH,4.26,4.67,-0.28543,-0.27833
600741.SH,16.11,16.81,-0.15009,-0.2077
600742.SH,8.21,8.68,-0.09345,-0.08902
600743.SH,1.25,1.44,-0.04839,-0.41
600744.SH,3.28,3.28,-0.03051,-0.15634
600745.SH,31.22,37.37,-0.36783,-0.42114
600746.SH,6.41,6.66,0.00493,-0.09199
600748.SH,2.81,3.28,-0.24444,-0.48373
600749.SH,11.35,11.47,-0.02081,-0.15854
600750.SH,24.28,22.36,-0.10579,0.12006
600751.SH,2.26,2.47,-0.10504,-0.18702
600753.SH,6.17,8.11,-0.26006,-0.48345
600754.SH,26.19,29.43,-0.12079,-0.46385
600755.SH,7.19,7.17,-0.22102,-0.23747
600756.SH,10.99,12.4,-0.17881,-0.33126
600757.SH,8.02,7.84,0.08376,0.05693
600758.SH,3.06,3.45,-0.13793,-0.36636
600759.SH,2.56,2.54,-0.05085,-0.16729
600760.SH,39.5,40.28,0.08079,-0.05975
600761.SH,21.19,19.74,-0.26223,-0.1986
600763.SH,54.45,67.49,-0.29767,-0.59677
600764.SH,20.17,21.4,-0.09734,-0.17221
600765.SH,18.17,19.29,0.0437,-0.32932
600768.SH,7.86,9.23,-0.1584,-0.35556
600769.SH,6.75,7.65,-0.15535,-0.20905
600770.SH,2.83,3.78,-0.37088,-0.56381
600771.SH,21.69,24.9,-0.32481,-0.42286
600773.SH,11.5,11.23,0.12474,-0.14229
600774.SH,7.66,8.56,-0.14103,-0.39964
600775.SH,8.8,9.74,-0.3244,-0.16932
600776.SH,9.71,10.58,-0.16799,-0.25467
600778.SH,4.23,5.11,0.11316,-0.29738
600779.SH,42.05,50.32,-0.32738,-0.5168
600780.SH,6.37,7.59,-0.23657,-0.41229
600782.SH,3.56,3.69,-0.17439,-0.28369
600783.SH,10.27,11.06,-0.16025,-0.27061
600784.SH,4.96,5.49,-0.08108,-0.27106
600785.SH,14.75,14.67,-0.48005,-0.34577
600787.SH,4.94,5.04,-0.07803,-0.17615
600789.SH,7.21,6.99,0.18525,0.11231
600790.SH,3.42,3.7,-0.09296,-0.24766
600791.SH,3.48,4.02,-0.07289,-0.3703
600792.SH,3.63,4.09,-0.33478,-0.11304
600793.SH,9.46,10.37,-0.02573,-0.27417
600794.SH,3.36,3.58,-0.17135,-0.23575
600795.SH,5.44,4.69,0.07585,0.54441
600796.SH,4.59,5.02,-0.07572,-0.3219
600797.SH,5.03,5.69,-0.18662,-0.28814
600798.SH,2.98,3.29,-0.16294,-0.2861
600800.SH,2.31,2.91,-0.25287,-0.46133
600801.SH,14.02,13.79,-0.20812,-0.20045
600802.SH,3.16,4.11,-0.28232,-0.5
600803.SH,19.29,18.15,-0.07652,-0.05184
600805.SH,4.06,4.29,-0.16708,-0.2433
600807.SH,2.96,3.1,-0.00752,-0.2687
600808.SH,2.22,2.46,-0.29811,-0.31111
600809.SH,224.72,228.12,-0.29935,-0.26559
600810.SH,6.68,6.99,0.0144,-0.06352
600811.SH,1.34,1.72,-0.06832,-0.35345
600812.SH,4.71,5.14,0.02326,-0.14336
600814.SH,6.23,6.86,-0.06167,-0.33056
600815.SH,2.13,2.39,-0.18026,-0.28731
600816.SH,2.76,2.92,-0.11913,-0.33515
600817.SH,9.33,9.24,0.23386,0.0253
600818.SH,17.12,14.86,-0.3085,-0.17437
600819.SH,4.59,4.76,0.00461,-0.14844
600820.SH,6.62,6.17,-0.04715,-0.02819
600821.SH,5.53,5.93,-0.14286,-0.20124
600822.SH,8.63,9.74,-0.21922,-0.40445
600824.SH,3.18,3.47,-0.12275,-0.22281
600825.SH,4.18,4.39,-0.17007,-0.16818
600826.SH,7.38,8.53,-0.38737,-0.56734
600827.SH,8.27,9.25,-0.16438,-0.42317
600828.SH,2.77,3.29,-0.24528,-0.39547
600829.SH,6.1,6.82,-0.15152,-0.39683
600830.SH,6.98,6.86,0.02937,0.11684
600833.SH,10.88,11.1,0.09265,-0.05734
600834.SH,7.19,7.61,-0.0511,-0.18505
600835.SH,12.11,12.52,-0.14627,-0.26067
600837.SH,8.53,9.08,-0.06623,-0.16486
600838.SH,6.06,6.77,-0.15254,-0.24658
600839.SH,4.92,5.04,-0.09294,0.23858
600841.SH,4.18,4.96,-0.12895,-0.40034
600843.SH,7.08,6.25,0.61197,0.32664
600844.SH,2.66,2.83,-0.12928,-0.19081
600845.SH,35.69,40.4,-0.34553,-0.41171
600846.SH,7.53,8.49,-0.1773,-0.26349
600847.SH,7.15,8.98,-0.04127,-0.39914
600848.SH,9.87,10.35,-0.17485,-0.30636
600850.SH,18.39,20.26,-0.16931,-0.21676
600851.SH,5.24,5.9,-0.10575,-0.30145
600853.SH,3.45,3.87,-0.1694,-0.28302
600854.SH,3.96,4.4,-0.07635,-0.21053
600855.SH,9.23,9.97,0.021,-0.25595
600857.SH,6.34,7.73,-0.21311,-0.45902
600858.SH,4.31,4.91,-0.11059,-0.39228
600859.SH,13.38,15.5,-0.13614,-0.43428
600860.SH,9.1,10.68,-0.32378,-0.41952
600861.SH,17.9,19.65,-0.23891,-0.46199
600862.SH,19.38,20.82,-0.03298,-0.25162
600863.SH,4.49,4.12,-0.06127,0.23988
600864.SH,5.04,5.46,-0.14026,-0.23127
600865.SH,6.9,7.51,-0.05191,-0.30225
600866.SH,5.49,5.16,0.23487,-0.04673
600867.SH,9.12,9.91,-0.20081,-0.19757
600868.SH,2.01,2.29,-0.24229,-0.37906
600869.SH,3.79,4.1,-0.09158,-0.23542
600871.SH,1.84,1.88,0.01093,-0.11905
600872.SH,23.81,27.05,-0.27724,-0.47494
600873.SH,10.46,10.02,-0.09692,0.11251
600874.SH,5.72,5.67,-0.05451,-0.16997
600875.SH,16.7,15.88,-0.164,-0.21618
600876.SH,10.56,12.14,-0.30521,-0.44664
600877.SH,11.4,12.49,-0.17233,-0.16897
600879.SH,7.51,7.46,0.01549,-0.0283
600880.SH,4.06,4.59,-0.21525,-0.3
600881.SH,1.22,1.62,-0.33333,-0.54955
600882.SH,13.5,15.07,-0.04595,-0.41388
600883.SH,6.15,7.03,-0.12338,-0.32246
600884.SH,9.73,11.43,-0.37613,-0.48927
600885.SH,27.38,28.07,0.03086,-0.22179
600886.SH,16.65,14.68,0.04206,0.20727
600887.SH,26.64,26.74,-0.19895,-0.13958
600888.SH,7.4,7.42,-0.13577,-0.1491
600889.SH,4.97,5.09,0.19849,-0.06471
600892.SH,4.43,4.89,-0.15287,-0.26923
600893.SH,36.2,35.9,0.00057,-0.09742
600894.SH,10.95,9.12,0.22727,0.4346
600895.SH,19.0,19.79,-0.21192,0.12492
600897.SH,13.23,13.02,-0.03014,-0.08327
600900.SH,27.58,25.25,0.13359,0.34371
600901.SH,5.05,4.92,-0.07216,0.00223
600903.SH,6.8,7.4,-0.11814,-0.32143
600905.SH,4.67,4.65,-0.03347,-0.09055
600906.SH,6.44,7.12,-0.25529,-0.34229
600908.SH,5.27,5.23,0.0,-0.05741
600909.SH,4.54,4.67,-0.06009,-0.16412
600916.SH,10.16,10.22,-0.21576,-0.21855
600917.SH,5.8,6.2,-0.12709,-0.25108
600918.SH,6.14,6.6,-0.15828,-0.24934
600919.SH,7.83,7.4,0.02059,0.12642
600925.SH,5.24,5.42,-0.0864,-0.14605
600926.SH,12.69,11.63,0.15842,0.11332
600927.SH,12.27,14.01,-0.19718,-0.34783
600928.SH,3.39,3.44,-0.08934,-0.14825
600929.SH,5.64,6.0,-0.06126,-0.25889
600933.SH,16.39,19.23,-0.39024,-0.44745
600935.SH,2.52,2.96,-0.24286,-0.42234
600936.SH,2.37,3.07,-0.15302,-0.44393
600938.SH,29.83,25.08,0.03313,0.57096
600939.SH,2.5,2.9,-0.19273,-0.39178
600941.SH,104.15,100.4,0.00891,0.09285
600955.SH,15.32,16.86,-0.10215,-0.33598
600956.SH,8.23,8.18,-0.16322,-0.19176
600958.SH,8.18,8.57,-0.04624,-0.19903
600959.SH,2.88,3.03,-0.09709,-0.16216
600960.SH,3.07,3.51,-0.3027,-0.28532
600961.SH,9.66,8.95,-0.36079,-0.16197
600962.SH,11.07,11.08,0.38427,0.11012
600963.SH,4.19,5.13,-0.23093,-0.4424
600965.SH,4.2,5.18,-0.28172,-0.48694
600966.SH,5.13,5.7,-0.25403,-0.34639
600967.SH,7.59,8.01,-0.16979,-0.2803
600968.SH,3.94,3.46,0.27327,0.48772
600969.SH,5.54,5.94,0.00584,-0.25072
600970.SH,11.44,10.88,-0.19478,-0.25081
600971.SH,11.84,11.04,-0.31089,0.15756
600973.SH,3.85,4.29,-0.18408,-0.31381
600975.SH,8.04,9.04,-0.42857,-0.35697
600976.SH,53.99,58.05,-0.18585,-0.35307
600977.SH,11.27,12.01,-0.17884,-0.32552
600979.SH,3.43,3.4,-0.06344,-0.08824
600980.SH,13.65,14.67,-0.11682,-0.13189
600981.SH,2.0,2.43,-0.32083,-0.47419
600982.SH,3.76,3.93,-0.10417,-0.21461
600983.SH,7.92,8.11,-0.13942,-0.16379
600984.SH,2.72,3.31,-0.12403,-0.5087
600985.SH,16.92,16.19,-0.27278,0.17955
600986.SH,4.52,5.08,-0.17842,-0.2852
600987.SH,7.23,7.62,-0.0704,-0.15974
600988.SH,17.72,15.83,0.23711,0.22117
600989.SH,16.29,15.24,-0.00911,0.1215
600990.SH,17.76,18.65,-0.0362,-0.31322
600992.SH,13.94,14.44,0.0601,-0.24572
600993.SH,26.55,24.87,0.08553,0.01518
600995.SH,9.9,9.67,-0.0468,-0.0658
600996.SH,7.58,8.63,-0.09783,-0.34301
600997.SH,7.26,7.23,-0.24754,0.01327
600998.SH,6.4,7.26,-0.40385,-0.5
600999.SH,14.33,14.11,0.03725,0.00138
601000.SH,4.61,4.16,0.1,0.25714
601001.SH,16.26,14.13,-0.13678,0.61034
601002.SH,3.34,4.0,-0.29238,-0.40862
601003.SH,2.78,3.1,-0.13758,-0.37923
601005.SH,1.16,1.31,-0.21212,-0.35
601006.SH,7.12,7.21,-0.17116,-0.15753
601007.SH,6.66,7.36,-0.08837,-0.29659
601008.SH,3.66,3.89,-0.08242,-0.27549
601009.SH,9.7,8.74,0.1131,0.19615
601010.SH,1.92,2.18,-0.19811,-0.3633
601011.SH,2.01,2.73,-0.35135,-0.52676
601012.SH,16.88,20.17,-0.34808,-0.49796
601015.SH,3.19,3.81,-0.28982,-0.33333
601016.SH,3.04,3.07,-0.07261,-0.18076
601018.SH,3.52,3.51,0.0058,0.01166
601019.SH,11.55,10.38,0.12177,0.40904
601020.SH,11.41,10.06,0.38875,0.29532
601021.SH,55.28,54.31,-0.12236,-0.15563
601022.SH,9.1,9.64,-0.13152,-0.38276
601028.SH,12.39,11.28,0.13975,0.19742
601038.SH,16.29,14.56,-0.12267,0.35336
601058.SH,14.3,13.08,-0.10238,0.11304
601059.SH,14.6,16.26,-0.22076,-0.37762
601061.SH,7.66,7.72,-0.16098,-0.21907
601065.SH,9.38,10.44,-0.13354,-0.35417
601066.SH,20.78,22.56,-0.1847,-0.27427
601068.SH,4.43,4.57,-0.17474,-0.24324
601069.SH,12.06,12.23,-0.07221,-0.19284
601077.SH,4.91,4.5,0.12527,0.34737
601086.SH,4.21,4.78,-0.19169,-0.42623
601088.SH,40.97,36.47,0.01646,0.5087
601089.SH,14.77,15.8,0.02507,-0.0418
601098.SH,12.66,12.01,0.00633,0.15009
601099.SH,3.22,3.48,-0.06306,-0.32468
601100.SH,49.54,53.52,-0.11193,-0.2178
601101.SH,8.63,7.41,0.12533,0.50436
601106.SH,2.51,2.72,-0.2028,-0.2875
601107.SH,5.26,4.72,0.03863,0.13882
601108.SH,7.07,7.49,-0.17972,-0.22357
601111.SH,7.32,7.53,-0.03492,-0.20023
601113.SH,3.34,3.39,-0.04473,-0.15775
601116.SH,8.41,9.81,-0.20955,-0.39283
601117.SH,7.42,7.16,-0.04137,-0.15684
601118.SH,4.76,4.57,0.07658,0.08636
601121.SH,6.07,6.59,-0.09903,-0.28571
601126.SH,16.95,15.61,-0.01762,0.16667
601127.SH,86.77,77.52,-0.25065,1.11746
601128.SH,7.43,7.2,-0.06946,-0.10446
601133.SH,10.58,11.81,-0.1296,-0.38745
601136.SH,20.43,20.73,-0.09212,-0.31112
601137.SH,16.06,15.45,-0.02,0.06291
601138.SH,24.05,20.13,-0.14993,-0.0583
601139.SH,7.1,6.94,-0.0284,-0.08708
601155.SH,9.71,10.9,-0.02846,-0.3338
601156.SH,17.74,15.6,-0.05786,0.1749
601158.SH,5.11,5.4,-0.16608,-0.13587
601162.SH,2.62,2.92,-0.23026,-0.35537
601163.SH,15.93,15.41,-0.14783,-0.11312
601166.SH,16.84,16.13,0.0109,0.06306
601168.SH,18.17,15.76,-0.11885,0.32173
601169.SH,5.61,5.12,0.00187,0.20404
601177.SH,7.6,8.38,-0.13276,-0.24336
601179.SH,6.88,5.83,0.18051,0.2874
601186.SH,8.48,8.31,-0.07151,-0.22022
601187.SH,5.38,5.33,-0.05524,-0.10469
601188.SH,3.39,3.68,-0.16156,-0.10682
601198.SH,8.24,8.25,-0.02812,-0.07343
601199.SH,5.11,5.15,0.16481,-0.14682
601200.SH,8.61,8.95,-0.15165,-0.25674
601208.SH,7.76,9.67,-0.37788,-0.45262
601211.SH,13.95,14.4,-0.05253,-0.05507
601212.SH,2.92,2.81,-0.03704,-0.08127
601216.SH,3.88,3.9,-0.05714,-0.15581
601218.SH,3.0,3.33,-0.08609,-0.25606
601222.SH,6.41,6.48,0.12662,-0.00715
601225.SH,25.24,22.68,-0.13812,0.50409
601226.SH,5.38,5.79,-0.25832,-0.29624
601228.SH,3.24,3.2,-0.00325,-0.08358
601229.SH,7.26,6.68,0.10319,0.21572
601231.SH,14.93,14.63,0.08067,0.10291
601233.SH,14.2,14.11,-0.17361,-0.15876
601236.SH,6.89,7.3,-0.12399,-0.21308
601238.SH,8.3,8.88,-0.15935,-0.2932
601279.SH,4.46,5.08,-0.29814,-0.38139
601288.SH,4.45,4.06,0.10047,0.37318
601298.SH,8.53,7.43,0.28769,0.46384
601311.SH,7.83,7.89,0.0,-0.09768
601318.SH,41.85,42.73,-0.01022,-0.08678
601319.SH,5.35,5.33,0.11281,-0.00342
601326.SH,3.28,3.14,0.05732,0.00606
601328.SH,7.08,6.43,0.18681,0.38462
601330.SH,6.34,6.6,-0.19208,-0.25741
601333.SH,3.32,3.03,0.13402,0.04101
601336.SH,31.03,32.35,-0.03922,-0.26922
601339.SH,5.26,5.29,-0.15543,-0.21016
601360.SH,8.01,8.56,-0.25137,-0.37271
601366.SH,4.98,5.12,0.04574,-0.12063
601368.SH,4.29,4.74,-0.04157,-0.24955
601369.SH,8.32,8.09,-0.12033,-0.05993
601375.SH,3.58,3.73,-0.07547,-0.19294
601377.SH,5.35,5.73,-0.11632,-0.24368
601388.SH,2.47,2.53,-0.1281,-0.26481
601390.SH,6.53,6.34,-0.11163,-0.24902
601398.SH,5.64,5.23,0.15613,0.36404
601399.SH,2.76,2.84,-0.13058,-0.19937
601456.SH,10.54,10.76,-0.10521,-0.19796
601500.SH,5.34,4.73,-0.13752,0.06553
601512.SH,7.85,8.05,-0.10308,-0.27879
601515.SH,3.45,3.71,-0.37569,-0.47073
