ts_code,symbol,name,industry,market,list_date,circ_mv
000837.SZ,000837,秦川机床,机床制造,主板,1998-09-28,527019.4003
000838.SZ,000838,财信发展,区域地产,主板,1997-06-26,226559.6588
000839.SZ,000839,中信国安,综合类,主板,1997-10-31,913319.54
000848.SZ,000848,承德露露,软饮料,主板,1997-11-13,732866.9369
000850.SZ,000850,华茂股份,纺织,主板,1998-10-07,294339.8262
000852.SZ,000852,石化机械,化工机械,主板,1998-11-26,486497.7129
000856.SZ,000856,冀东装备,专用机械,主板,1998-08-13,134611.0
000858.SZ,000858,五粮液,白酒,主板,1998-04-27,46702519.713
000859.SZ,000859,国风新材,塑料,主板,1998-11-19,381633.8129
000860.SZ,000860,顺鑫农业,白酒,主板,1998-11-04,1096331.6097
000862.SZ,000862,银星能源,新型电力,主板,1998-09-15,269397.8808
000863.SZ,000863,三湘印象,区域地产,主板,1997-09-25,385156.6785
000868.SZ,000868,安凯客车,汽车整车,主板,1997-07-25,318264.5334
000869.SZ,000869,张裕A,红黄酒,主板,2000-10-26,918510.4483
000875.SZ,000875,吉电股份,火力发电,主板,2002-09-26,1291754.3964
000876.SZ,000876,新希望,饲料,主板,1998-03-11,4033003.4774
000877.SZ,000877,天山股份,水泥,主板,1999-01-07,788986.9002
000878.SZ,000878,云南铜业,铜,主板,1998-06-02,2234001.6971
000880.SZ,000880,潍柴重机,专用机械,主板,1998-04-02,139621.482
000881.SZ,000881,中广核技,化工原料,主板,1998-09-02,481319.5149
000882.SZ,000882,华联股份,其他商业,主板,1998-06-16,314584.1406
000883.SZ,000883,湖北能源,水力发电,主板,1998-05-19,3097323.585
000885.SZ,000885,城发环境,环境保护,主板,1999-03-19,690234.1241
000886.SZ,000886,海南高速,区域地产,主板,1998-01-23,406780.1496
000887.SZ,000887,中鼎股份,汽车配件,主板,1998-12-03,1539127.982
000888.SZ,000888,峨眉山A,旅游景点,主板,1997-10-21,611219.1983
000890.SZ,000890,法尔胜,环境保护,主板,1999-01-19,106970.2167
000892.SZ,000892,欢瑞世纪,影视音像,主板,1999-01-15,183395.8051
000893.SZ,000893,亚钾国际,农药化肥,主板,1998-12-24,1361452.4501
000895.SZ,000895,双汇发展,食品,主板,1998-12-10,8255006.882
000897.SZ,000897,津滨发展,区域地产,主板,1999-04-22,325065.5684
000898.SZ,000898,鞍钢股份,普钢,主板,1997-12-25,1599411.8215
000899.SZ,000899,赣能股份,火力发电,主板,1997-11-26,736636.7088
000900.SZ,000900,现代投资,路桥,主板,1999-01-28,531216.2919
000901.SZ,000901,航天科技,汽车配件,主板,1999-04-01,730346.9436
000902.SZ,000902,新洋丰,农药化肥,主板,1999-04-08,1428477.795
000903.SZ,000903,云内动力,汽车配件,主板,1999-04-15,334125.5268
000905.SZ,000905,厦门港务,港口,主板,1999-04-29,410961.6857
000906.SZ,000906,浙商中拓,仓储物流,主板,1999-07-07,348904.3197
000910.SZ,000910,大亚圣象,家居用品,主板,1999-06-30,344136.593
000911.SZ,000911,广农糖业,食品,主板,1999-05-27,210004.4472
000912.SZ,000912,泸天化,农药化肥,主板,1999-06-03,580160.0
000913.SZ,000913,钱江摩托,摩托车,主板,1999-05-14,740023.4891
000915.SZ,000915,华特达因,化学制药,主板,1999-06-09,612686.1268
000917.SZ,000917,电广传媒,广告包装,主板,1999-03-25,687467.7911
000919.SZ,000919,金陵药业,化学制药,主板,1999-11-18,296282.3073
000920.SZ,000920,沃顿科技,塑料,主板,1999-06-16,324500.6975
000921.SZ,000921,海信家电,家用电器,主板,1999-07-13,2392645.402
000922.SZ,000922,佳电股份,电气设备,主板,1999-06-18,551915.5978
000923.SZ,000923,河钢资源,普钢,主板,1999-07-14,820031.8221
000925.SZ,000925,众合科技,运输设备,主板,1999-06-11,300788.4269
000926.SZ,000926,福星股份,区域地产,主板,1999-06-18,295763.3194
000927.SZ,000927,中国铁物,仓储物流,主板,1999-07-27,1421832.3865
000928.SZ,000928,中钢国际,建筑工程,主板,1999-03-12,771829.3642
000929.SZ,000929,兰州黄河,啤酒,主板,1999-06-23,105694.1529
000930.SZ,000930,中粮科技,农业综合,主板,1999-07-12,902128.4089
000931.SZ,000931,中关村,化学制药,主板,1999-07-12,289522.489
000932.SZ,000932,华菱钢铁,普钢,主板,1999-08-03,2618339.155
000933.SZ,000933,神火股份,铝,主板,1999-08-31,3324406.0669
000935.SZ,000935,四川双马,水泥,主板,1999-08-24,792451.0657
