ts_code,MA120,MA250,PC120,PC250,250RPS_Rank,250RPS,120RPS_Rank,120RPS
002612.SZ,15.46,17.99,-0.26792,-0.40306,3607.0,25.59,3764.0,22.35
002613.SZ,3.75,4.08,-0.07796,-0.23438,1899.0,60.83,1561.0,67.81
002614.SZ,6.21,6.87,-0.2024,-0.33583,2949.0,39.17,3161.0,34.79
002615.SZ,6.81,6.89,0.06096,-0.01227,618.0,87.27,523.0,89.23
002616.SZ,4.45,4.83,-0.05882,-0.31973,2765.0,42.96,1346.0,72.25
002617.SZ,5.45,5.88,0.00362,-0.19214,1536.0,68.32,834.0,82.81
002620.SZ,2.97,4.01,-0.34021,-0.5206,4417.0,8.87,4286.0,11.58
002622.SZ,1.72,2.42,-0.3578,-0.57187,4608.0,4.93,4374.0,9.76
002623.SZ,18.44,21.91,-0.31965,-0.42148,3773.0,22.16,4151.0,14.36
002624.SZ,9.02,10.73,-0.33152,-0.45293,4009.0,17.29,4231.0,12.71
002625.SZ,17.67,15.76,0.14028,0.15797,290.0,94.04,284.0,94.16
002626.SZ,14.42,15.47,0.01956,-0.22305,1790.0,63.08,739.0,84.77
002627.SZ,4.9,5.09,-0.05544,-0.15129,1239.0,74.45,1317.0,72.84
002628.SZ,2.25,2.74,-0.12992,-0.35569,3135.0,35.33,2206.0,54.5
002629.SZ,2.12,3.02,-0.41237,-0.57673,4624.0,4.6,4582.0,5.47
002630.SZ,2.43,2.43,0.02941,-0.05769,759.0,84.36,677.0,86.05
002631.SZ,4.18,5.01,-0.13666,-0.28159,2387.0,50.76,2292.0,52.72
002632.SZ,7.54,7.36,0.03351,0.1594,287.0,94.1,647.0,86.67
002633.SZ,6.83,8.5,0.04463,-0.2628,2191.0,54.81,598.0,87.68
002634.SZ,4.28,5.71,-0.46341,-0.66821,4787.0,1.24,4702.0,2.99
002635.SZ,14.32,14.03,-0.01926,0.0609,442.0,90.9,1001.0,79.36
002636.SZ,6.58,7.62,-0.00774,-0.27076,2272.0,53.14,923.0,80.97
002637.SZ,8.72,9.47,0.05799,-0.21884,1752.0,63.87,535.0,88.98
002638.SZ,1.83,2.24,-0.25234,-0.45946,4046.0,16.53,3628.0,25.15
002639.SZ,5.79,6.6,-0.21203,-0.29215,2492.0,48.6,3252.0,32.91
002640.SZ,1.96,2.87,-0.48014,-0.63452,4749.0,2.02,4735.0,2.31
002641.SZ,4.35,4.81,-0.20374,-0.33159,2889.0,40.4,3176.0,34.48
002642.SZ,5.81,6.93,-0.19568,-0.11177,1002.0,79.34,3082.0,36.42
002643.SZ,11.07,13.64,-0.43657,-0.50998,4377.0,9.7,4648.0,4.11
002644.SZ,7.2,8.5,-0.10661,-0.4126,3690.0,23.88,1911.0,60.59
002645.SZ,8.1,8.99,-0.25619,-0.38861,3466.0,28.5,3664.0,24.41
002646.SZ,10.84,12.22,-0.19178,-0.38198,3403.0,29.8,3030.0,37.49
002647.SZ,3.98,4.97,-0.18936,-0.35642,3144.0,35.14,3008.0,37.95
002648.SZ,17.84,16.55,-0.0454,0.10972,345.0,92.9,1213.0,74.99
002649.SZ,8.73,10.23,-0.25319,-0.40916,3656.0,24.58,3639.0,24.93
002651.SZ,5.63,6.24,-0.11972,-0.31973,2765.0,42.96,2071.0,57.28
002652.SZ,2.49,2.75,0.26667,-0.08946,887.0,81.72,102.0,97.92
002653.SZ,29.1,25.96,0.26023,0.45764,90.0,98.16,109.0,97.77
002654.SZ,10.51,11.38,-0.15617,0.04736,466.0,90.4,2569.0,47.01
002655.SZ,10.54,11.19,0.05395,-0.05635,755.0,84.44,552.0,88.63
002657.SZ,12.59,14.87,-0.29376,-0.35261,3108.0,35.89,3965.0,18.2
002658.SZ,5.81,6.76,-0.14809,-0.3728,3301.0,31.9,2443.0,49.61
002659.SZ,3.69,4.01,-0.10539,-0.17978,1441.0,70.28,1893.0,60.96
002660.SZ,7.59,8.39,-0.13043,-0.1954,1559.0,67.85,2212.0,54.37
002661.SZ,8.05,8.69,0.13715,-0.17488,1413.0,70.86,290.0,94.04
002662.SZ,3.08,3.25,-0.09667,-0.15839,1293.0,73.34,1785.0,63.19
002663.SZ,1.42,1.64,-0.15287,-0.3814,3391.0,30.05,2521.0,48.0
002664.SZ,13.49,14.65,-0.19149,-0.1828,1462.0,69.85,3022.0,37.66
002666.SZ,3.99,4.42,-0.14699,-0.2686,2251.0,53.57,2424.0,50.0
002667.SZ,6.29,8.89,-0.27757,-0.57494,4618.0,4.73,3848.0,20.61
002668.SZ,9.2,8.05,0.13564,0.13867,310.0,93.62,295.0,93.93
002669.SZ,9.01,10.42,-0.14919,-0.40469,3625.0,25.22,2459.0,49.28
002670.SZ,9.5,9.63,-0.04262,-0.0935,912.0,81.2,1183.0,75.61
002671.SZ,3.86,4.44,-0.13382,-0.24576,2010.0,58.54,2259.0,53.4
002672.SZ,4.07,4.71,-0.23973,-0.4689,4099.0,15.44,3519.0,27.4
002673.SZ,6.69,6.63,-0.10098,-0.0737,823.0,83.04,1832.0,62.22
002674.SZ,10.51,11.24,-0.25186,-0.356,3140.0,35.22,3622.0,25.28
002675.SZ,13.12,14.87,-0.18245,-0.11796,1044.0,78.48,2928.0,39.6
002676.SZ,4.37,4.42,0.1027,0.0303,509.0,89.52,392.0,91.93
002677.SZ,8.59,9.38,-0.25514,-0.34506,3040.0,37.29,3657.0,24.56
002678.SZ,4.0,4.73,-0.18707,-0.38569,3445.0,28.93,2990.0,38.32
002679.SZ,7.73,9.97,-0.23977,-0.47198,4124.0,14.92,3521.0,27.36
002681.SZ,3.98,4.4,-0.03956,-0.06424,791.0,83.7,1158.0,76.12
002682.SZ,4.12,4.73,-0.24053,-0.20141,1613.0,66.74,3527.0,27.24
002683.SZ,20.38,20.42,0.05464,-0.12807,1093.0,77.47,549.0,88.69
002685.SZ,2.89,3.23,-0.10888,-0.13128,1118.0,76.95,1939.0,60.01
002686.SZ,4.5,5.33,-0.20367,-0.37838,3359.0,30.71,3174.0,34.52
002687.SZ,4.67,4.92,-0.25,-0.2334,1889.0,61.04,3606.0,25.61
002688.SZ,3.93,4.28,0.04816,-0.21277,1710.0,64.73,580.0,88.05
002689.SZ,2.78,3.48,-0.38583,-0.44153,3917.0,19.19,4494.0,7.28
002690.SZ,16.92,18.23,-0.30798,-0.44211,3922.0,19.09,4070.0,16.03
002691.SZ,5.11,5.84,-0.22479,-0.23987,1950.0,59.78,3378.0,30.31
002692.SZ,3.65,3.84,-0.05899,-0.09946,939.0,80.64,1347.0,72.22
002693.SZ,5.14,6.11,-0.22403,-0.30219,2591.0,46.55,3367.0,30.54
002694.SZ,4.17,5.29,-0.37244,-0.57288,4613.0,4.83,4437.0,8.46
002695.SZ,7.29,8.86,-0.20377,-0.42297,3786.0,21.89,3177.0,34.46
002696.SZ,4.38,5.33,-0.18162,-0.41562,3713.0,23.4,2916.0,39.85
002697.SZ,4.82,4.96,-0.09247,-0.24508,2001.0,58.73,1737.0,64.18
002698.SZ,13.77,14.13,-0.19048,-0.36601,3236.0,33.24,3013.0,37.85
002701.SZ,4.36,4.34,0.01874,-0.01806,636.0,86.9,744.0,84.67
002702.SZ,3.88,4.69,-0.23529,-0.41899,3747.0,22.7,3476.0,28.29
002703.SZ,11.93,13.29,-0.21045,-0.40091,3582.0,26.1,3239.0,33.18
002705.SZ,15.2,15.42,-0.14983,-0.25673,2116.0,56.36,2469.0,49.07
002706.SZ,7.17,8.23,-0.23607,-0.47107,4116.0,15.08,3485.0,28.11
002707.SZ,6.45,6.8,-0.06051,-0.22857,1830.0,62.26,1359.0,71.98
002708.SZ,8.11,8.06,-0.17366,-0.01253,621.0,87.21,2819.0,41.85
002709.SZ,18.93,22.15,-0.27924,-0.59094,4663.0,3.8,3858.0,20.41
002712.SZ,4.3,5.04,-0.24554,-0.42024,3753.0,22.58,3575.0,26.25
002713.SZ,3.44,5.38,-0.61186,-0.72276,4830.0,0.35,4832.0,0.31
002714.SZ,43.96,41.01,-0.04284,-0.05788,761.0,84.32,1184.0,75.59
002715.SZ,12.55,13.65,0.02442,-0.28733,2444.0,49.59,708.0,85.41
002716.SZ,3.31,3.0,0.01379,0.03521,497.0,89.76,767.0,84.19
002717.SZ,1.5,2.26,-0.55702,-0.69301,4812.0,0.72,4808.0,0.8
002718.SZ,11.07,13.48,-0.15144,-0.4044,3620.0,25.32,2498.0,48.47
002719.SZ,6.8,8.71,-0.21129,-0.50331,4338.0,10.5,3243.0,33.1
002722.SZ,12.13,13.13,-0.07648,-0.16257,1318.0,72.82,1546.0,68.12
002723.SZ,7.06,8.6,-0.37435,-0.5585,4566.0,5.8,4448.0,8.23
002724.SZ,4.98,6.35,-0.27835,-0.50178,4325.0,10.77,3854.0,20.49
002725.SZ,8.77,9.53,-0.13058,-0.13058,1115.0,77.01,2216.0,54.29
002726.SZ,6.87,7.27,-0.0303,-0.12386,1074.0,77.86,1082.0,77.69
002727.SZ,17.26,19.86,-0.36723,-0.50276,4332.0,10.63,4417.0,8.87
002728.SZ,10.26,13.66,-0.51449,-0.52298,4430.0,8.61,4784.0,1.3
002729.SZ,11.25,15.38,-0.2185,-0.43615,3875.0,20.06,3311.0,31.7
002730.SZ,7.04,7.91,-0.15041,-0.28261,2396.0,50.58,2479.0,48.87
002731.SZ,9.09,10.22,-0.24976,-0.41926,3748.0,22.68,3604.0,25.65
002732.SZ,15.66,17.83,-0.20643,-0.40062,3580.0,26.15,3200.0,33.99
002733.SZ,11.88,13.04,-0.22416,-0.26381,2208.0,54.46,3369.0,30.5
002734.SZ,6.88,7.42,0.05643,-0.1899,1518.0,68.7,544.0,88.79
002735.SZ,10.66,11.27,-0.22222,-0.30603,2636.0,45.63,3347.0,30.95
002736.SZ,8.71,8.9,0.05855,-0.11719,1040.0,78.56,531.0,89.06
002737.SZ,25.72,25.29,-0.17594,-0.01693,632.0,86.98,2838.0,41.46
002738.SZ,31.67,34.1,-0.19756,-0.29278,2500.0,48.43,3105.0,35.95
002739.SZ,12.81,12.74,-0.24326,-0.31394,2713.0,44.04,3551.0,26.74
002741.SZ,10.81,12.4,-0.10936,-0.26218,2182.0,54.99,1943.0,59.93
002743.SZ,4.0,4.77,-0.13876,-0.38567,3444.0,28.95,2313.0,52.29
002745.SZ,8.04,8.27,0.02243,-0.09674,926.0,80.91,724.0,85.08
002746.SZ,6.0,6.66,-0.11736,-0.33049,2878.0,40.63,2039.0,57.94
002747.SZ,15.19,17.09,-0.33478,-0.45984,4049.0,16.47,4252.0,12.28
002749.SZ,15.5,13.59,-0.1827,0.28915,168.0,96.55,2933.0,39.5
002752.SZ,5.06,5.06,0.01106,-0.03992,709.0,85.39,782.0,83.88
002753.SZ,6.09,6.71,-0.03793,-0.20626,1651.0,65.95,1147.0,76.35
002755.SZ,10.16,9.77,0.30394,0.44103,94.0,98.08,87.0,98.23
002756.SZ,41.48,45.16,-0.376,-0.35832,3163.0,34.75,4458.0,8.03
002757.SZ,12.8,13.72,-0.22718,-0.18049,1445.0,70.2,3400.0,29.86
002758.SZ,8.61,9.7,-0.23621,-0.38782,3461.0,28.6,3487.0,28.06
002759.SZ,8.14,9.47,-0.30145,-0.54061,4509.0,6.97,4025.0,16.96
002760.SZ,14.49,17.98,-0.14449,-0.43003,3839.0,20.8,2384.0,50.83
002761.SZ,8.4,9.96,-0.17127,-0.49359,4279.0,11.72,2786.0,42.53
002762.SZ,5.89,7.31,-0.29404,-0.44767,3968.0,18.14,3967.0,18.16
002763.SZ,6.99,7.63,-0.12552,-0.25499,2093.0,56.83,2145.0,55.76
002765.SZ,4.91,5.68,-0.01027,-0.26859,2250.0,53.59,939.0,80.64
002766.SZ,4.51,4.86,-0.02088,-0.18217,1457.0,69.95,1014.0,79.1
002767.SZ,12.23,13.61,-0.06373,-0.09531,922.0,80.99,1396.0,71.21
002768.SZ,19.87,20.37,-0.06492,-0.19874,1586.0,67.29,1407.0,70.99
002769.SZ,5.76,6.95,-0.19558,-0.41096,3672.0,24.25,3079.0,36.48
002771.SZ,17.86,20.13,-0.38198,-0.00193,591.0,87.83,4477.0,7.64
002772.SZ,6.61,7.34,-0.11493,-0.32383,2817.0,41.89,2010.0,58.54
002773.SZ,20.49,18.61,0.12669,0.27637,180.0,96.31,324.0,93.33
002774.SZ,6.55,7.17,-0.06369,-0.23933,1943.0,59.93,1394.0,71.25
002775.SZ,2.29,3.06,-0.14341,-0.49195,4269.0,11.93,2375.0,51.01
002777.SZ,16.94,21.3,-0.38649,-0.62756,4737.0,2.27,4498.0,7.2
002778.SZ,10.61,12.18,-0.04913,-0.3562,3142.0,35.18,1243.0,74.37
002779.SZ,32.46,27.67,-0.0923,0.34423,137.0,97.19,1731.0,64.3
002780.SZ,10.3,11.41,-0.15716,-0.28831,2456.0,49.34,2575.0,46.88
002782.SZ,10.86,11.86,-0.06977,-0.13043,1111.0,77.09,1463.0,69.83
002783.SZ,7.79,8.41,-0.18685,-0.12963,1103.0,77.26,2987.0,38.38
002785.SZ,25.45,25.8,-0.1312,0.09108,372.0,92.34,2227.0,54.07
002786.SZ,9.19,9.99,-0.52239,0.02283,529.0,89.1,4792.0,1.13
002787.SZ,7.01,7.79,-0.04328,-0.31753,2743.0,43.42,1187.0,75.53
002788.SZ,8.05,8.54,-0.03891,-0.19457,1553.0,67.97,1152.0,76.25
002789.SZ,9.1,11.42,-0.11311,-0.45766,4038.0,16.69,1995.0,58.85
002790.SZ,10.04,10.57,-0.28662,-0.36252,3202.0,33.95,3914.0,19.25
002791.SZ,30.53,38.2,-0.41722,-0.65448,4776.0,1.47,4597.0,5.16
002792.SZ,13.0,14.66,-0.32667,-0.28318,2404.0,50.41,4197.0,13.41
002793.SZ,4.31,4.82,-0.10949,-0.31073,2677.0,44.78,1946.0,59.86
002795.SZ,4.16,5.91,-0.31447,-0.60073,4688.0,3.28,4119.0,15.02
002796.SZ,8.79,9.97,-0.02057,-0.16634,1344.0,72.29,1010.0,79.18
002797.SZ,5.31,5.59,-0.06104,-0.15645,1276.0,73.69,1364.0,71.87
002798.SZ,3.71,5.01,-0.23601,-0.54026,4505.0,7.06,3484.0,28.13
002799.SZ,6.7,8.67,-0.16689,-0.45113,3982.0,17.85,2728.0,43.73
002800.SZ,12.4,14.28,-0.28642,-0.42366,3792.0,21.77,3913.0,19.27
002801.SZ,20.22,20.68,-0.19926,-0.25315,2079.0,57.12,3127.0,35.49
002802.SZ,9.07,10.48,-0.06539,-0.26377,2207.0,54.48,1413.0,70.86
002803.SZ,13.03,16.26,-0.36886,-0.43421,3863.0,20.31,4424.0,8.73
002805.SZ,11.43,13.44,-0.0796,-0.3994,3570.0,26.35,1591.0,67.19
002806.SZ,8.99,10.27,0.20146,-0.12156,1065.0,78.04,164.0,96.64
002807.SZ,3.81,3.74,-0.01075,-0.04663,726.0,85.04,942.0,80.58
002809.SZ,7.62,8.95,-0.13718,-0.3757,3326.0,31.39,2295.0,52.66
002810.SZ,13.29,15.7,-0.22,-0.29215,2492.0,48.6,3322.0,31.47
002811.SZ,6.83,7.74,0.11967,-0.23602,1919.0,60.42,344.0,92.92
002812.SZ,36.38,47.18,-0.37474,-0.68357,4802.0,0.93,4449.0,8.21
002813.SZ,28.1,30.63,-0.16771,-0.23327,1886.0,61.1,2739.0,43.5
002815.SZ,8.55,9.18,-0.06977,-0.26131,2164.0,55.37,1463.0,69.83
002817.SZ,5.95,7.08,-0.1547,-0.36298,3208.0,33.82,2554.0,47.32
002818.SZ,12.8,13.05,-0.17661,-0.25872,2134.0,55.98,2845.0,41.31
002819.SZ,22.92,24.7,-0.27263,-0.17299,1399.0,71.15,3799.0,21.63
002820.SZ,8.11,9.33,-0.17916,-0.35688,3147.0,35.08,2884.0,40.51
002821.SZ,76.47,101.89,-0.34794,-0.4835,4214.0,13.06,4318.0,10.92
002823.SZ,11.82,11.46,0.37461,0.35487,130.0,97.34,62.0,98.74
002824.SZ,14.1,16.06,-0.03741,-0.23014,1852.0,61.8,1142.0,76.45
002825.SZ,6.67,7.25,-0.09941,-0.26066,2154.0,55.57,1817.0,62.53
002826.SZ,8.36,9.7,0.03069,-0.23165,1869.0,61.45,667.0,86.26
002827.SZ,19.81,17.2,0.62198,1.23041,5.0,99.92,14.0,99.73
002828.SZ,8.9,9.58,-0.08565,-0.13961,1168.0,75.92,1652.0,65.93
002829.SZ,18.54,22.23,-0.02674,-0.36784,3257.0,32.81,1056.0,78.23
002830.SZ,10.44,12.02,-0.05648,-0.25747,2125.0,56.17,1327.0,72.64
002831.SZ,24.91,25.11,-0.11645,-0.01246,619.0,87.25,2029.0,58.15
002832.SZ,26.49,29.48,-0.38254,-0.45258,4001.0,17.46,4480.0,7.57
002833.SZ,18.84,18.36,-0.18167,-0.09913,937.0,80.69,2917.0,39.83
002835.SZ,16.16,16.24,-0.00852,-0.1313,1120.0,76.91,928.0,80.87
002836.SZ,6.27,7.12,0.00329,-0.24815,2035.0,58.03,838.0,82.73
002837.SZ,26.24,26.05,-0.2922,-0.24955,2048.0,57.76,3957.0,18.37
002838.SZ,10.06,11.35,-0.16535,-0.40717,3643.0,24.85,2700.0,44.3
002839.SZ,4.05,4.1,-0.05693,-0.16993,1374.0,71.67,1330.0,72.58
002840.SZ,18.13,17.66,-0.35524,-0.24083,1959.0,59.6,4359.0,10.07
002841.SZ,31.68,38.45,-0.19241,-0.42336,3791.0,21.79,3043.0,37.23
002842.SZ,5.75,6.94,-0.09605,-0.37559,3325.0,31.41,1778.0,63.33
002843.SZ,15.52,18.87,-0.34431,-0.21187,1700.0,64.94,4299.0,11.31
002845.SZ,13.15,14.82,-0.13478,-0.16034,1304.0,73.11,2269.0,53.2
002846.SZ,7.61,8.94,-0.07062,-0.39799,3554.0,26.68,1480.0,69.48
002847.SZ,54.9,64.42,-0.43622,-0.50136,4321.0,10.85,4647.0,4.13
002848.SZ,7.45,9.11,-0.15385,-0.26667,2239.0,53.82,2539.0,47.63
002849.SZ,12.28,14.69,-0.35535,-0.3711,3286.0,32.21,4361.0,10.03
002850.SZ,83.94,85.07,0.02947,-0.39228,3498.0,27.84,676.0,86.07
002851.SZ,24.8,25.4,-0.09263,-0.25693,2119.0,56.29,1742.0,64.07
002852.SZ,7.71,9.17,-0.20403,-0.44366,3934.0,18.84,3180.0,34.4
002853.SZ,8.09,10.97,-0.20655,-0.59897,4684.0,3.36,3201.0,33.97
002855.SZ,22.3,26.95,-0.36858,0.97205,22.0,99.57,4422.0,8.77
002856.SZ,7.96,9.72,-0.12073,-0.37383,3313.0,31.65,2080.0,57.1
002857.SZ,11.59,14.03,-0.22864,-0.49897,4301.0,11.27,3411.0,29.63
002858.SZ,11.19,13.83,-0.22901,-0.48278,4209.0,13.17,3415.0,29.55
002859.SZ,20.05,22.46,-0.24564,-0.37113,3287.0,32.19,3577.0,26.21
002860.SZ,8.93,10.63,-0.23992,-0.44695,3960.0,18.3,3523.0,27.32
002861.SZ,9.54,10.93,0.19956,-0.04431,722.0,85.12,168.0,96.55
002862.SZ,13.76,15.14,0.06672,-0.27167,2283.0,52.91,504.0,89.62
002863.SZ,4.22,5.02,-0.17978,-0.3696,3270.0,32.54,2892.0,40.34
002864.SZ,27.74,32.27,-0.25231,-0.28174,2389.0,50.72,3627.0,25.18
002865.SZ,50.04,66.45,-0.47869,-0.58656,4651.0,4.04,4731.0,2.39
002866.SZ,13.47,16.57,-0.14172,-0.39916,3568.0,26.39,2354.0,51.44
002867.SZ,15.18,15.77,-0.47449,-0.31768,2748.0,43.31,4725.0,2.52
002868.SZ,15.31,19.51,-0.37584,-0.58166,4640.0,4.27,4457.0,8.05
002869.SZ,23.79,21.22,0.43985,0.39442,109.0,97.77,40.0,99.2
002870.SZ,31.05,31.95,-0.07719,-0.05149,739.0,84.77,1553.0,67.97
002871.SZ,8.48,9.53,-0.04054,-0.33248,2901.0,40.16,1164.0,76.0
002873.SZ,10.05,10.97,-0.17623,-0.32014,2774.0,42.78,2842.0,41.37
002875.SZ,11.79,12.25,-0.42446,-0.12201,1067.0,78.0,4617.0,4.75
002876.SZ,23.35,26.83,-0.16478,-0.34431,3031.0,37.47,2692.0,44.47
002877.SZ,7.76,8.75,-0.27024,-0.34026,2992.0,38.28,3783.0,21.96
002878.SZ,12.68,14.55,-0.2798,-0.35732,3155.0,34.92,3863.0,20.31
002879.SZ,13.47,14.14,-0.04426,-0.13977,1169.0,75.9,1198.0,75.3
002880.SZ,28.47,31.06,-0.03609,-0.23584,1916.0,60.48,1127.0,76.76
002881.SZ,21.04,23.65,-0.07614,-0.16685,1348.0,72.2,1541.0,68.22
002882.SZ,16.3,15.64,-0.20387,0.02027,537.0,88.94,3178.0,34.44
002883.SZ,9.24,10.42,-0.07363,-0.2874,2445.0,49.57,1514.0,68.78
002884.SZ,19.02,17.94,-0.10161,0.06433,426.0,91.23,1840.0,62.05
002885.SZ,11.55,14.38,-0.21476,-0.3839,3428.0,29.28,3283.0,32.27
002886.SZ,14.92,16.58,-0.11073,-0.24007,1953.0,59.72,1967.0,59.43
002887.SZ,6.64,7.55,-0.09774,-0.41349,3700.0,23.67,1802.0,62.84
002888.SZ,14.31,15.9,-0.05764,0.19868,237.0,95.13,1339.0,72.39
002889.SZ,18.85,21.34,-0.27641,-0.19268,1540.0,68.24,3834.0,20.9
002890.SZ,10.44,12.16,-0.28943,-0.41926,3748.0,22.68,3934.0,18.84
002891.SZ,22.1,23.15,-0.06042,-0.0949,919.0,81.06,1357.0,72.02
002892.SZ,11.09,12.69,-0.4622,-0.28371,2412.0,50.25,4697.0,3.1
002893.SZ,9.61,10.24,-0.10556,-0.3325,2902.0,40.14,1898.0,60.85
002895.SZ,18.5,18.11,-0.02217,-0.00226,592.0,87.8,1021.0,78.95
002896.SZ,30.18,32.62,-0.20267,-0.19017,1521.0,68.63,3165.0,34.71
002897.SZ,36.96,36.06,0.12578,0.06134,441.0,90.92,329.0,93.23
002898.SZ,9.66,11.33,-0.08745,-0.24123,1963.0,59.51,1673.0,65.5
002899.SZ,13.78,14.51,-0.03913,-0.25307,2078.0,57.14,1154.0,76.21
002900.SZ,9.59,11.15,-0.0958,-0.36024,3177.0,34.46,1777.0,63.35
002901.SZ,27.75,31.05,-0.20196,-0.20061,1607.0,66.86,3155.0,34.92
002902.SZ,22.92,23.42,-0.19183,-0.17463,1409.0,70.95,3032.0,37.45
002903.SZ,17.02,18.68,-0.17869,-0.18985,1517.0,68.72,2875.0,40.69
002905.SZ,6.95,8.65,-0.28375,-0.48656,4231.0,12.71,3900.0,19.54
002906.SZ,27.02,28.79,-0.04681,-0.19602,1563.0,67.77,1227.0,74.7
002907.SZ,13.39,14.71,-0.09064,-0.29006,2472.0,49.01,1716.0,64.61
002908.SZ,8.35,10.24,-0.26832,-0.44696,3961.0,18.28,3767.0,22.29
002909.SZ,4.71,6.06,-0.29098,-0.5013,4320.0,10.87,3948.0,18.55
002910.SZ,6.93,8.69,-0.19389,-0.45365,4016.0,17.15,3062.0,36.83
002911.SZ,10.87,11.41,-0.24364,-0.19656,1570.0,67.62,3554.0,26.68
002912.SZ,20.0,24.63,-0.46667,-0.57953,4633.0,4.42,4713.0,2.77
002913.SZ,26.18,27.83,-0.16507,-0.22453,1803.0,62.81,2697.0,44.37
002915.SZ,11.16,12.4,-0.20777,-0.26542,2222.0,54.17,3210.0,33.78
002916.SZ,99.4,82.47,0.22389,0.50781,75.0,98.47,144.0,97.05
002917.SZ,8.85,9.06,0.05677,-0.17854,1433.0,70.45,541.0,88.86
002918.SZ,9.81,12.28,-0.32464,-0.58393,4646.0,4.15,4188.0,13.6
002919.SZ,16.2,22.72,-0.4653,-0.65518,4778.0,1.42,4708.0,2.87
002920.SZ,104.15,113.34,-0.12693,-0.34864,3076.0,36.55,2167.0,55.3
002921.SZ,10.8,12.97,-0.22417,-0.34712,3058.0,36.92,3370.0,30.48
002922.SZ,18.0,15.98,0.29527,0.33209,142.0,97.09,89.0,98.18
002923.SZ,9.97,11.09,-0.24506,-0.26094,2160.0,55.45,3569.0,26.37
002925.SZ,13.35,15.62,-0.32729,-0.37062,3279.0,32.36,4201.0,13.33
002926.SZ,6.96,7.5,-0.17707,-0.27982,2371.0,51.09,2851.0,41.19
002927.SZ,12.33,12.92,-0.07902,-0.18745,1497.0,69.13,1578.0,67.46
002928.SZ,6.19,6.63,0.08175,-0.3027,2599.0,46.39,441.0,90.92
002929.SZ,31.92,35.4,-0.30763,-0.30344,2604.0,46.29,4066.0,16.12
002930.SZ,13.52,16.96,-0.30813,-0.51694,4411.0,9.0,4072.0,15.99
002931.SZ,11.34,12.36,-0.42817,-0.22445,1802.0,62.84,4628.0,4.52
002932.SZ,18.56,20.51,-0.12891,-0.29285,2501.0,48.41,2190.0,54.83
002933.SZ,25.7,27.73,-0.09983,-0.06422,790.0,83.72,1821.0,62.44
002935.SZ,14.65,16.21,-0.23746,-0.3283,2855.0,41.11,3496.0,27.88
002936.SZ,1.86,1.98,-0.16425,-0.22072,1773.0,63.43,2683.0,44.66
002937.SZ,20.87,21.6,-0.2062,-0.23374,1892.0,60.98,3199.0,34.01
002938.SZ,30.58,25.39,0.56642,0.60393,55.0,98.89,22.0,99.57
002939.SZ,7.1,7.62,-0.13929,-0.25143,2062.0,57.47,2320.0,52.15
002940.SZ,15.04,17.14,-0.17322,-0.26757,2245.0,53.69,2810.0,42.03
002941.SZ,10.47,12.5,-0.14555,-0.40807,3649.0,24.72,2404.0,50.41
002942.SZ,12.8,14.88,-0.02994,-0.31564,2725.0,43.79,1080.0,77.73
002943.SZ,21.18,23.86,-0.40816,-0.43449,3865.0,20.26,4568.0,5.76
002945.SZ,10.83,12.48,-0.2498,-0.42066,3762.0,22.39,3605.0,25.63
002946.SZ,9.52,11.0,-0.16633,-0.41559,3712.0,23.42,2716.0,43.97
002947.SZ,32.29,29.26,0.12023,0.89399,28.0,99.44,343.0,92.94
002948.SZ,3.36,3.3,-0.00613,-0.03284,684.0,85.91,911.0,81.22
002949.SZ,10.18,11.99,-0.14159,-0.418,3742.0,22.8,2348.0,51.57
002950.SZ,7.31,8.37,-0.10405,-0.3303,2876.0,40.67,1874.0,61.35
002952.SZ,23.1,22.9,-0.39576,0.2736,181.0,96.29,4529.0,6.56
002953.SZ,9.6,10.93,-0.28571,-0.33363,2914.0,39.89,3909.0,19.36
002955.SZ,23.58,25.28,-0.22961,0.09958,356.0,92.67,3422.0,29.41
002956.SZ,13.36,13.56,-0.02533,-0.1977,1577.0,67.48,1046.0,78.44
002957.SZ,13.89,15.05,-0.04643,-0.11589,1032.0,78.72,1224.0,74.76
002958.SZ,2.7,2.7,-0.08727,-0.12544,1083.0,77.67,1670.0,65.56
002959.SZ,52.96,53.66,-0.26767,-0.38186,3400.0,29.86,3757.0,22.49
002960.SZ,13.13,14.11,-0.33096,-0.45221,3996.0,17.56,4222.0,12.9
002961.SZ,11.62,13.31,-0.11417,-0.34905,3083.0,36.4,2001.0,58.73
002962.SZ,14.91,14.67,-0.09405,0.12805,319.0,93.44,1759.0,63.72
002963.SZ,10.61,12.46,-0.05695,-0.33447,2929.0,39.58,1331.0,72.55
002965.SZ,32.84,36.29,-0.22776,-0.2914,2485.0,48.74,3407.0,29.72
002966.SZ,7.32,7.0,-0.00564,0.02174,532.0,89.04,908.0,81.28
002967.SZ,13.44,13.73,0.08955,-0.14174,1179.0,75.69,419.0,91.37
002968.SZ,9.34,10.99,-0.09685,-0.4006,3579.0,26.17,1788.0,63.12
002969.SZ,3.17,3.57,-0.15868,-0.2904,2474.0,48.97,2599.0,46.39
002970.SZ,32.26,30.72,0.17332,0.04237,476.0,90.2,209.0,95.71
002971.SZ,23.43,24.18,-0.3601,-0.34835,3071.0,36.65,4381.0,9.62
002972.SZ,9.38,10.3,0.04478,-0.16879,1364.0,71.87,597.0,87.7
