ts_code,MA120,MA250,PC120,PC250,250RPS_Rank,250RPS,120RPS_Rank,120RPS
002258.SZ,8.58,10.28,-0.25052,-0.45811,4040.0,16.65,3610.0,25.53
002261.SZ,12.38,14.27,-0.26257,-0.27489,2314.0,52.27,3709.0,23.48
002262.SZ,23.87,24.85,0.17314,0.06778,419.0,91.37,210.0,95.69
002263.SZ,2.21,2.37,-0.18182,-0.29213,2491.0,48.62,2919.0,39.79
002264.SZ,5.33,5.27,0.08274,-0.20348,1634.0,66.3,439.0,90.96
002265.SZ,9.41,10.51,-0.1791,-0.35947,3173.0,34.54,2883.0,40.53
002266.SZ,3.08,3.35,-0.13595,-0.30414,2613.0,46.1,2282.0,52.93
002267.SZ,7.3,7.22,0.03704,-0.13736,1153.0,76.23,630.0,87.02
002268.SZ,15.78,19.06,-0.40932,-0.51935,4415.0,8.91,4574.0,5.63
002269.SZ,1.39,1.59,-0.16265,-0.25269,2074.0,57.22,2661.0,45.11
002270.SZ,19.71,16.57,0.00552,0.57849,58.0,98.82,822.0,83.06
002271.SZ,14.05,18.19,-0.36,-0.63585,4753.0,1.94,4379.0,9.66
002272.SZ,5.23,5.63,-0.3315,-0.20847,1668.0,65.6,4230.0,12.73
002273.SZ,15.85,13.78,0.4821,0.67522,43.0,99.13,34.0,99.32
002274.SZ,7.54,7.4,-0.09387,-0.05055,735.0,84.85,1757.0,63.76
002275.SZ,13.58,14.22,-0.02939,-0.12135,1061.0,78.13,1077.0,77.8
002276.SZ,7.84,8.91,-0.27149,-0.37354,3310.0,31.72,3789.0,21.83
002277.SZ,2.42,3.02,-0.16412,-0.36337,3214.0,33.7,2678.0,44.76
002278.SZ,4.41,5.01,-0.0093,-0.24334,1982.0,59.12,934.0,80.75
002279.SZ,4.96,5.79,-0.16415,-0.40457,3622.0,25.28,2679.0,44.74
002281.SZ,34.77,31.39,-0.20243,0.01546,549.0,88.69,3162.0,34.77
002282.SZ,6.42,6.82,-0.05313,-0.19841,1581.0,67.4,1285.0,73.5
002283.SZ,4.74,5.42,-0.23596,-0.3694,3269.0,32.56,3483.0,28.15
002284.SZ,7.22,8.1,-0.03536,-0.27601,2327.0,52.0,1123.0,76.85
002285.SZ,1.81,2.17,-0.1,-0.39576,3536.0,27.05,1822.0,62.42
002286.SZ,6.12,6.93,0.05052,-0.2583,2131.0,56.05,567.0,88.32
002287.SZ,20.73,21.8,-0.05195,-0.14599,1206.0,75.13,1276.0,73.69
002290.SZ,13.27,12.54,0.03284,0.03823,490.0,89.91,653.0,86.55
002291.SZ,5.16,7.19,-0.37258,-0.61198,4710.0,2.83,4438.0,8.44
002292.SZ,6.44,7.24,-0.24599,-0.38361,3424.0,29.36,3580.0,26.15
002293.SZ,8.61,9.32,-0.30832,-0.36389,3218.0,33.62,4077.0,15.89
002294.SZ,28.52,29.25,0.1165,0.09953,357.0,92.65,353.0,92.74
002295.SZ,5.86,6.58,-0.11504,-0.28469,2421.0,50.06,2011.0,58.52
002296.SZ,8.78,8.19,0.14499,-0.00777,608.0,87.47,272.0,94.41
002297.SZ,6.34,6.83,-0.10114,-0.26826,2248.0,53.63,1834.0,62.17
002298.SZ,4.72,5.14,-0.17742,-0.38974,3475.0,28.31,2858.0,41.04
002299.SZ,14.76,16.3,-0.23263,-0.3974,3550.0,26.76,3456.0,28.7
002300.SZ,5.61,6.9,-0.29027,-0.40811,3650.0,24.7,3943.0,18.65
002301.SZ,5.24,5.96,-0.16955,-0.30029,2573.0,46.93,2760.0,43.07
002302.SZ,5.76,6.25,0.21263,0.04377,473.0,90.26,157.0,96.78
002303.SZ,2.78,3.09,-0.01394,-0.19143,1527.0,68.51,964.0,80.13
002304.SZ,89.71,102.74,-0.22216,-0.42319,3789.0,21.83,3346.0,30.97
002305.SZ,1.66,1.88,-0.13018,-0.38494,3441.0,29.01,2209.0,54.44
002306.SZ,3.04,3.49,-0.30362,-0.35897,3171.0,34.59,4044.0,16.57
002307.SZ,3.29,3.94,-0.18442,-0.4019,3596.0,25.82,2955.0,39.04
002311.SZ,45.92,44.83,-0.12719,-0.17128,1381.0,71.52,2172.0,55.2
002312.SZ,7.04,7.02,0.03602,-0.12103,1057.0,78.21,636.0,86.9
002313.SZ,7.8,8.17,-0.33143,-0.20408,1637.0,66.24,4228.0,12.77
002314.SZ,2.26,2.67,-0.25896,-0.47899,4184.0,13.68,3688.0,23.92
002315.SZ,29.32,30.04,-0.27265,-0.22927,1839.0,62.07,3800.0,21.61
002317.SZ,13.4,14.73,-0.29577,-0.25933,2140.0,55.86,3982.0,17.85
002318.SZ,22.71,21.05,-0.16482,0.1452,303.0,93.77,2694.0,44.43
002319.SZ,10.75,12.43,-0.26892,-0.446,3954.0,18.43,3773.0,22.16
002320.SZ,5.83,5.83,-0.24171,-0.20661,1654.0,65.89,3535.0,27.07
002321.SZ,1.67,2.01,-0.17553,-0.38492,3440.0,29.03,2834.0,41.54
002322.SZ,14.36,12.91,0.26272,0.61235,53.0,98.93,108.0,97.79
002323.SZ,1.33,1.81,-0.38506,-0.59623,4677.0,3.51,4491.0,7.35
002324.SZ,9.22,10.86,-0.1701,-0.39827,3557.0,26.62,2765.0,42.96
002326.SZ,8.96,10.46,-0.23924,-0.43911,3898.0,19.58,3515.0,27.49
002327.SZ,10.08,9.52,-0.33364,-0.19978,1599.0,67.02,4245.0,12.42
002328.SZ,4.89,5.38,-0.11609,-0.26316,2198.0,54.66,2023.0,58.27
002329.SZ,3.47,4.59,-0.36343,-0.54167,4515.0,6.85,4401.0,9.2
002330.SZ,4.05,4.75,-0.12679,-0.36411,3220.0,33.57,2160.0,55.45
002331.SZ,6.9,7.2,-0.01067,-0.02112,651.0,86.59,941.0,80.6
002332.SZ,11.28,11.4,0.151,0.00087,584.0,87.97,258.0,94.7
002333.SZ,5.77,6.02,-0.14974,-0.21835,1747.0,63.97,2468.0,49.09
002334.SZ,6.63,7.64,-0.29278,-0.4335,3854.0,20.49,3962.0,18.26
002335.SZ,23.46,25.64,-0.35947,-0.45517,4026.0,16.94,4376.0,9.72
002337.SZ,4.15,4.84,-0.19078,-0.30824,2654.0,45.25,3016.0,37.78
002338.SZ,28.79,30.76,-0.17891,-0.21953,1760.0,63.7,2880.0,40.59
002339.SZ,6.08,6.51,-0.12584,-0.2327,1879.0,61.25,2152.0,55.61
002340.SZ,6.26,5.94,0.09677,-0.11214,1005.0,79.28,402.0,91.73
002342.SZ,3.18,3.64,-0.14327,-0.29056,2477.0,48.91,2371.0,51.09
002343.SZ,6.36,6.45,-0.2971,-0.27612,2332.0,51.9,3993.0,17.62
002344.SZ,3.36,3.77,-0.14773,-0.38272,3412.0,29.61,2433.0,49.81
002345.SZ,5.42,5.95,-0.28822,-0.25,2052.0,57.68,3928.0,18.96
002346.SZ,8.4,9.78,-0.23768,-0.41216,3683.0,24.02,3498.0,27.84
002347.SZ,4.17,4.71,-0.2334,-0.29109,2483.0,48.78,3467.0,28.48
002348.SZ,2.68,3.11,-0.25828,-0.38462,3432.0,29.2,3677.0,24.14
002349.SZ,7.26,8.04,-0.08445,-0.2734,2302.0,52.52,1640.0,66.18
002350.SZ,5.13,5.64,-0.04242,-0.27301,2294.0,52.68,1180.0,75.67
002351.SZ,12.52,14.37,-0.25843,-0.39039,3479.0,28.23,3682.0,24.04
002352.SZ,36.04,38.16,-0.04219,-0.20179,1617.0,66.65,1177.0,75.73
002353.SZ,32.29,30.53,-0.11219,-0.00073,589.0,87.87,1985.0,59.06
002354.SZ,3.53,4.45,-0.45376,-0.54885,4535.0,6.44,4684.0,3.36
002355.SZ,4.5,5.0,0.00941,-0.29091,2481.0,48.82,790.0,83.72
002356.SZ,3.5,4.26,-0.3186,-0.4663,4083.0,15.77,4145.0,14.49
002357.SZ,5.76,6.4,-0.06952,-0.26582,2227.0,54.07,1461.0,69.87
002358.SZ,3.57,3.84,-0.17725,-0.27506,2316.0,52.23,2854.0,41.13
002360.SZ,5.38,6.12,-0.24468,-0.41564,3714.0,23.38,3563.0,26.5
002361.SZ,3.32,3.55,0.02326,-0.21228,1707.0,64.8,718.0,85.2
002362.SZ,17.57,20.22,-0.28675,-0.3411,3001.0,38.09,3918.0,19.17
002363.SZ,6.2,6.88,-0.13438,-0.17926,1437.0,70.37,2264.0,53.3
002364.SZ,5.97,6.65,0.0446,-0.17143,1382.0,71.5,599.0,87.66
002365.SZ,7.35,8.4,0.02786,-0.26366,2204.0,54.54,688.0,85.82
002366.SZ,3.96,4.6,-0.28125,-0.47386,4138.0,14.63,3873.0,20.1
002367.SZ,6.41,7.13,-0.2893,-0.3618,3193.0,34.13,3932.0,18.88
002368.SZ,21.06,25.36,-0.44607,-0.65341,4775.0,1.49,4668.0,3.69
002369.SZ,4.0,4.77,-0.12708,-0.1047,965.0,80.11,2170.0,55.24
002370.SZ,2.95,3.65,-0.10272,-0.325,2827.0,41.68,1857.0,61.7
002371.SZ,313.14,278.8,0.04776,0.19365,243.0,95.01,584.0,87.97
002372.SZ,15.65,15.87,-0.25451,-0.43862,3894.0,19.67,3650.0,24.7
002373.SZ,9.26,10.29,-0.22931,-0.37052,3275.0,32.44,3420.0,29.45
002374.SZ,2.23,2.93,-0.38129,-0.56122,4574.0,5.63,4473.0,7.72
002375.SZ,3.56,4.14,-0.17507,-0.35073,3095.0,36.15,2831.0,41.6
002376.SZ,5.67,6.47,-0.11,-0.2861,2433.0,49.81,1956.0,59.66
002377.SZ,2.06,2.32,-0.20561,-0.44805,3969.0,18.12,3189.0,34.21
002378.SZ,5.97,5.71,0.15292,-0.00348,597.0,87.7,253.0,94.8
002379.SZ,5.25,4.83,0.17882,0.11333,336.0,93.09,201.0,95.87
002380.SZ,16.94,17.11,-0.02052,-0.13223,1124.0,76.83,1009.0,79.2
002381.SZ,7.12,7.29,-0.13947,-0.13947,1166.0,75.96,2322.0,52.1
002382.SZ,4.94,5.73,-0.1376,-0.33083,2881.0,40.57,2301.0,52.54
002383.SZ,6.22,6.74,-0.12656,-0.15559,1266.0,73.9,2156.0,55.53
002384.SZ,18.51,17.76,0.51789,0.14687,302.0,93.79,26.0,99.48
002385.SZ,4.44,5.37,-0.22288,-0.40303,3606.0,25.61,3353.0,30.83
002386.SZ,4.23,4.73,-0.1224,-0.36242,3200.0,33.99,2102.0,56.64
002387.SZ,6.79,8.19,-0.26445,-0.21004,1682.0,65.31,3726.0,23.13
002388.SZ,3.74,4.84,-0.125,-0.40161,3593.0,25.88,2132.0,56.03
002389.SZ,14.83,16.71,-0.11866,-0.36212,3195.0,34.09,2054.0,57.64
002390.SZ,3.58,4.06,-0.1601,-0.2936,2510.0,48.23,2626.0,45.83
002391.SZ,4.87,5.59,-0.125,-0.33673,2956.0,39.02,2132.0,56.03
002392.SZ,3.33,3.47,-0.01852,-0.1565,1277.0,73.67,995.0,79.49
002393.SZ,19.95,22.56,-0.32821,-0.3435,3022.0,37.66,4207.0,13.21
002394.SZ,6.68,7.47,-0.12573,-0.35421,3120.0,35.64,2148.0,55.7
002395.SZ,14.63,13.86,-0.01271,0.22428,219.0,95.5,953.0,80.35
002396.SZ,14.39,16.2,-0.17831,-0.31076,2678.0,44.76,2866.0,40.88
002397.SZ,2.29,2.92,-0.29818,-0.45326,4012.0,17.23,4004.0,17.4
002398.SZ,3.89,4.39,-0.10178,-0.34871,3079.0,36.48,1841.0,62.03
002399.SZ,9.4,10.38,0.17598,-0.13017,1108.0,77.16,204.0,95.81
002400.SZ,5.19,5.39,-0.18858,-0.19554,1561.0,67.81,3002.0,38.07
002401.SZ,15.45,17.07,-0.29083,-0.40469,3625.0,25.22,3945.0,18.61
002402.SZ,11.01,12.29,-0.24285,-0.36532,3231.0,33.35,3546.0,26.85
002403.SZ,7.34,7.92,-0.22874,-0.22874,1834.0,62.17,3413.0,29.59
002404.SZ,5.55,5.79,-0.01563,-0.21981,1761.0,63.68,978.0,79.84
002405.SZ,6.93,8.11,0.01831,-0.32619,2841.0,41.39,745.0,84.65
002406.SZ,5.39,5.89,-0.18391,-0.08133,856.0,82.36,2947.0,39.21
002407.SZ,12.71,13.89,-0.23658,-0.42158,3774.0,22.14,3491.0,27.98
002408.SZ,5.32,5.46,0.08075,-0.16613,1343.0,72.31,446.0,90.82
002409.SZ,58.81,57.34,0.01927,-0.13799,1156.0,76.17,741.0,84.73
002410.SZ,10.97,15.07,-0.25297,-0.68024,4798.0,1.01,3637.0,24.97
002412.SZ,5.5,6.01,0.03696,-0.17747,1426.0,70.59,632.0,86.98
002413.SZ,4.01,4.66,-0.16667,-0.34535,3044.0,37.21,2720.0,43.89
002414.SZ,6.54,6.88,-0.04355,-0.20616,1650.0,65.97,1189.0,75.48
002415.SZ,31.12,32.55,-0.22916,-0.23858,1935.0,60.09,3418.0,29.49
002416.SZ,10.15,9.22,0.05234,0.3292,144.0,97.05,561.0,88.44
002418.SZ,2.19,2.51,-0.26693,-0.35664,3145.0,35.12,3749.0,22.66
002419.SZ,4.62,5.03,-0.13531,-0.32841,2857.0,41.06,2271.0,53.16
002420.SZ,4.94,5.42,0.10817,-0.20926,1675.0,65.46,377.0,92.24
002421.SZ,2.55,2.87,-0.26,-0.33333,2909.0,39.99,3695.0,23.77
002422.SZ,31.27,29.21,0.1621,0.18535,255.0,94.76,231.0,95.25
002423.SZ,7.83,7.58,-0.07975,-0.07178,816.0,83.18,1593.0,67.15
002425.SZ,2.98,3.74,-0.21277,-0.46042,4050.0,16.45,3259.0,32.77
002426.SZ,1.65,1.97,-0.01667,-0.18807,1502.0,69.03,980.0,79.8
002427.SZ,3.38,4.33,-0.25401,-0.57599,4621.0,4.66,3645.0,24.8
002428.SZ,11.2,11.75,0.193,-0.01701,633.0,86.96,178.0,96.35
002429.SZ,4.98,5.15,-0.14447,-0.09703,930.0,80.83,2383.0,50.85
002430.SZ,24.22,27.1,-0.33808,-0.42306,3787.0,21.87,4274.0,11.82
002431.SZ,1.84,2.15,-0.29767,-0.46643,4085.0,15.72,3997.0,17.54
002432.SZ,41.45,39.34,0.03897,0.23514,209.0,95.71,625.0,87.12
002434.SZ,5.44,6.57,-0.20854,-0.45103,3981.0,17.87,3219.0,33.59
002436.SZ,10.89,12.12,-0.33135,-0.23404,1895.0,60.92,4225.0,12.84
002437.SZ,1.97,2.16,-0.07767,-0.11628,1034.0,78.68,1560.0,67.83
002438.SZ,11.56,11.03,-0.03368,-0.06685,800.0,83.51,1104.0,77.24
002439.SZ,17.53,21.48,-0.37967,-0.51371,4391.0,9.41,4465.0,7.88
002440.SZ,5.95,6.18,-0.03584,-0.18938,1512.0,68.82,1125.0,76.81
002441.SZ,7.87,8.51,-0.08,-0.287,2442.0,49.63,1598.0,67.04
002442.SZ,4.54,4.91,-0.04545,-0.16667,1347.0,72.22,1215.0,74.95
002443.SZ,5.76,6.25,-0.14,-0.22406,1800.0,62.88,2328.0,51.98
002444.SZ,25.07,22.72,0.18962,0.193,245.0,94.96,181.0,96.29
002445.SZ,1.84,2.05,-0.20673,-0.30962,2668.0,44.96,3204.0,33.9
002446.SZ,6.11,7.3,-0.19242,-0.32872,2861.0,40.98,3044.0,37.21
002448.SZ,6.04,6.37,-0.09428,-0.24544,2004.0,58.67,1763.0,63.64
002449.SZ,7.06,7.67,0.0259,-0.11648,1036.0,78.64,699.0,85.6
002451.SZ,5.43,6.05,-0.15085,-0.35521,3128.0,35.47,2488.0,48.68
002452.SZ,7.26,6.95,0.12662,0.03428,499.0,89.72,325.0,93.31
002453.SZ,5.02,7.9,-0.49417,-0.69957,4815.0,0.66,4757.0,1.86
002454.SZ,5.93,6.6,-0.07292,-0.28129,2383.0,50.85,1504.0,68.98
002455.SZ,8.33,7.51,0.37328,0.01451,552.0,88.63,64.0,98.7
002456.SZ,8.51,8.36,-0.12088,0.52672,67.0,98.64,2084.0,57.02
002457.SZ,8.13,8.38,0.0691,0.01069,561.0,88.44,492.0,89.87
002458.SZ,9.38,10.16,-0.22157,-0.33221,2896.0,40.26,3341.0,31.08
002459.SZ,13.61,17.81,-0.46904,-0.64661,4764.0,1.71,4715.0,2.72
002460.SZ,32.57,37.67,-0.30241,-0.46231,4062.0,16.2,4036.0,16.74
002461.SZ,8.11,8.14,0.156,-0.01365,625.0,87.12,241.0,95.05
002462.SZ,11.74,12.79,-0.07451,-0.18494,1475.0,69.58,1522.0,68.61
002463.SZ,33.19,27.14,0.06759,0.49442,80.0,98.37,500.0,89.7
002465.SZ,10.37,10.98,-0.23057,-0.11546,1030.0,78.77,3435.0,29.14
002466.SZ,36.74,45.67,-0.48942,-0.56425,4585.0,5.41,4746.0,2.08
002467.SZ,3.59,4.09,-0.28289,-0.26185,2175.0,55.14,3892.0,19.71
002468.SZ,8.72,8.79,0.11027,-0.1585,1294.0,73.32,370.0,92.39
002469.SZ,5.61,5.71,-0.04669,-0.15808,1290.0,73.4,1225.0,74.74
002470.SZ,1.45,1.62,-0.02759,-0.36199,3194.0,34.11,1062.0,78.11
002471.SZ,2.34,2.64,-0.28044,-0.32056,2777.0,42.72,3866.0,20.24
002472.SZ,22.29,24.6,-0.15934,-0.33682,2958.0,38.98,2612.0,46.12
002474.SZ,4.81,5.79,-0.16667,-0.43182,3845.0,20.68,2720.0,43.89
002475.SZ,33.64,32.05,0.36976,0.2275,217.0,95.54,69.0,98.6
002476.SZ,4.03,4.7,-0.28119,-0.22436,1801.0,62.86,3872.0,20.12
002478.SZ,5.54,5.71,-0.2031,-0.32606,2838.0,41.46,3168.0,34.65
002479.SZ,3.88,4.23,-0.09024,-0.21308,1713.0,64.67,1708.0,64.78
002480.SZ,3.44,4.03,-0.19286,-0.34808,3069.0,36.69,3050.0,37.08
002481.SZ,4.3,4.37,-0.04028,-0.11765,1042.0,78.52,1162.0,76.04
002482.SZ,1.72,1.9,-0.17033,-0.33186,2892.0,40.34,2770.0,42.86
002483.SZ,4.64,4.93,-0.05543,-0.22243,1786.0,63.17,1316.0,72.86
002484.SZ,14.25,15.37,-0.27289,-0.26287,2192.0,54.79,3803.0,21.54
002486.SZ,1.85,2.36,-0.31602,-0.47508,4158.0,14.22,4131.0,14.78
002487.SZ,21.87,23.14,-0.11045,-0.22556,1813.0,62.61,1963.0,59.51
002488.SZ,5.16,6.13,0.26594,0.04198,479.0,90.14,103.0,97.9
002489.SZ,2.6,2.87,0.06061,-0.26121,2162.0,55.41,525.0,89.19
002491.SZ,3.91,4.69,-0.33193,-0.46284,4065.0,16.14,4233.0,12.67
002492.SZ,4.64,5.21,-0.07895,-0.28328,2407.0,50.35,1574.0,67.54
002493.SZ,10.07,10.47,-0.16538,-0.25603,2105.0,56.58,2702.0,44.26
002494.SZ,3.44,4.24,-0.19284,-0.40927,3659.0,24.52,3049.0,37.1
002495.SZ,1.75,2.26,-0.32258,-0.45556,4029.0,16.88,4174.0,13.89
002496.SZ,2.45,2.19,0.32278,-0.06696,801.0,83.49,82.0,98.33
002497.SZ,9.82,11.67,-0.22109,-0.49429,4282.0,11.66,3334.0,31.22
002498.SZ,3.5,3.65,-0.1689,-0.19897,1588.0,67.25,2752.0,43.23
002500.SZ,4.96,5.27,-0.09143,-0.23802,1929.0,60.21,1722.0,64.49
002501.SZ,1.12,1.27,-0.13333,-0.35,3092.0,36.22,2251.0,53.57
002506.SZ,2.2,2.47,-0.31179,-0.3737,3312.0,31.68,4099.0,15.44
002507.SZ,13.08,14.06,-0.11462,-0.31921,2762.0,43.03,2006.0,58.63
002508.SZ,22.92,23.5,-0.25255,-0.31196,2694.0,44.43,3630.0,25.11
002510.SZ,3.87,4.09,-0.05627,-0.0315,682.0,85.95,1326.0,72.66
002511.SZ,7.76,8.92,-0.27617,-0.375,3320.0,31.51,3829.0,21.01
002512.SZ,3.78,4.41,-0.28764,-0.24703,2018.0,58.38,3922.0,19.09
002513.SZ,3.88,5.13,-0.2243,-0.47468,4150.0,14.38,3374.0,30.4
002514.SZ,5.08,6.69,-0.36111,-0.47349,4136.0,14.67,4387.0,9.49
002515.SZ,4.29,4.76,-0.09979,-0.13573,1142.0,76.45,1820.0,62.46
002516.SZ,4.01,4.38,-0.11584,-0.17257,1389.0,71.36,2021.0,58.32
002517.SZ,10.37,11.07,-0.22487,-0.35415,3117.0,35.7,3380.0,30.27
002518.SZ,20.04,23.25,-0.33051,-0.47685,4171.0,13.95,4220.0,12.94
002519.SZ,5.02,5.28,-0.06458,-0.16543,1336.0,72.45,1403.0,71.07
002520.SZ,4.51,5.14,-0.31903,-0.32156,2789.0,42.47,4148.0,14.42
002521.SZ,11.19,9.34,0.21456,0.44091,95.0,98.06,155.0,96.82
002522.SZ,3.56,4.1,-0.2141,-0.39558,3532.0,27.14,3279.0,32.36
002523.SZ,2.61,2.73,-0.3,-0.21127,1696.0,65.02,4016.0,17.15
002524.SZ,3.8,5.1,-0.2713,-0.51274,4386.0,9.51,3788.0,21.85
002526.SZ,2.64,2.64,-0.13253,-0.18491,1474.0,69.6,2240.0,53.8
002527.SZ,6.92,8.77,-0.34468,-0.56802,4599.0,5.12,4302.0,11.25
002529.SZ,6.22,8.7,-0.41053,-0.59453,4673.0,3.59,4578.0,5.55
002530.SZ,7.29,7.86,-0.23096,-0.26634,2232.0,53.96,3442.0,28.99
002531.SZ,9.42,10.68,-0.32917,-0.47444,4147.0,14.44,4209.0,13.17
002532.SZ,7.32,6.67,0.16295,0.06772,420.0,91.35,228.0,95.32
002533.SZ,9.64,8.74,-0.08624,0.13108,317.0,93.48,1658.0,65.81
002534.SZ,10.41,11.27,-0.03482,-0.28305,2403.0,50.43,1115.0,77.01
002535.SZ,3.54,4.07,-0.25404,-0.29783,2553.0,47.34,3647.0,24.76
002536.SZ,10.59,12.05,-0.32339,-0.33623,2954.0,39.06,4179.0,13.78
002537.SZ,5.3,5.87,-0.10545,-0.26895,2255.0,53.49,1896.0,60.9
002538.SZ,4.86,5.42,-0.03036,-0.26982,2265.0,53.28,1083.0,77.67
002539.SZ,7.56,7.88,-0.10263,-0.16238,1316.0,72.86,1856.0,61.72
002540.SZ,5.61,5.81,-0.04015,-0.09386,914.0,81.16,1161.0,76.06
002541.SZ,16.51,19.92,-0.2939,-0.58803,4656.0,3.94,3966.0,18.18
002542.SZ,1.86,2.24,-0.33803,-0.48352,4215.0,13.04,4273.0,11.84
002543.SZ,10.08,9.26,-0.07945,0.12711,323.0,93.36,1588.0,67.25
002544.SZ,20.62,20.35,0.0478,-0.23048,1855.0,61.74,583.0,87.99
002545.SZ,6.95,7.0,-0.13286,-0.14747,1221.0,74.82,2246.0,53.67
002546.SZ,3.56,4.17,-0.25971,-0.39364,3511.0,27.57,3694.0,23.79
002547.SZ,3.17,3.93,-0.27918,-0.25708,2121.0,56.25,3857.0,20.43
002548.SZ,4.25,5.13,-0.10244,-0.42047,3756.0,22.51,1851.0,61.82
002549.SZ,6.05,8.0,-0.30337,-0.53296,4474.0,7.7,4041.0,16.63
002550.SZ,5.35,5.34,0.0746,0.04921,461.0,90.51,464.0,90.45
002551.SZ,2.7,3.31,-0.1223,-0.40777,3646.0,24.78,2100.0,56.69
002552.SZ,13.15,14.17,-0.18153,-0.42035,3755.0,22.53,2913.0,39.91
002553.SZ,10.11,11.21,-0.19784,-0.39484,3522.0,27.34,3107.0,35.91
002554.SZ,2.46,2.86,-0.1711,-0.4011,3584.0,26.06,2784.0,42.57
002555.SZ,15.01,18.15,-0.24481,-0.44049,3911.0,19.31,3565.0,26.45
002556.SZ,4.92,5.54,-0.12595,-0.38933,3470.0,28.42,2153.0,55.59
002557.SZ,31.12,32.85,-0.24745,-0.34053,2997.0,38.18,3592.0,25.9
002558.SZ,10.3,11.18,-0.17616,-0.29421,2517.0,48.08,2841.0,41.39
002559.SZ,8.54,9.04,-0.32195,-0.10091,949.0,80.44,4167.0,14.03
002560.SZ,5.89,6.57,-0.16032,-0.3404,2994.0,38.24,2628.0,45.79
002561.SZ,7.93,8.69,-0.19885,-0.27396,2306.0,52.43,3119.0,35.66
002562.SZ,3.32,3.61,0.06908,-0.21875,1751.0,63.89,493.0,89.85
002563.SZ,5.68,5.82,-0.15341,-0.2825,2395.0,50.6,2533.0,47.75
002565.SZ,2.7,2.97,-0.17065,-0.24534,2003.0,58.69,2777.0,42.72
002566.SZ,6.62,7.55,-0.10439,-0.29017,2473.0,48.99,1878.0,61.27
002567.SZ,5.84,6.23,-0.19135,-0.2546,2089.0,56.91,3020.0,37.7
002568.SZ,18.88,22.38,-0.11559,-0.51056,4378.0,9.68,2019.0,58.36
002570.SZ,2.78,3.4,-0.26462,-0.43765,3887.0,19.81,3730.0,23.05
002571.SZ,4.28,5.2,-0.11261,-0.35726,3152.0,34.98,1992.0,58.91
002572.SZ,15.92,16.48,-0.15962,-0.26246,2185.0,54.93,2618.0,46.0
002573.SZ,4.13,4.6,-0.24222,-0.39859,3560.0,26.56,3541.0,26.95
002574.SZ,4.86,5.4,-0.16769,-0.38427,3429.0,29.26,2738.0,43.52
002575.SZ,5.24,5.51,-0.33387,-0.27513,2318.0,52.19,4246.0,12.4
002576.SZ,12.56,14.62,-0.16212,-0.30839,2656.0,45.21,2654.0,45.25
002577.SZ,12.82,14.4,-0.04438,-0.07117,813.0,83.24,1200.0,75.26
002578.SZ,2.9,3.27,-0.16502,-0.31622,2728.0,43.73,2696.0,44.39
002579.SZ,7.26,7.97,-0.15789,-0.2092,1674.0,65.48,2586.0,46.66
002580.SZ,6.58,7.41,-0.0727,-0.29058,2478.0,48.89,1502.0,69.03
002581.SZ,10.87,13.02,-0.22743,-0.49914,4304.0,11.21,3404.0,29.78
002582.SZ,5.83,6.77,-0.18258,-0.42521,3807.0,21.46,2930.0,39.56
002583.SZ,4.15,5.04,-0.18868,-0.32224,2799.0,42.26,3004.0,38.03
002584.SZ,6.63,7.22,-0.19703,0.0119,556.0,88.55,3100.0,36.05
002585.SZ,5.59,6.98,-0.29412,-0.54085,4511.0,6.93,3970.0,18.1
002587.SZ,5.77,6.28,-0.16591,-0.13291,1127.0,76.76,2712.0,44.06
002588.SZ,6.82,6.4,0.16343,0.27032,182.0,96.26,227.0,95.34
002589.SZ,2.48,2.89,-0.10156,-0.33718,2960.0,38.94,1838.0,62.09
002590.SZ,13.59,12.72,-0.0695,0.0974,359.0,92.61,1460.0,69.89
002591.SZ,4.25,5.32,-0.16563,-0.37616,3331.0,31.28,2704.0,44.22
002593.SZ,3.07,3.47,-0.16667,-0.28763,2449.0,49.48,2720.0,43.89
002594.SZ,230.5,222.27,0.24332,0.00188,579.0,88.07,127.0,97.4
002595.SZ,37.44,34.06,0.17974,0.2395,203.0,95.83,196.0,95.98
002596.SZ,1.72,2.22,-0.30233,-0.48454,4224.0,12.86,4034.0,16.78
002597.SZ,20.76,20.79,0.15795,-0.04495,724.0,85.08,235.0,95.17
002598.SZ,7.83,8.8,-0.13785,-0.30507,2625.0,45.85,2302.0,52.52
002599.SZ,5.51,6.08,-0.20137,-0.30253,2597.0,46.43,3149.0,35.04
002600.SZ,5.88,5.91,0.37794,0.31606,150.0,96.93,60.0,98.78
002601.SZ,19.01,18.28,-0.16605,-0.06168,781.0,83.9,2713.0,44.04
002602.SZ,3.91,4.58,-0.32773,-0.39623,3539.0,26.99,4206.0,13.23
002603.SZ,17.87,20.38,-0.25842,-0.33635,2955.0,39.04,3681.0,24.06
002605.SZ,21.5,23.37,-0.19344,-0.33522,2940.0,39.35,3059.0,36.9
002606.SZ,7.34,7.49,0.13221,-0.01589,628.0,87.06,306.0,93.71
002607.SZ,2.23,3.17,-0.36877,-0.55607,4559.0,5.94,4423.0,8.75
002608.SZ,7.71,7.3,-0.06883,-0.00576,602.0,87.6,1450.0,70.1
002609.SZ,8.0,9.31,-0.21339,-0.33237,2899.0,40.2,3269.0,32.56
002611.SZ,6.17,5.57,-0.40819,0.04492,469.0,90.34,4570.0,5.72
